,count
0.37,14860
0.4,14721
0.36,14691
0.35,14653
0.39,14646
0.41,14634
0.38,14567
0.42,14427
0.33,14397
0.34,14389
0.43,14369
0.44,14324
0.32,14264
0.45,14202
0.31,14072
0.46,14008
0.29,13885
0.3,13751
0.47,13560
0.28,13520
0.48,13406
0.5,13020
0.27,13016
0.49,12918
0.26,12805
0.51,12560
0.25,12513
0.52,12141
0.24,12118
0.53,12003
0.23,11631
0.54,11401
0.22,11083
0.55,10974
0.56,10839
0.21,10758
0.57,10323
0.2,10162
0.58,9737
0.19,9601
0.59,9512
0.18,9304
0.6,9232
0.61,8798
0.17,8541
0.62,8454
0.63,8028
0.16,8012
0.64,7619
0.15,7483
0.65,7285
0.66,6881
0.14,6763
0.67,6548
0.13,6270
0.68,6232
0.69,6030
0.7,5954
0.12,5611
0.71,5567
0.72,5422
0.11,5122
0.73,5025
0.74,4927
0.75,4629
0.76,4583
0.1,4538
0.77,4361
0.78,4164
0.79,4043
0.09,3903
0.8,3785
0.81,3567
0.82,3426
0.08,3320
0.83,3211
0.84,2942
0.07,2873
0.85,2696
0.86,2451
0.87,2276
0.06,2255
0.88,2041
0.05,1918
0.89,1861
0.9,1542
0.91,1396
0.04,1370
0.92,1176
0.03,952
0.93,922
0.94,838
0.95,653
0.02,606
0.96,512
0.97,407
0.485,310
0.445,299
0.385,293
0.465,288
