,count
0.38,5701
0.39,5649
0.37,5630
0.35,5611
0.34,5608
0.33,5599
0.36,5571
0.28,5451
0.3,5450
0.32,5450
0.4,5444
0.31,5386
0.42,5357
0.41,5357
0.29,5331
0.44,5222
0.43,5175
0.27,5121
0.25,5068
0.26,5058
0.45,5045
0.46,4983
0.47,4943
0.48,4810
0.23,4790
0.24,4733
0.49,4694
0.5,4647
0.22,4646
0.51,4600
0.52,4535
0.54,4456
0.53,4410
0.21,4390
0.55,4257
0.56,4207
0.2,4138
0.19,4050
0.57,4037
0.59,3950
0.58,3929
0.18,3851
0.6,3701
0.17,3694
0.62,3581
0.61,3551
0.64,3451
0.16,3429
0.63,3412
0.65,3348
0.66,3278
0.15,3255
0.67,3232
0.14,3156
0.69,3124
0.68,3072
0.7,2930
0.71,2928
0.13,2904
0.72,2842
0.73,2832
0.74,2745
0.12,2674
0.75,2662
0.76,2620
0.77,2543
0.78,2485
0.79,2426
0.11,2389
0.8,2334
0.81,2225
0.1,2201
0.82,2098
0.83,1976
0.09,1972
0.84,1967
0.415,1854
0.375,1854
0.345,1819
0.325,1816
0.425,1805
0.355,1799
0.385,1799
0.455,1797
0.405,1767
0.335,1766
0.365,1755
0.435,1747
0.445,1740
0.08,1739
0.395,1734
0.85,1726
0.86,1719
0.315,1665
0.285,1658
0.305,1658
0.465,1628
0.485,1605
0.295,1603
0.87,1588
