Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
2437,2966,BRFC_alpha_0_5_0_0_0_1_0_Hard.csv,0.7943333333333333,0,1,1.0,663806,12638,100584,25672,0.6701122422344036,0.10009821315422633
33173,35663,BRFC_alpha_0_5_0_0_0_1_0_Medium.csv,0.84,907,974,0.5178096757044125,663946,12498,112397,13859,0.5258185681223204,0.09898935496134838
154398,164232,BRFC_alpha_0_5_0_0_0_1_0_Easy.csv,0.8551874236874236,1,0,0.0,663818,12626,117183,9073,0.4181298677358404,0.10000316816626537
