Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
35,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_1,Min,0.0717,0.975,0.9033,126177,562,125615,0.0717,1.0,1.0,0.5,10400,666044,79,126177,5.275345330122925
2551,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_1,Max,0.0717,0.975,0.9033,126177,562,125615,0.975,1.0,1.0,0.5,676384,60,125694,562,0.00047522493980484094
1659,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_10,Min,0.6683,0.8435,0.17520000000000002,56397,15055,41342,0.6683,27.0,27.0,0.5,623444,53000,69859,56397,0.41978203016094284
2292,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_10,Max,0.6683,0.8435,0.17520000000000002,56397,15055,41342,0.8435,27.0,22.0,0.4489795918367347,671004,5440,111201,15055,0.043087061208972245
1923,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_20,Min,0.7362,0.824,0.08779999999999999,39837,19129,20708,0.7362,85.0,86.0,0.5029239766081871,649796,26648,86419,39837,0.2110632365986567
2233,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_20,Max,0.7362,0.824,0.08779999999999999,39837,19129,20708,0.824,66.0,64.0,0.49230769230769234,668567,7877,107127,19129,0.062389114180712205
2020,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_50,Min,0.7602,0.7618,0.0016000000000000458,32806,32794,12,0.7602,2491.0,2494.0,0.5003009027081243,657543,18901,93450,32806,0.1497037764541883
2029,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_50,Max,0.7602,0.7618,0.0016000000000000458,32806,32794,12,0.7618,2438.0,2430.0,0.4991783073130649,657549,18895,93462,32794,0.14965625396020782
2030,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_100,Min,0.762,0.7618,-0.00019999999999997797,32793,32794,-1,0.762,4801.0,4848.0,0.5024354855425432,657554,18890,93463,32793,0.14961665188189077
2029,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_100,Max,0.762,0.7618,-0.00019999999999997797,32793,32794,-1,0.7618,7211.0,7061.0,0.49474495515695066,657549,18895,93462,32794,0.14965625396020782
2041,BRFC_alpha_0_5_0_1_0_0_Hard_Round_4,mProb_200,Min,0.766,0.7657,-0.00029999999999996696,32724,32725,-1,0.766,11372.0,11776.0,0.5087264558493174,657629,18815,93532,32724,0.1490226207071347
