Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
101,113,BRFC_alpha_0_5_1_0_0_0_Hard,0.86,0.8691666666666665,913,1814,0.6651998533186652,672584,3860,114526,11730,0.7524053880692751,0.0929064757318464,0.030572804460778102
569,572,BRFC_alpha_0_5_1_0_0_0_Medium,0.97,0.9799981962481962,189,368,0.6606822262118492,676146,298,125664,592,0.6651685393258427,0.004688886072741098,0.002360283867697377
1242,1243,BRFC_alpha_0_5_1_0_0_0_Easy,1.0,1.0,110,207,0.6529968454258676,676444,0,126256,0,,0.0,0.0
1147,1177,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard,0.6946141,0.6982436,100,202,0.6688741721854304,673544,2900,118111,8145,0.7374377546401086,0.06451178557850716,0.022969205423900647
1245,1248,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium,0.7050752,0.7240016,100,210,0.6774193548387096,676244,200,125887,369,0.648506151142355,0.002922633379799772,0.0015840831326828031
1230,1248,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy,0.3830922,0.3847056,108,100,0.4807692307692308,673762,2682,124542,1714,0.38989990900818927,0.013575592447091623,0.02124255480927639
