Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
7926,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_10,Min,0.8495,0.9858,0.13629999999999998,13022,317,12705,0.8495,865.0,971.0,0.5288671023965141,665069,11375,113234,13022,0.09009472817133443
8920,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_10,Max,0.8495,0.9858,0.13629999999999998,13022,317,12705,0.9858,25.0,25.0,0.5,676298,146,125939,317,0.0011563806868584462
7921,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_20,Min,0.8488,0.9582,0.10940000000000005,13048,1469,11579,0.8488,963.0,1030.0,0.5168088309081786,665033,11411,113208,13048,0.09037986313521734
8831,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_20,Max,0.8488,0.9582,0.10940000000000005,13048,1469,11579,0.9582,33.0,29.0,0.46774193548387094,675684,760,124787,1469,0.006019515904194652
8094,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_50,Min,0.8675,0.9449,0.07739999999999991,9993,2087,7906,0.8675,1166.0,1265.0,0.5203619909502263,668290,8154,116263,9993,0.06458306931947788
8759,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_50,Max,0.8675,0.9449,0.07739999999999991,9993,2087,7906,0.9449,159.0,157.0,0.49683544303797467,675276,1168,124169,2087,0.00925104549486757
8069,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_100,Min,0.865,0.8889,0.023900000000000032,10164,7290,2874,0.865,2358.0,2415.0,0.5059710873664363,668099,8345,116092,10164,0.06609586871118997
8291,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_100,Max,0.865,0.8889,0.023900000000000032,10164,7290,2874,0.8889,1209.0,1197.0,0.4975062344139651,670963,5481,118966,7290,0.04341179825117222
8113,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_200,Min,0.8695,0.8694,-0.00010000000000010001,9928,9929,-1,0.8695,3664.0,3745.0,0.5054663247401808,668420,8024,116328,9928,0.06355341528323406
8112,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_200,Max,0.8695,0.8694,-0.00010000000000010001,9928,9929,-1,0.8694,3066.0,2961.0,0.4912891986062718,668416,8028,116327,9929,0.06358509694588772
8145,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_500,Min,0.8728,0.8789,0.006099999999999994,8936,8539,397,0.8728,7830.0,7833.0,0.5000957670944264,669272,7172,117320,8936,0.056805221138005325
8203,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_500,Max,0.8728,0.8789,0.006099999999999994,8936,8539,397,0.8789,6847.0,6842.0,0.49981737161224343,669741,6703,117717,8539,0.05309054619186415
8261,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_1000,Min,0.8856,0.8855,-0.00010000000000010001,7444,7444,0,0.8856,13244.0,13255.0,0.5002075550020756,670766,5678,118812,7444,0.04497212013686478
8260,BRFC_alpha_0_5_1_0_0_0_Medium_Round_4,mProb_1000,Max,0.8856,0.8855,-0.00010000000000010001,7444,7444,0,0.8855,13224.0,13222.0,0.4999621870982379,670765,5679,118812,7444,0.044980040552528196
7916,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_1,Min,0.792,0.9993,0.20729999999999993,16858,207,16651,0.792,13.0,14.0,0.5185185185185185,647265,29179,109398,16858,0.23110980864275757
9914,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_1,Max,0.792,0.9993,0.20729999999999993,16858,207,16651,0.9993,1.0,0.0,0.0,676334,110,126049,207,0.0008712457229755417
9097,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_10,Min,0.9101,0.9987,0.08860000000000001,4285,208,4077,0.9101,74.0,74.0,0.5,671814,4630,121971,4285,0.036671524521606894
9910,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_10,Max,0.9101,0.9987,0.08860000000000001,4285,208,4077,0.9987,21.0,16.0,0.43243243243243246,676330,114,126048,208,0.0009029273856291978
9196,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_20,Min,0.92,0.9978,0.07779999999999998,3607,222,3385,0.92,162.0,167.0,0.5075987841945289,672693,3751,122649,3607,0.029709479153465973
9905,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_20,Max,0.92,0.9978,0.07779999999999998,3607,222,3385,0.9978,53.0,46.0,0.46464646464646464,676314,130,126034,222,0.001029654036243822
9202,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_50,Min,0.9206,0.967,0.0464,3574,1137,2437,0.9206,401.0,402.0,0.5006226650062267,672730,3714,122682,3574,0.029416423773919655
9664,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_50,Max,0.9206,0.967,0.0464,3574,1137,2437,0.967,180.0,179.0,0.4986072423398329,675588,856,125119,1137,0.006779875807882398
9602,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_100,Min,0.9606,0.9658,0.005199999999999982,1381,1165,216,0.9606,439.0,442.0,0.5017026106696936,675329,1115,124875,1381,0.008831263464706628
9653,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_100,Max,0.9606,0.9658,0.005199999999999982,1381,1165,216,0.9658,383.0,382.0,0.4993464052287582,675552,892,125091,1165,0.007065010771765302
9636,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_200,Min,0.964,0.9643,0.000300000000000078,1239,1229,10,0.964,819.0,823.0,0.5012180267965896,675478,966,125017,1239,0.0076511215308579395
9639,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_200,Max,0.964,0.9643,0.000300000000000078,1239,1229,10,0.9643,830.0,828.0,0.49939686369119424,675488,956,125027,1229,0.0075719173742238
9654,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_500,Min,0.9659,0.9658,-9.999999999998899e-05,1163,1165,-2,0.9659,2076.0,2083.0,0.5008415484491464,675554,890,125093,1163,0.007049169940438475
9653,BRFC_alpha_0_5_1_0_0_0_Easy_Round_4,mProb_500,Max,0.9659,0.9658,-9.999999999998899e-05,1163,1165,-2,0.9658,2086.0,2085.0,0.4998801246703428,675552,892,125091,1165,0.007065010771765302
3340,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_1,Min,0.3342,0.9665,0.6323000000000001,42710,2,42708,0.3342,23.0,23.0,0.5,631937,44507,83546,42710,0.3525139399315676
9202,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_1,Max,0.3342,0.9665,0.6323000000000001,42710,2,42708,0.9665,2.0,1.0,0.3333333333333333,676444,0,126254,2,0.0
4137,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_10,Min,0.4139,0.6327,0.21880000000000005,30615,11741,18874,0.4139,144.0,147.0,0.5051546391752577,652031,24413,95641,30615,0.19336110759092637
6325,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_10,Max,0.4139,0.6327,0.21880000000000005,30615,11741,18874,0.6327,51.0,51.0,0.5,671547,4897,114515,11741,0.038786275503738435
4582,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_20,Min,0.4584,0.5939,0.1355,25323,14023,11300,0.4584,227.0,235.0,0.5086580086580087,658990,17454,100933,25323,0.13824293498922824
5937,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_20,Max,0.4584,0.5939,0.1355,25323,14023,11300,0.5939,110.0,110.0,0.5,669901,6543,112233,14023,0.051823279685717906
4765,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_50,Min,0.4767,0.5279,0.05120000000000002,23429,18818,4611,0.4767,517.0,522.0,0.5024061597690087,661185,15259,102827,23429,0.12085762260803447
5277,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_50,Max,0.4767,0.5279,0.05120000000000002,23429,18818,4611,0.5279,386.0,382.0,0.4973958333333333,666025,10419,107438,18818,0.08252281079711063
5132,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_100,Min,0.5134,0.5273,0.013900000000000023,20020,18879,1141,0.5134,877.0,880.0,0.5008537279453614,664778,11666,106236,20020,0.0923995691293879
5271,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_100,Max,0.5134,0.5273,0.013900000000000023,20020,18879,1141,0.5273,773.0,771.0,0.4993523316062176,665972,10472,107377,18879,0.08294259282727158
5227,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_200,Min,0.5229,0.5228,-9.999999999998899e-05,19207,19215,-8,0.5229,1622.0,1624.0,0.5003080714725816,665599,10845,107049,19207,0.08589690786972501
5226,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_200,Max,0.5229,0.5228,-9.999999999998899e-05,19207,19215,-8,0.5228,1622.0,1621.0,0.49984582176996606,665593,10851,107041,19215,0.08594443036370548
5180,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_500,Min,0.5182,0.5183,9.999999999998899e-05,19603,19591,12,0.5182,4186.0,4188.0,0.50011941724385,665222,11222,106653,19603,0.08888290457483208
5181,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_500,Max,0.5182,0.5183,9.999999999998899e-05,19603,19591,12,0.5183,4188.0,4187.0,0.4999402985074627,665230,11214,106665,19591,0.08881954124952478
5142,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_1000,Min,0.5144,0.5143,-9.999999999998899e-05,19923,19934,-11,0.5144,8686.0,8690.0,0.5001151012891344,664880,11564,106333,19923,0.09159168673171968
5141,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_1000,Max,0.5144,0.5143,-9.999999999998899e-05,19923,19934,-11,0.5143,8694.0,8686.0,0.4997698504027618,664867,11577,106322,19934,0.09169465213534406
5295,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_2000,Min,0.5297,0.5296,-9.999999999998899e-05,18691,18700,-9,0.5297,16656.0,16659.0,0.50004502476362,666148,10296,107565,18691,0.0815485996705107
5294,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard_Round_4,mProb_2000,Max,0.5297,0.5296,-9.999999999998899e-05,18691,18700,-9,0.5296,16679.0,16668.0,0.49983506762227486,666138,10306,107556,18700,0.08162780382714485
3228,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_1,Min,0.3262,0.8819,0.5557000000000001,29476,3,29473,0.3262,23.0,26.0,0.5306122448979592,635496,40948,96780,29476,0.3243251805854771
7498,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_1,Max,0.3262,0.8819,0.5557000000000001,29476,3,29473,0.8819,1.0,0.0,0.0,676444,0,126253,3,0.0
4397,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_10,Min,0.4431,0.7593,0.3162,13639,179,13460,0.4431,107.0,111.0,0.5091743119266054,662863,13581,112617,13639,0.10756716512482575
7312,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_10,Max,0.4431,0.7593,0.3162,13639,179,13460,0.7593,7.0,6.0,0.46153846153846156,676392,52,126077,179,0.00041186161449752884
4553,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_20,Min,0.4587,0.7513,0.29259999999999997,12034,221,11813,0.4587,238.0,240.0,0.502092050209205,664881,11563,114222,12034,0.09158376631605626
7266,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_20,Max,0.4587,0.7513,0.29259999999999997,12034,221,11813,0.7513,16.0,16.0,0.5,676362,82,126035,221,0.0006494740843999493
4898,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_50,Min,0.4932,0.7294,0.23620000000000002,8991,339,8652,0.4932,417.0,419.0,0.5011961722488039,668472,7972,117265,8991,0.06314155366873654
7138,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_50,Max,0.4932,0.7294,0.23620000000000002,8991,339,8652,0.7294,39.0,38.0,0.4935064935064935,676271,173,125917,339,0.0013702319097706247
5333,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_100,Min,0.5367,0.5369,0.000200000000000089,6027,6016,11,0.5367,596.0,596.0,0.5,671733,4711,120229,6027,0.03731307819034343
5335,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_100,Max,0.5367,0.5369,0.000200000000000089,6027,6016,11,0.5369,598.0,595.0,0.49874266554903607,671753,4691,120240,6016,0.03715466987707515
5293,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_200,Min,0.5327,0.5392,0.006500000000000061,6237,5865,372,0.5327,1235.0,1236.0,0.500202347227843,671490,4954,120019,6237,0.03923773919655304
5358,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_200,Max,0.5327,0.5392,0.006500000000000061,6237,5865,372,0.5392,1152.0,1152.0,0.5,671885,4559,120391,5865,0.0361091750095045
5339,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_500,Min,0.5373,0.5382,0.0009000000000000119,5991,5931,60,0.5373,2982.0,2985.0,0.5002513826043238,671778,4666,120265,5991,0.0369566594854898
5348,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_500,Max,0.5373,0.5382,0.0009000000000000119,5991,5931,60,0.5382,2963.0,2962.0,0.499915611814346,671831,4613,120325,5931,0.03653687745532885
5448,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_1000,Min,0.5482,0.5493,0.0010999999999999899,5343,5284,59,0.5482,5567.0,5570.0,0.5001346861811978,672368,4076,120913,5343,0.032283614244075526
5459,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_1000,Max,0.5482,0.5493,0.0010999999999999899,5343,5284,59,0.5493,5503.0,5503.0,0.5,672424,4020,120972,5284,0.031840070966924344
5584,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_2000,Min,0.5618,0.5617,-9.999999999998899e-05,4605,4607,-2,0.5618,10552.0,10555.0,0.5000710664708391,673057,3387,121651,4605,0.026826447851983272
5583,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium_Round_4,mProb_2000,Max,0.5618,0.5617,-9.999999999998899e-05,4605,4607,-2,0.5617,10563.0,10560.0,0.49992898735975005,673052,3392,121649,4607,0.026866049930300343
2950,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_1,Min,0.3182,0.5215,0.20329999999999998,8209,0,8209,0.3182,25.0,26.0,0.5098039215686274,661389,15055,118047,8209,0.11924185781269801
4379,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_1,Max,0.3182,0.5215,0.20329999999999998,8209,0,8209,0.5215,1.0,0.0,0.0,676444,0,126256,0,0.0
3606,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_10,Min,0.3838,0.4958,0.11200000000000004,1780,7,1773,0.3838,58.0,63.0,0.5206611570247934,673702,2742,124476,1780,0.02171777974908123
4372,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_10,Max,0.3838,0.4958,0.11200000000000004,1780,7,1773,0.4958,13.0,11.0,0.4583333333333333,676437,7,126249,7,5.544290964389811e-05
3965,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_20,Min,0.4208,0.494,0.07319999999999999,565,11,554,0.4208,49.0,49.0,0.5,675620,824,125691,565,0.006526422506653149
4370,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy_Round_4,mProb_20,Max,0.4208,0.494,0.07319999999999999,565,11,554,0.494,29.0,23.0,0.4423076923076923,676436,8,126245,11,6.336332530731213e-05
