,0
0.31,12071
0.33,12043
0.36,12011
0.29,11991
0.35,11969
0.3,11951
0.32,11943
0.34,11915
0.38,11876
0.37,11824
0.39,11790
0.28,11642
0.27,11608
0.26,11577
0.24,11350
0.4,11302
0.25,11283
0.42,11224
0.41,11209
0.23,11195
0.22,11026
0.43,10885
0.44,10738
0.21,10644
0.46,10446
0.2,10372
0.45,10313
0.47,10223
0.19,10168
0.18,10000
0.48,9835
0.49,9724
0.17,9544
0.5,9543
0.51,9194
0.16,9156
0.52,9155
0.15,8822
0.54,8788
0.53,8629
0.55,8520
0.14,8427
0.56,8045
0.57,7785
0.13,7680
0.58,7620
0.59,7335
0.12,7328
0.11,6946
0.6,6934
0.61,6674
0.62,6666
0.63,6291
0.1,6237
0.64,5888
0.65,5816
0.09,5540
0.67,5414
0.66,5400
0.68,4958
0.08,4861
0.69,4822
0.7,4438
0.71,4413
0.72,4131
0.07,4121
0.73,3986
0.74,3736
0.75,3612
0.76,3329
0.06,3315
0.77,3171
0.79,3093
0.78,3055
0.8,2992
0.05,2843
0.81,2734
0.82,2590
0.83,2530
0.84,2349
0.85,2342
0.86,2159
0.04,2055
0.87,2044
0.88,1957
0.89,1835
0.9,1775
0.91,1588
0.03,1517
0.92,1429
0.93,1338
0.94,1170
0.02,1120
0.95,979
0.96,744
0.01,739
0.97,585
0.0,439
0.4584870915934895,378
0.3484870915934895,372
