p,Filename,Neg,Pos,$m$Prob,TN,FP,FN,TP,Prec,Rec,$\frac{\text{FP}}{\text{P}}$
0.89,BRFC_5_Fold_alpha_0_5_Easy_Test,1050,616,0.3697478991596639,600236,5374,103820,4136,0.4349106203995794,0.038311904850124125,0.04977953981251621
0.89,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_100,1050,616,0.3697478991596639,600236,5374,103820,4136,0.4349106203995794,0.038311904850124125,0.04977953981251621
0.93,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_98,997,564,0.3613068545803972,600035,5575,103686,4270,0.4337227018791265,0.039553151283856385,0.0516414094631146
0.97,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_95,901,509,0.36099290780141846,600060,5550,103702,4254,0.4339045287637699,0.03940494275445552,0.051409833635925745
0.99,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_90,1172,606,0.3408323959505062,596931,8679,101971,5985,0.40814238952536824,0.05543925302901182,0.08039386416688281
1.0,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_80,20374,11530,0.36139669007021064,605610,0,107956,0,,0.0,0.0
0.97,BRFC_5_Fold_alpha_balanced_Easy_Test,3825,2113,0.3558437184237117,601711,3899,104882,3074,0.44084325254553275,0.028474563711141578,0.036116566008373784
0.97,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_100,3825,2113,0.3558437184237117,601711,3899,104882,3074,0.44084325254553275,0.028474563711141578,0.036116566008373784
0.98,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_98,4817,2591,0.34975701943844495,600046,5564,103902,4054,0.421501351632356,0.03755233613694468,0.05153951609915151
0.99,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_95,4739,2512,0.34643497448627775,599281,6329,103477,4479,0.41441524796447077,0.041489125199155215,0.05862573641113046
1.0,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_90,12927,7820,0.37692196462139105,605610,0,107956,0,,0.0,0.0
1.0,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_80,25937,13484,0.3420511909895741,605610,0,107956,0,,0.0,0.0
0.35,LogReg_5_Fold_alpha_0_5_Easy_Test,1360,624,0.31451612903225806,599699,5911,104958,2998,0.33651363789426425,0.027770573196487458,0.05475378858053281
0.72,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_100,585,285,0.3275862068965517,600139,5471,105165,2791,0.3378116678770274,0.02585312534736374,0.050678054022008964
0.91,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_98,399,207,0.3415841584158416,600328,5282,105262,2694,0.33776328986960885,0.024954611137870984,0.048927340768461225
0.99,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_95,375,176,0.3194192377495463,599946,5664,105066,2890,0.33785363572597615,0.026770165623031604,0.05246581940790693
1.0,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_90,11641,5580,0.32402299518030314,605610,0,107956,0,,0.0,0.0
1.0,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_80,25744,11269,0.30446059492610705,605610,0,107956,0,,0.0,0.0
0.76,LogReg_5_Fold_alpha_balanced_Easy_Test,1607,747,0.3173322005097706,600229,5381,105227,2729,0.33649815043156595,0.025278817295935382,0.04984438104412909
0.88,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_100,1089,514,0.3206487835308796,599905,5705,105067,2889,0.3361647661158948,0.02676090258994405,0.052845603764496644
0.96,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_98,828,395,0.32297628781684384,600385,5225,105295,2661,0.3374334263251331,0.024648931045981697,0.048399347882470634
0.99,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_95,907,407,0.3097412480974125,599529,6081,104887,3069,0.3354098360655738,0.028428248545703805,0.056328504205417025
1.0,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_90,12349,5860,0.321818880773244,605610,0,107956,0,,0.0,0.0
1.0,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_80,26885,11654,0.3023949765172942,605610,0,107956,0,,0.0,0.0
0.5,AdaBoost_5_Fold_Easy_Test,605610,107956,0.15129084065103998,605610,0,107956,0,,0.0,0.0
0.85,AdaBoost_5_Fold_Easy_Test_Transformed_100,877,453,0.3406015037593985,600253,5357,105244,2712,0.33610112777295825,0.02512134573344696,0.04962206825002779
0.95,AdaBoost_5_Fold_Easy_Test_Transformed_98,710,340,0.3238095238095238,600418,5192,105312,2644,0.3374170495150587,0.024491459483493273,0.04809366779058135
0.99,AdaBoost_5_Fold_Easy_Test_Transformed_95,690,327,0.3215339233038348,599633,5977,104937,3019,0.3355935971542908,0.027965096891326095,0.05536514876431139
1.0,AdaBoost_5_Fold_Easy_Test_Transformed_90,12162,5787,0.3224135049306368,605610,0,107956,0,,0.0,0.0
1.0,AdaBoost_5_Fold_Easy_Test_Transformed_80,26655,11559,0.3024807662113362,605610,0,107956,0,,0.0,0.0
0.9,BalBag_5_Fold_Easy_Test,1391,788,0.3616337769619091,600381,5229,104247,3709,0.41496979189975386,0.03435658972173849,0.04843640001482085
0.9,BalBag_5_Fold_Easy_Test_Transformed_100,1391,788,0.3616337769619091,600381,5229,104247,3709,0.41496979189975386,0.03435658972173849,0.04843640001482085
0.93,BalBag_5_Fold_Easy_Test_Transformed_98,1292,764,0.3715953307392996,600855,4755,104510,3446,0.42019265943177664,0.031920412019711734,0.04404572233132017
0.97,BalBag_5_Fold_Easy_Test_Transformed_95,755,389,0.34003496503496505,599580,6030,103759,4197,0.41038427691405105,0.03887694986846493,0.055856089517951756
0.99,BalBag_5_Fold_Easy_Test_Transformed_90,993,467,0.3198630136986301,596153,9457,101979,5977,0.3872618893352339,0.05536514876431139,0.08760050390899997
1.0,BalBag_5_Fold_Easy_Test_Transformed_80,21962,11737,0.34828926674382027,605610,0,107956,0,,0.0,0.0
0.53,EEC_5_Fold_Easy_Test,21813,8881,0.28933993614387177,601849,3761,106080,1876,0.3328011353556857,0.01737745007225166,0.03483826744229131
0.92,EEC_5_Fold_Easy_Test_Transformed_100,1513,638,0.29660622966062294,600082,5528,105188,2768,0.33365477338476374,0.025640075586349995,0.051206046907999556
0.94,EEC_5_Fold_Easy_Test_Transformed_98,1735,749,0.30152979066022545,600082,5528,105188,2768,0.33365477338476374,0.025640075586349995,0.051206046907999556
0.99,EEC_5_Fold_Easy_Test_Transformed_95,1484,649,0.30426629160806373,599831,5779,105088,2868,0.33167572568520876,0.026566378895105415,0.05353106821297566
1.0,EEC_5_Fold_Easy_Test_Transformed_90,12352,5708,0.3160575858250277,605610,0,107956,0,,0.0,0.0
1.0,EEC_5_Fold_Easy_Test_Transformed_80,26433,11080,0.29536427371844426,605610,0,107956,0,,0.0,0.0
0.51,RUSBoost_5_Fold_Easy_Test,100289,24952,0.1992318809335601,597317,8293,104978,2978,0.26421790435631265,0.027585312534736374,0.07681833339508688
0.2,RUSBoost_5_Fold_Easy_Test_Transformed_100,6211,2173,0.2591841603053435,600763,4847,106186,1770,0.26749282152032644,0.016395568564970913,0.044897921375375155
0.96,RUSBoost_5_Fold_Easy_Test_Transformed_98,1512,589,0.2803426939552594,600513,5097,106107,1849,0.26619637201266916,0.017127348178887693,0.0472136796472637
0.99,RUSBoost_5_Fold_Easy_Test_Transformed_95,593,196,0.24841571609632446,596444,9166,104631,3325,0.2661916579937555,0.030799585016117677,0.08490496128052169
1.0,RUSBoost_5_Fold_Easy_Test_Transformed_90,16495,5779,0.25945048038071294,605610,0,107956,0,,0.0,0.0
1.0,RUSBoost_5_Fold_Easy_Test_Transformed_80,35347,10966,0.23678016971476692,605610,0,107956,0,,0.0,0.0
0.37,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test,1495,850,0.3624733475479744,600216,5394,104878,3078,0.363314447592068,0.028511615843491794,0.049964800474267296
0.52,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_100,1041,594,0.363302752293578,600274,5336,104909,3047,0.3634736967672671,0.028224461817777612,0.04942754455518915
0.89,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_98,536,307,0.3641755634638197,600188,5422,104858,3098,0.3636150234741784,0.02869687650524288,0.05022416540071881
0.98,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_95,510,294,0.3656716417910448,600162,5448,104845,3111,0.3634770417104802,0.02881729593538108,0.05046500426099522
0.99,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_90,714,351,0.3295774647887324,594863,10747,102163,5793,0.35024183796856106,0.053660750676201414,0.09954981659194487
1.0,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_80,23097,11278,0.3280872727272727,605610,0,107956,0,,0.0,0.0
0.75,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test,2345,1106,0.3204868154158215,599402,6208,104487,3469,0.3584788674175881,0.03213346178072548,0.0575049094075364
0.82,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_100,1760,916,0.3423019431988042,600684,4926,105179,2777,0.36050889263923147,0.02572344288413798,0.045629700989291935
0.96,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_98,1268,682,0.34974358974358977,600672,4938,105172,2784,0.3605283605283605,0.025788284115750862,0.045740857386342586
0.99,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_95,1196,597,0.3329615170105968,599670,5940,104649,3307,0.35762950145993294,0.030632850420541702,0.05502241654007188
1.0,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_90,12148,6157,0.3363561868341983,605610,0,107956,0,,0.0,0.0
1.0,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_80,24704,11710,0.32157961223705167,605610,0,107956,0,,0.0,0.0
0.43,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test,2416,1222,0.3358988455195162,601131,4479,105345,2611,0.3682651622002821,0.024185779391603986,0.041489125199155215
0.55,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test_Transformed_100,1765,883,0.33345921450151056,599832,5778,104677,3279,0.36204041073203047,0.030373485494090184,0.0535218051798881
0.92,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test_Transformed_98,729,374,0.33907524932003624,600068,5542,104801,3155,0.3627687708405197,0.029224869391233466,0.05133572937122531
0.99,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test_Transformed_95,597,299,0.33370535714285715,600223,5387,104884,3072,0.3631634945028963,0.02845603764496647,0.04989995924265442
1.0,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test_Transformed_90,11127,5910,0.34689205846099663,605610,0,107956,0,,0.0,0.0
1.0,KBFC_5_Fold_alpha_0_5_gamma_1_0_Easy_Test_Transformed_80,24154,11491,0.3223734044045448,605610,0,107956,0,,0.0,0.0
0.45,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test,4172,1947,0.318189246608923,600655,4955,104992,2964,0.37428968304078797,0.027455630071510615,0.045898328948831
0.72,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test_Transformed_100,1920,911,0.3217944189332391,600427,5183,104884,3072,0.3721380981223501,0.02845603764496647,0.04801030049279336
0.93,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test_Transformed_98,878,448,0.3378582202111614,600199,5411,104785,3171,0.3694942903752039,0.029373077920634334,0.05012227203675571
0.99,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test_Transformed_95,820,407,0.33170334148329256,600608,5002,104974,2982,0.373496993987976,0.02762236466708659,0.046333691503946055
1.0,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test_Transformed_90,11136,5903,0.3464405188097893,605610,0,107956,0,,0.0,0.0
1.0,KBFC_5_Fold_alpha_0_5_gamma_2_0_Easy_Test_Transformed_80,23930,11485,0.32429761400536494,605610,0,107956,0,,0.0,0.0
