,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec
0,0.4540048889558292,7,279,7,279,605331,7,107949,5.607201081922264,0.15134168909825033
1,0.4542908448285642,17,394,17,673,604937,24,107932,5.603551446885768,0.15140509686913023
2,0.4545901991251569,9,187,9,860,604750,33,107923,5.601819259698396,0.15143410792888182
3,0.4550085997075619,2,48,2,908,604702,35,107921,5.601374634110193,0.15144192651654523
4,0.4550212784222619,1,30,1,938,604672,36,107920,5.601096743117567,0.15144711139052922
5,0.4563474348330061,0,33,0,971,604639,36,107920,5.600791063025677,0.15145412520226395
6,0.4563961013147045,2,24,2,995,604615,38,107918,5.6005687502315755,0.15145684480578445
7,0.4564070462627239,10,343,10,1338,604272,48,107908,5.597391529882545,0.15151787469459968
8,0.4566160297701254,2,20,2,1358,604252,50,107906,5.597206269220794,0.15151974702243043
9,0.4566943647366727,0,16,0,1374,604236,50,107906,5.597058060691393,0.1515231512816264
10,0.4567501016882465,5,221,5,1595,604015,55,107901,5.595010930379043,0.15156422948774856
11,0.4578019708265506,0,4,0,1599,604011,55,107901,5.594973878246693,0.15156508107743655
12,0.4578622628101983,3,219,3,1818,603792,58,107898,5.5929452740005186,0.15160814399527883
13,0.4578803057930979,1,15,1,1833,603777,59,107897,5.592806328504206,0.151610147342744
14,0.4579360427446717,6,192,6,2025,603585,65,107891,5.591027826151395,0.15164390647049233
15,0.4581348499726397,0,6,0,2031,603579,65,107891,5.59097224795287,0.15164518532053353
16,0.4582131849391871,0,3,0,2034,603576,65,107891,5.590944458853607,0.15164582475364283
17,0.4582689218907608,1,12,1,2046,603564,66,107890,5.590833302456557,0.15164719012051375
18,0.4584246156668763,6,163,6,2209,603401,72,107884,5.589323428063285,0.15167478577504095
19,0.4586858527197441,0,3,0,2212,603398,72,107884,5.589295638964022,0.1516754254993097
20,0.458704916220355,1,46,1,2258,603352,73,107883,5.588869539441995,0.15168404254571274
21,0.4587345192014426,0,3,0,2261,603349,73,107883,5.588841750342732,0.15168468235399982
22,0.4587454641494619,4,30,4,2291,603319,77,107879,5.5885638593501055,0.1516863095790483
23,0.459267269077033,0,18,0,2309,603301,77,107879,5.58839712475453,0.1516901487668382
24,0.4593991259956122,0,1,0,2310,603300,77,107879,5.588387861721442,0.151690362060747
25,0.459454862947186,0,20,0,2330,603280,77,107879,5.588202601059691,0.15169462806489126
26,0.4595404521986922,1,35,1,2365,603245,78,107878,5.587878394901627,0.1517009012505572
27,0.4595531309133922,3,40,3,2405,603205,81,107875,5.587507873578124,0.1517058558811948
28,0.4598197162434356,4,69,4,2474,603136,85,107871,5.586868724295083,0.1517158058922064
29,0.4598878943406342,2,180,2,2654,602956,87,107869,5.585201378339323,0.15175183765343087
30,0.4604059878605161,1,129,1,2783,602827,88,107868,5.584006447071029,0.15177818895588122
31,0.4605127963806089,2,83,2,2866,602744,90,107866,5.583237615324762,0.15179352950282152
32,0.4606069183743733,0,7,0,2873,602737,90,107866,5.583172774093149,0.15179502478880613
33,0.4606196193800132,0,11,0,2884,602726,90,107866,5.583070880729186,0.15179737458344592
34,0.4610991814055281,3,45,3,2929,602681,93,107863,5.582654044240246,0.15180340696705621
35,0.4613910435529157,5,125,5,3054,602556,98,107858,5.581496165104301,0.15182414760970364
36,0.461589431399558,1,19,1,3073,602537,99,107857,5.5813201674756385,0.15182701430473794
37,0.4617912198234919,13,229,13,3302,602308,112,107844,5.5791989328985885,0.15186044677759128
38,0.4619841993644485,0,10,0,3312,602298,112,107844,5.579106302567713,0.151862585229433
39,0.4620329594458138,0,10,0,3322,602288,112,107844,5.5790136722368375,0.1518647237415016
40,0.4620356440439694,19,309,19,3631,601979,131,107825,5.576151395012783,0.15190813238584172
41,0.4620439252958706,5,165,5,3796,601814,136,107820,5.574622994553336,0.15193747762931314
42,0.462151784256236,3,17,3,3813,601797,139,107817,5.574465522990848,0.15193753223583525
43,0.4623778190637562,3,157,3,3970,601640,142,107814,5.573011226796102,0.1519675694266295
44,0.4624339175696056,0,6,0,3976,601634,142,107814,5.572955648597577,0.15196885465883334
45,0.4625642742780916,3,67,3,4043,601567,145,107811,5.572335025380711,0.1519796215839792
46,0.462632194464898,0,4,0,4047,601563,145,107811,5.572297973248361,0.15198047856278915
47,0.4626428659539723,4,55,4,4102,601508,149,107807,5.571788506428545,0.15198748087944003
48,0.4626960806972829,21,625,21,4727,600883,170,107786,5.565999110748824,0.15209639479079795
49,0.4626987825544305,22,603,22,5330,600280,192,107764,5.560413501797028,0.15219958081701138
50,0.4627106968815676,0,7,0,5337,600273,192,107764,5.560348660565415,0.15220108553649034
51,0.4627665511049678,1,38,1,5375,600235,193,107763,5.559996665308089,0.152208057084907
52,0.4629412850852079,0,7,0,5382,600228,193,107763,5.559931824076475,0.15220956198595745
53,0.4629472575953893,28,809,28,6191,599419,221,107735,5.552438030308644,0.15235012458389544
54,0.4629962704262836,0,4,0,6195,599415,221,107735,5.552400978176294,0.1523509863536732
55,0.4630619135466948,3,120,3,6315,599295,224,107732,5.551289414205788,0.15237324741487948
56,0.463258433553961,130,3018,130,9333,596277,354,107602,5.523333580347549,0.15287002453546703
57,0.463339546334658,2,29,2,9362,596248,356,107600,5.52306495238801,0.15287391595912753
58,0.4633882128163565,1,35,1,9397,596213,357,107599,5.522740746229945,0.1528803146294749
59,0.4634242592514514,1,69,1,9466,596144,358,107598,5.5221015969469045,0.15289410039474693
60,0.4634589229431651,0,25,0,9491,596119,358,107598,5.521870021119716,0.1528995320562101
