,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
0,0.107704,0.109312,184,1,0.0054,184,"605,426",1,"107,955",0.1513,1.0000,5.6081
1,0.109331,0.109446,93,5,0.0510,277,"605,333",6,"107,950",0.1513,0.9999,5.6072
2,0.109476,0.109571,165,9,0.0517,442,"605,168",15,"107,941",0.1514,0.9999,5.6057
3,0.109584,0.109728,268,6,0.0219,710,"604,900",21,"107,935",0.1514,0.9998,5.6032
4,0.109728,0.109766,55,7,0.1129,765,"604,845",28,"107,928",0.1514,0.9997,5.6027
5,0.109785,0.109930,176,5,0.0276,941,"604,669",33,"107,923",0.1515,0.9997,5.6011
6,0.109949,0.110096,335,10,0.0290,"1,276","604,334",43,"107,913",0.1515,0.9996,5.5980
7,0.110114,0.110220,264,5,0.0186,"1,540","604,070",48,"107,908",0.1516,0.9996,5.5955
8,0.110227,0.110252,103,5,0.0463,"1,643","603,967",53,"107,903",0.1516,0.9995,5.5946
9,0.110254,0.110392,426,11,0.0252,"2,069","603,541",64,"107,892",0.1517,0.9994,5.5906
10,0.110395,0.110470,222,5,0.0220,"2,291","603,319",69,"107,887",0.1517,0.9994,5.5886
11,0.110471,0.110477,178,5,0.0273,"2,469","603,141",74,"107,882",0.1517,0.9993,5.5869
12,0.110498,0.110506,63,5,0.0735,"2,532","603,078",79,"107,877",0.1517,0.9993,5.5863
13,0.110521,0.110531,136,6,0.0423,"2,668","602,942",85,"107,871",0.1518,0.9992,5.5851
14,0.110532,0.110532,149,6,0.0387,"2,817","602,793",91,"107,865",0.1518,0.9992,5.5837
15,0.110546,0.110620,325,9,0.0269,"3,142","602,468",100,"107,856",0.1518,0.9991,5.5807
16,0.110629,0.110640,130,6,0.0441,"3,272","602,338",106,"107,850",0.1519,0.9990,5.5795
17,0.110660,0.110694,196,5,0.0249,"3,468","602,142",111,"107,845",0.1519,0.9990,5.5777
18,0.110713,0.110727,125,8,0.0602,"3,593","602,017",119,"107,837",0.1519,0.9989,5.5765
19,0.110751,0.110760,289,12,0.0399,"3,882","601,728",131,"107,825",0.1520,0.9988,5.5738
20,0.110774,0.110779,378,12,0.0308,"4,260","601,350",143,"107,813",0.1520,0.9987,5.5703
21,0.110783,0.110838,231,8,0.0335,"4,491","601,119",151,"107,805",0.1521,0.9986,5.5682
22,0.110839,0.110840,68,5,0.0685,"4,559","601,051",156,"107,800",0.1521,0.9986,5.5676
23,0.110856,0.110856,265,13,0.0468,"4,824","600,786",169,"107,787",0.1521,0.9984,5.5651
24,0.110858,0.110881,220,12,0.0517,"5,044","600,566",181,"107,775",0.1522,0.9983,5.5631
25,0.110885,0.110942,265,7,0.0257,"5,309","600,301",188,"107,768",0.1522,0.9983,5.5606
26,0.110942,0.110975,213,11,0.0491,"5,522","600,088",199,"107,757",0.1522,0.9982,5.5586
27,0.110992,0.111044,120,8,0.0625,"5,642","599,968",207,"107,749",0.1522,0.9981,5.5575
28,0.111054,0.111054,139,8,0.0544,"5,781","599,829",215,"107,741",0.1523,0.9980,5.5562
29,0.111078,0.111106,384,14,0.0352,"6,165","599,445",229,"107,727",0.1523,0.9979,5.5527
30,0.111110,0.111166,194,10,0.0490,"6,359","599,251",239,"107,717",0.1524,0.9978,5.5509
31,0.111167,0.111171,59,5,0.0781,"6,418","599,192",244,"107,712",0.1524,0.9977,5.5503
32,0.111171,0.111231,162,5,0.0299,"6,580","599,030",249,"107,707",0.1524,0.9977,5.5488
33,0.111231,0.111318,269,6,0.0218,"6,849","598,761",255,"107,701",0.1525,0.9976,5.5463
34,0.111331,0.111363,513,20,0.0375,"7,362","598,248",275,"107,681",0.1525,0.9975,5.5416
35,0.111373,0.111375,88,5,0.0538,"7,450","598,160",280,"107,676",0.1526,0.9974,5.5408
36,0.111382,0.111424,186,6,0.0312,"7,636","597,974",286,"107,670",0.1526,0.9974,5.5391
37,0.111432,0.111438,165,5,0.0294,"7,801","597,809",291,"107,665",0.1526,0.9973,5.5375
38,0.111440,0.111499,191,5,0.0255,"7,992","597,618",296,"107,660",0.1526,0.9973,5.5358
39,0.111499,0.111596,211,10,0.0452,"8,203","597,407",306,"107,650",0.1527,0.9972,5.5338
40,0.111602,0.111632,263,7,0.0259,"8,466","597,144",313,"107,643",0.1527,0.9971,5.5314
41,0.111634,0.111647,180,6,0.0323,"8,646","596,964",319,"107,637",0.1528,0.9970,5.5297
42,0.111655,0.111703,153,5,0.0316,"8,799","596,811",324,"107,632",0.1528,0.9970,5.5283
43,0.111717,0.111736,128,5,0.0376,"8,927","596,683",329,"107,627",0.1528,0.9970,5.5271
44,0.111740,0.111751,149,5,0.0325,"9,076","596,534",334,"107,622",0.1528,0.9969,5.5257
45,0.111751,0.111822,129,6,0.0444,"9,205","596,405",340,"107,616",0.1529,0.9969,5.5245
46,0.111827,0.111848,263,15,0.0540,"9,468","596,142",355,"107,601",0.1529,0.9967,5.5221
47,0.111855,0.111887,325,19,0.0552,"9,793","595,817",374,"107,582",0.1529,0.9965,5.5191
48,0.111889,0.111895,101,9,0.0818,"9,894","595,716",383,"107,573",0.1530,0.9965,5.5181
49,0.111897,0.112004,408,5,0.0121,"10,302","595,308",388,"107,568",0.1530,0.9964,5.5144
50,0.112005,0.112024,204,5,0.0239,"10,506","595,104",393,"107,563",0.1531,0.9964,5.5125
51,0.112027,0.112034,94,5,0.0505,"10,600","595,010",398,"107,558",0.1531,0.9963,5.5116
52,0.112042,0.112068,462,23,0.0474,"11,062","594,548",421,"107,535",0.1532,0.9961,5.5073
53,0.112070,0.112086,44,6,0.1200,"11,106","594,504",427,"107,529",0.1532,0.9960,5.5069
54,0.112087,0.112102,212,14,0.0619,"11,318","594,292",441,"107,515",0.1532,0.9959,5.5049
55,0.112104,0.112114,423,25,0.0558,"11,741","593,869",466,"107,490",0.1533,0.9957,5.5010
56,0.112117,0.112120,82,5,0.0575,"11,823","593,787",471,"107,485",0.1533,0.9956,5.5003
57,0.112123,0.112163,223,8,0.0346,"12,046","593,564",479,"107,477",0.1533,0.9956,5.4982
58,0.112169,0.112186,159,9,0.0536,"12,205","593,405",488,"107,468",0.1533,0.9955,5.4967
59,0.112202,0.112207,97,5,0.0490,"12,302","593,308",493,"107,463",0.1533,0.9954,5.4958
60,0.112212,0.112239,195,5,0.0250,"12,497","593,113",498,"107,458",0.1534,0.9954,5.4940
61,0.112239,0.112244,147,7,0.0455,"12,644","592,966",505,"107,451",0.1534,0.9953,5.4927
62,0.112245,0.112259,93,5,0.0510,"12,737","592,873",510,"107,446",0.1534,0.9953,5.4918
63,0.112262,0.112288,165,5,0.0294,"12,902","592,708",515,"107,441",0.1535,0.9952,5.4903
64,0.112292,0.112295,123,5,0.0391,"13,025","592,585",520,"107,436",0.1535,0.9952,5.4891
65,0.112301,0.112316,106,5,0.0450,"13,131","592,479",525,"107,431",0.1535,0.9951,5.4882
66,0.112320,0.112335,426,25,0.0554,"13,557","592,053",550,"107,406",0.1536,0.9949,5.4842
67,0.112338,0.112344,192,12,0.0588,"13,749","591,861",562,"107,394",0.1536,0.9948,5.4824
68,0.112344,0.112349,297,7,0.0230,"14,046","591,564",569,"107,387",0.1536,0.9947,5.4797
69,0.112356,0.112382,111,8,0.0672,"14,157","591,453",577,"107,379",0.1537,0.9947,5.4786
70,0.112385,0.112397,120,9,0.0698,"14,277","591,333",586,"107,370",0.1537,0.9946,5.4775
71,0.112402,0.112413,518,31,0.0565,"14,795","590,815",617,"107,339",0.1537,0.9943,5.4727
72,0.112419,0.112459,388,16,0.0396,"15,183","590,427",633,"107,323",0.1538,0.9941,5.4691
73,0.112461,0.112483,104,8,0.0714,"15,287","590,323",641,"107,315",0.1538,0.9941,5.4682
74,0.112485,0.112501,142,8,0.0533,"15,429","590,181",649,"107,307",0.1538,0.9940,5.4669
75,0.112502,0.112518,387,8,0.0203,"15,816","589,794",657,"107,299",0.1539,0.9939,5.4633
76,0.112520,0.112523,172,5,0.0282,"15,988","589,622",662,"107,294",0.1540,0.9939,5.4617
77,0.112526,0.112541,139,5,0.0347,"16,127","589,483",667,"107,289",0.1540,0.9938,5.4604
78,0.112545,0.112559,131,5,0.0368,"16,258","589,352",672,"107,284",0.1540,0.9938,5.4592
79,0.112564,0.112564,421,14,0.0322,"16,679","588,931",686,"107,270",0.1541,0.9936,5.4553
80,0.112564,0.112603,340,9,0.0258,"17,019","588,591",695,"107,261",0.1541,0.9936,5.4521
81,0.112603,0.112615,129,5,0.0373,"17,148","588,462",700,"107,256",0.1542,0.9935,5.4509
82,0.112616,0.112618,65,6,0.0845,"17,213","588,397",706,"107,250",0.1542,0.9935,5.4503
83,0.112621,0.112623,395,30,0.0706,"17,608","588,002",736,"107,220",0.1542,0.9932,5.4467
84,0.112626,0.112645,397,14,0.0341,"18,005","587,605",750,"107,206",0.1543,0.9931,5.4430
85,0.112647,0.112665,699,24,0.0332,"18,704","586,906",774,"107,182",0.1544,0.9928,5.4365
86,0.112671,0.112726,238,5,0.0206,"18,942","586,668",779,"107,177",0.1545,0.9928,5.4343
87,0.112730,0.112736,695,57,0.0758,"19,637","585,973",836,"107,120",0.1546,0.9923,5.4279
88,0.112741,0.112749,76,5,0.0617,"19,713","585,897",841,"107,115",0.1546,0.9922,5.4272
89,0.112753,0.112765,181,7,0.0372,"19,894","585,716",848,"107,108",0.1546,0.9921,5.4255
90,0.112767,0.112795,166,6,0.0349,"20,060","585,550",854,"107,102",0.1546,0.9921,5.4240
91,0.112797,0.112805,124,5,0.0388,"20,184","585,426",859,"107,097",0.1546,0.9920,5.4228
92,0.112808,0.112827,192,5,0.0254,"20,376","585,234",864,"107,092",0.1547,0.9920,5.4210
93,0.112830,0.112842,56,9,0.1385,"20,432","585,178",873,"107,083",0.1547,0.9919,5.4205
94,0.112850,0.112872,167,5,0.0291,"20,599","585,011",878,"107,078",0.1547,0.9919,5.4190
95,0.112873,0.112878,118,5,0.0407,"20,717","584,893",883,"107,073",0.1547,0.9918,5.4179
96,0.112879,0.112881,163,9,0.0523,"20,880","584,730",892,"107,064",0.1548,0.9917,5.4164
97,0.112881,0.112884,155,6,0.0373,"21,035","584,575",898,"107,058",0.1548,0.9917,5.4149
98,0.112885,0.112921,142,5,0.0340,"21,177","584,433",903,"107,053",0.1548,0.9916,5.4136
