Index,,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
79,107,AdaBoost_Hard_Run_0,0.50,0.50,1990,1000,0.33,569336,36274,79505,28451,0.44,0.26,0.34
79,107,AdaBoost_Hard_Run_1,0.50,0.50,2021,1000,0.33,569161,36449,79473,28483,0.44,0.26,0.34
89,108,AdaBoost_Medium_Run_0,0.50,0.50,1998,1000,0.33,580542,25068,89759,18197,0.42,0.17,0.23
88,108,AdaBoost_Medium_Run_1,0.50,0.50,1960,1000,0.34,578484,27126,88757,19199,0.41,0.18,0.25
106,108,AdaBoost_Easy_Run_0,0.50,0.50,2000,1000,0.33,603842,1768,106955,1001,0.36,0.01,0.02
106,108,AdaBoost_Easy_Run_1,0.50,0.50,2030,1000,0.33,603852,1758,106955,1001,0.36,0.01,0.02
7,11,BalBag_Hard_Run_0,0.70,0.80,28015,13771,0.33,576962,28648,78176,29780,0.51,0.28,0.27
7,11,BalBag_Hard_Run_1,0.70,0.80,28131,13610,0.33,576978,28632,78065,29891,0.51,0.28,0.27
20,24,BalBag_Medium_Run_0,0.80,0.85,17843,9544,0.35,587062,18548,93844,14112,0.43,0.13,0.17
20,24,BalBag_Medium_Run_1,0.80,0.85,17833,9399,0.35,587015,18595,94036,13920,0.43,0.13,0.17
99,105,BalBag_Easy_Run_0,0.86,0.88,2047,1000,0.33,597916,7694,102890,5066,0.40,0.05,0.07
100,105,BalBag_Easy_Run_1,0.88,0.90,1942,1001,0.34,599817,5793,103895,4061,0.41,0.04,0.05
42,63,BRFC_alpha_0_5_Hard_Run_0,0.69,0.70,3736,1980,0.35,566150,39460,66246,41710,0.51,0.39,0.37
41,63,BRFC_alpha_0_5_Hard_Run_1,0.68,0.69,4008,1999,0.33,562311,43299,64421,43535,0.50,0.40,0.40
72,92,BRFC_alpha_0_5_Medium_Run_0,0.75,0.76,3334,1666,0.33,569757,35853,80808,27148,0.43,0.25,0.33
69,92,BRFC_alpha_0_5_Medium_Run_1,0.74,0.74,1972,1000,0.34,564313,41297,78405,29551,0.42,0.27,0.38
99,108,BRFC_alpha_0_5_Easy_Run_0,0.83,0.84,2005,1005,0.33,592687,12923,99870,8086,0.38,0.07,0.12
99,108,BRFC_alpha_0_5_Easy_Run_1,0.83,0.84,2027,1000,0.33,593044,12566,99794,8162,0.39,0.08,0.12
43,65,BRFC_alpha_balanced_Hard_Run_0,0.68,0.69,3578,1842,0.34,565408,40202,66389,41567,0.51,0.39,0.37
43,65,BRFC_alpha_balanced_Hard_Run_1,0.68,0.69,3661,1811,0.33,565809,39801,66517,41439,0.51,0.38,0.37
78,97,BRFC_alpha_balanced_Medium_Run_0,0.78,0.79,2010,1000,0.33,575244,30366,85136,22820,0.43,0.21,0.28
72,95,BRFC_alpha_balanced_Medium_Run_1,0.75,0.75,1989,1000,0.33,563380,42230,79351,28605,0.40,0.26,0.39
101,108,BRFC_alpha_balanced_Easy_Run_0,0.95,0.96,1917,1002,0.34,596405,9205,101934,6022,0.40,0.06,0.09
101,108,BRFC_alpha_balanced_Easy_Run_1,0.95,0.96,1991,1000,0.33,596700,8910,101864,6092,0.41,0.06,0.08
69,93,EEC_Hard_Run_0,0.53,0.53,2193,1088,0.33,565245,40365,80379,27577,0.41,0.26,0.37
70,95,EEC_Hard_Run_1,0.53,0.53,2276,1129,0.33,566022,39588,80758,27198,0.41,0.25,0.37
72,91,EEC_Medium_Run_0,0.52,0.52,2071,1006,0.33,574581,31029,88028,19928,0.39,0.18,0.29
77,95,EEC_Medium_Run_1,0.52,0.52,2334,1137,0.33,576875,28735,89008,18948,0.40,0.18,0.27
92,95,EEC_Easy_Run_0,0.53,0.53,2145,1032,0.32,601133,4477,105709,2247,0.33,0.02,0.04
90,93,EEC_Easy_Run_1,0.53,0.53,2214,1088,0.33,601637,3973,105946,2010,0.34,0.02,0.04
71,103,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,0.34,0.35,2015,1000,0.33,564261,41349,71191,36765,0.47,0.34,0.38
70,102,KBFC_alpha_0_5_gamma_0_0_Hard_Run_1,0.34,0.34,2013,1000,0.33,563985,41625,70907,37049,0.47,0.34,0.39
85,107,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0,0.34,0.35,2018,1000,0.33,576487,29123,85999,21957,0.43,0.20,0.27
87,108,KBFC_alpha_0_5_gamma_0_0_Medium_Run_1,0.35,0.36,2000,1000,0.33,578133,27477,87079,20877,0.43,0.19,0.25
102,108,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0,0.33,0.34,2097,1000,0.32,596341,9269,102955,5001,0.35,0.05,0.09
104,108,KBFC_alpha_0_5_gamma_0_0_Easy_Run_1,0.35,0.36,2036,1001,0.33,600357,5253,104952,3004,0.36,0.03,0.05
72,103,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0,0.75,0.76,2024,1000,0.33,565502,40108,72373,35583,0.47,0.33,0.37
72,103,KBFC_alpha_balanced_gamma_0_0_Hard_Run_1,0.75,0.75,2087,1000,0.32,565877,39733,72264,35692,0.47,0.33,0.37
86,108,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0,0.75,0.75,2014,1000,0.33,576139,29471,86080,21876,0.43,0.20,0.27
83,108,KBFC_alpha_balanced_gamma_0_0_Medium_Run_1,0.73,0.73,2021,1000,0.33,569917,35693,83292,24664,0.41,0.23,0.33
102,108,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0,0.73,0.74,2017,1001,0.33,596187,9423,102947,5009,0.35,0.05,0.09
103,108,KBFC_alpha_balanced_gamma_0_0_Easy_Run_1,0.74,0.75,2013,1000,0.33,598271,7339,103953,4003,0.35,0.04,0.07
72,102,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0,0.41,0.42,2027,1000,0.33,567176,38434,72726,35230,0.48,0.33,0.36
71,103,KBFC_alpha_0_5_gamma_1_0_Hard_Run_1,0.40,0.40,2052,1000,0.33,563881,41729,71210,36746,0.47,0.34,0.39
86,108,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0,0.41,0.41,2000,1000,0.33,576320,29290,86005,21951,0.43,0.20,0.27
86,108,KBFC_alpha_0_5_gamma_1_0_Medium_Run_1,0.42,0.42,1966,1000,0.34,576809,28801,86114,21842,0.43,0.20,0.27
103,108,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0,0.41,0.42,2031,1001,0.33,598345,7265,103952,4004,0.36,0.04,0.07
101,108,KBFC_alpha_0_5_gamma_1_0_Easy_Run_1,0.40,0.40,2031,1004,0.33,594504,11106,101953,6003,0.35,0.06,0.10
74,102,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0,0.44,0.45,1975,1000,0.34,571778,33832,74954,33002,0.49,0.31,0.31
72,103,KBFC_alpha_0_5_gamma_2_0_Hard_Run_1,0.43,0.44,2067,1000,0.33,565849,39761,72274,35682,0.47,0.33,0.37
88,108,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0,0.45,0.45,2001,1000,0.33,580167,25443,88147,19809,0.44,0.18,0.24
87,108,KBFC_alpha_0_5_gamma_2_0_Medium_Run_1,0.44,0.45,1984,1000,0.34,578080,27530,87152,20804,0.43,0.19,0.26
103,108,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0,0.44,0.45,1977,1000,0.34,598636,6974,103951,4005,0.36,0.04,0.06
103,108,KBFC_alpha_0_5_gamma_2_0_Easy_Run_1,0.44,0.44,2022,1001,0.33,598411,7199,103951,4005,0.36,0.04,0.07
77,107,LogReg_alpha_0_5_Hard_Run_0,0.32,0.32,2025,1000,0.33,565700,39910,77098,30858,0.44,0.29,0.37
78,107,LogReg_alpha_0_5_Hard_Run_1,0.32,0.33,1972,1000,0.34,567674,37936,78092,29864,0.44,0.28,0.35
89,108,LogReg_alpha_0_5_Medium_Run_0,0.33,0.33,1999,1000,0.33,580664,24946,89720,18236,0.42,0.17,0.23
88,108,LogReg_alpha_0_5_Medium_Run_1,0.32,0.33,1968,1000,0.34,578625,26985,88687,19269,0.42,0.18,0.25
106,108,LogReg_alpha_0_5_Easy_Run_0,0.37,0.39,2027,1000,0.33,603906,1704,106956,1000,0.37,0.01,0.02
106,108,LogReg_alpha_0_5_Easy_Run_1,0.37,0.39,2032,1001,0.33,603875,1735,106956,1000,0.37,0.01,0.02
77,107,LogReg_alpha_balanced_Hard_Run_0,0.73,0.73,1968,1000,0.34,565659,39951,77559,30397,0.43,0.28,0.37
75,107,LogReg_alpha_balanced_Hard_Run_1,0.72,0.72,2000,1000,0.33,561741,43869,75539,32417,0.42,0.30,0.41
90,108,LogReg_alpha_balanced_Medium_Run_0,0.74,0.75,2032,1000,0.33,582498,23112,90794,17162,0.43,0.16,0.21
90,108,LogReg_alpha_balanced_Medium_Run_1,0.74,0.75,2013,1000,0.33,582477,23133,90791,17165,0.43,0.16,0.21
106,108,LogReg_alpha_balanced_Easy_Run_0,0.77,0.78,2015,1000,0.33,603850,1760,106956,1000,0.36,0.01,0.02
