Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P,Hard,Medium,Easy,Features
2810,BRFC_alpha_0_5_Hard_Run_1_Round_4,Prec_50,Max,0.8161,0.8348,0.0187,0.8348,0.676700474,597450,8160,90837,17119,0.07558635,1,0,0,3
2813,BRFC_alpha_0_5_Hard_Run_1_Round_4,Prec_100,Max,0.8187,0.8357,0.017,0.8357,0.676920163,597481,8129,90877,17079,0.075299196,1,0,0,3
2817,BRFC_alpha_0_5_Hard_Run_1_Round_4,Prec_200,Max,0.8213,0.8365,0.0152,0.8365,0.676764177,597485,8125,90881,17075,0.075262144,1,0,0,3
2890,BRFC_alpha_0_5_Hard_Run_1_Round_4,Prec_500,Max,0.8338,0.8568,0.023,0.8568,0.676936888,599604,6006,94062,13894,0.055633777,1,0,0,3
36917,BRFC_alpha_0_5_Medium_Run_0,Prec_1,Min,0.962083333,0.97249531,0.010411977,0.962083333,0.657063712,604991,619,106770,1186,0.005733817,0,1,0,2
36919,BRFC_alpha_0_5_Medium_Run_0,Prec_10,Min,0.962333333,0.972583333,0.01025,0.962333333,0.65714761,604993,617,106770,1186,0.005715291,0,1,0,2
36919,BRFC_alpha_0_5_Medium_Run_0,Prec_20,Min,0.962333333,0.9725,0.010166667,0.962333333,0.657106295,604993,617,106770,1186,0.005715291,0,1,0,2
36918,BRFC_alpha_0_5_Medium_Run_0,Prec_50,Min,0.962142857,0.9725,0.010357143,0.962142857,0.657130066,604992,618,106770,1186,0.005724554,0,1,0,2
36918,BRFC_alpha_0_5_Medium_Run_0,Prec_100,Min,0.962142857,0.973035714,0.010892857,0.962142857,0.657102851,604992,618,106770,1186,0.005724554,0,1,0,2
36920,BRFC_alpha_0_5_Medium_Run_0,Prec_200,Min,0.962380952,0.9665,0.004119048,0.962380952,0.65710849,604993,617,106771,1185,0.005715291,0,1,0,2
36941,BRFC_alpha_0_5_Medium_Run_0,Prec_200,Max,0.962380952,0.9665,0.004119048,0.9665,0.661123994,605041,569,106834,1122,0.005270666,0,1,0,2
36976,BRFC_alpha_0_5_Medium_Run_0,Prec_1,Max,0.962083333,0.97249531,0.010411977,0.97249531,0.675176056,605241,369,107189,767,0.003418059,0,1,0,2
36977,BRFC_alpha_0_5_Medium_Run_0,Prec_20,Max,0.962333333,0.9725,0.010166667,0.9725,0.676982934,605247,363,107191,765,0.003362481,0,1,0,2
36977,BRFC_alpha_0_5_Medium_Run_0,Prec_50,Max,0.962142857,0.9725,0.010357143,0.9725,0.676756279,605247,363,107191,765,0.003362481,0,1,0,2
36978,BRFC_alpha_0_5_Medium_Run_0,Prec_10,Max,0.962333333,0.972583333,0.01025,0.972583333,0.676840057,605247,363,107192,764,0.003362481,0,1,0,2
36981,BRFC_alpha_0_5_Medium_Run_0,Prec_100,Max,0.962142857,0.973035714,0.010892857,0.973035714,0.676806554,605249,361,107193,763,0.003343955,0,1,0,2
8929,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_1,Min,0.9621,0.972,0.0099,0.9621,0.657427938,604992,618,106770,1186,0.005724554,0,1,0,2
8930,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_10,Min,0.9623,0.9725,0.0102,0.9623,0.657023876,604993,617,106770,1186,0.005715291,0,1,0,2
8928,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_50,Min,0.962,0.9728,0.0108,0.962,0.657124761,604990,620,106770,1186,0.005743081,0,1,0,2
8929,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_100,Min,0.9621,0.974,0.0119,0.9621,0.657206435,604992,618,106770,1186,0.005724554,0,1,0,2
8931,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_20,Min,0.9624,0.9725,0.0101,0.9624,0.657404819,604993,617,106771,1185,0.005715291,0,1,0,2
8970,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_1,Max,0.9621,0.972,0.0099,0.972,0.67427568,605239,371,107188,768,0.003436585,0,1,0,2
8971,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_10,Max,0.9623,0.9725,0.0102,0.9725,0.676519898,605247,363,107191,765,0.003362481,0,1,0,2
8971,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_20,Max,0.9624,0.9725,0.0101,0.9725,0.676740959,605247,363,107191,765,0.003362481,0,1,0,2
8973,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_50,Max,0.962,0.9728,0.0108,0.9728,0.676964304,605248,362,107192,764,0.003353218,0,1,0,2
8976,BRFC_alpha_0_5_Medium_Run_0_Round_4,Prec_100,Max,0.9621,0.974,0.0119,0.974,0.675329172,605258,352,107200,756,0.003260588,0,1,0,2
37195,BRFC_alpha_0_5_Medium_Run_1,Prec_100,Min,0.970238095,0.974,0.003761905,0.970238095,0.65725995,605228,382,107226,730,0.003538479,0,1,0,2
37199,BRFC_alpha_0_5_Medium_Run_1,Prec_1,Min,0.97147619,0.979166667,0.007690476,0.97147619,0.657323689,605231,379,107229,727,0.00351069,0,1,0,2
37202,BRFC_alpha_0_5_Medium_Run_1,Prec_20,Min,0.9725,0.978333333,0.005833333,0.9725,0.65700992,605236,374,107239,717,0.003464374,0,1,0,2
37202,BRFC_alpha_0_5_Medium_Run_1,Prec_50,Min,0.9725,0.977777778,0.005277778,0.9725,0.657151612,605236,374,107239,717,0.003464374,0,1,0,2
37203,BRFC_alpha_0_5_Medium_Run_1,Prec_10,Min,0.972666667,0.97875,0.006083333,0.972666667,0.65700926,605236,374,107241,715,0.003464374,0,1,0,2
37209,BRFC_alpha_0_5_Medium_Run_1,Prec_100,Max,0.970238095,0.974,0.003761905,0.974,0.66348812,605245,365,107254,702,0.003381007,0,1,0,2
37223,BRFC_alpha_0_5_Medium_Run_1,Prec_50,Max,0.9725,0.977777778,0.005277778,0.977777778,0.676329967,605281,329,107296,660,0.003047538,0,1,0,2
37227,BRFC_alpha_0_5_Medium_Run_1,Prec_10,Max,0.972666667,0.97875,0.006083333,0.97875,0.675487926,605285,325,107297,659,0.003010486,0,1,0,2
37225,BRFC_alpha_0_5_Medium_Run_1,Prec_20,Max,0.9725,0.978333333,0.005833333,0.978333333,0.676355287,605283,327,107297,659,0.003029012,0,1,0,2
37229,BRFC_alpha_0_5_Medium_Run_1,Prec_1,Max,0.97147619,0.979166667,0.007690476,0.979166667,0.6700611,605286,324,107298,658,0.003001223,0,1,0,2
9018,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_100,Min,0.9702,0.9717,0.0015,0.9702,0.657272529,605228,382,107226,730,0.003538479,0,1,0,2
9021,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_1,Min,0.9715,0.9792,0.0077,0.9715,0.657323689,605231,379,107229,727,0.00351069,0,1,0,2
