Index,Filename,Roll,Min/Max,Min,Max,Diff,y_proba,Prec,TN,FP,FN,TP,FP/P,Hard,Medium,Easy,Features
9022,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_100,Max,0.9702,0.9717,0.0015,0.9717,0.658951761,605231,379,107232,724,0.00351069,0,1,0,2
9023,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_50,Min,0.972,0.9778,0.0058,0.972,0.657336415,605231,379,107233,723,0.00351069,0,1,0,2
9024,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_20,Min,0.9725,0.978,0.0055,0.9725,0.65704935,605236,374,107239,717,0.003464374,0,1,0,2
9025,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_10,Min,0.9727,0.9786,0.0059,0.9727,0.65706422,605236,374,107241,715,0.003464374,0,1,0,2
9041,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_50,Max,0.972,0.9778,0.0058,0.9778,0.675876879,605281,329,107296,660,0.003047538,0,1,0,2
9044,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_10,Max,0.9727,0.9786,0.0059,0.9786,0.675112923,605284,326,107297,659,0.003019749,0,1,0,2
9042,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_20,Max,0.9725,0.978,0.0055,0.978,0.675454241,605282,328,107297,659,0.003038275,0,1,0,2
9046,BRFC_alpha_0_5_Medium_Run_1_Round_4,Prec_1,Max,0.9715,0.9792,0.0077,0.9792,0.6700611,605286,324,107298,658,0.003001223,0,1,0,2
5004,BRFC_alpha_balanced_Hard_Run_0,Prec_100,Min,0.817926219,0.83742492,0.019498702,0.817926219,0.65700877,595208,10402,88299,19657,0.09635407,1,0,0,3
5008,BRFC_alpha_balanced_Hard_Run_0,Prec_200,Min,0.818419782,0.837763743,0.019343961,0.818419782,0.657079665,595213,10397,88299,19657,0.096307755,1,0,0,3
5014,BRFC_alpha_balanced_Hard_Run_0,Prec_50,Min,0.819033783,0.835594951,0.016561168,0.819033783,0.657194651,595257,10353,88339,19617,0.095900182,1,0,0,3
5020,BRFC_alpha_balanced_Hard_Run_0,Prec_20,Min,0.819439641,0.833403819,0.013964178,0.819439641,0.65748342,595276,10334,88363,19593,0.095724184,1,0,0,3
5020,BRFC_alpha_balanced_Hard_Run_0,Prec_500,Min,0.819439641,0.843795541,0.0243559,0.819439641,0.657085824,595276,10334,88363,19593,0.095724184,1,0,0,3
5022,BRFC_alpha_balanced_Hard_Run_0,Prec_10,Min,0.819655753,0.83346363,0.013807877,0.819655753,0.65751277,595276,10334,88366,19590,0.095724184,1,0,0,3
5024,BRFC_alpha_balanced_Hard_Run_0,Prec_1,Min,0.82,0.833898711,0.013898711,0.82,0.664764204,596447,9163,89786,18170,0.084877172,1,0,0,3
5106,BRFC_alpha_balanced_Hard_Run_0,Prec_20,Max,0.819439641,0.833403819,0.013964178,0.833403819,0.67699178,597668,7942,91311,16645,0.073567009,1,0,0,3
5107,BRFC_alpha_balanced_Hard_Run_0,Prec_10,Max,0.819655753,0.83346363,0.013807877,0.83346363,0.676984024,597668,7942,91312,16644,0.073567009,1,0,0,3
5109,BRFC_alpha_balanced_Hard_Run_0,Prec_1,Max,0.82,0.833898711,0.013898711,0.833898711,0.676985031,597669,7941,91313,16643,0.073557746,1,0,0,3
5116,BRFC_alpha_balanced_Hard_Run_0,Prec_1000,Min,0.835287369,0.855697233,0.020409864,0.835287369,0.657032877,597677,7933,91314,16642,0.073483641,1,0,0,3
5117,BRFC_alpha_balanced_Hard_Run_0,Prec_50,Max,0.819033783,0.835594951,0.016561168,0.835594951,0.676914961,597677,7933,91315,16641,0.073483641,1,0,0,3
5125,BRFC_alpha_balanced_Hard_Run_0,Prec_100,Max,0.817926219,0.83742492,0.019498702,0.83742492,0.676857341,597691,7919,91338,16618,0.073353959,1,0,0,3
5129,BRFC_alpha_balanced_Hard_Run_0,Prec_200,Max,0.818419782,0.837763743,0.019343961,0.837763743,0.676946459,597691,7919,91342,16614,0.073353959,1,0,0,3
5163,BRFC_alpha_balanced_Hard_Run_0,Prec_500,Max,0.819439641,0.843795541,0.0243559,0.843795541,0.676925009,598680,6930,92836,15120,0.064192819,1,0,0,3
5223,BRFC_alpha_balanced_Hard_Run_0,Prec_1000,Max,0.835287369,0.855697233,0.020409864,0.855697233,0.667858275,599654,5956,94386,13570,0.055170625,1,0,0,3
3393,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_100,Min,0.8181,0.8377,0.0196,0.8181,0.657052646,595210,10400,88299,19657,0.096335544,1,0,0,3
3394,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_200,Min,0.8182,0.8386,0.0204,0.8182,0.657008572,595211,10399,88299,19657,0.096326281,1,0,0,3
3397,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_50,Min,0.8186,0.8359,0.0173,0.8186,0.657104898,595253,10357,88335,19621,0.095937234,1,0,0,3
3403,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_20,Min,0.8194,0.8334,0.014,0.8194,0.657381086,595276,10334,88363,19593,0.095724184,1,0,0,3
3405,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_10,Min,0.8197,0.8335,0.0138,0.8197,0.657501544,595276,10334,88366,19590,0.095724184,1,0,0,3
3407,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_1,Min,0.82,0.8339,0.0139,0.82,0.664764204,596447,9163,89786,18170,0.084877172,1,0,0,3
3429,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_500,Min,0.8259,0.8494,0.0235,0.8259,0.657084783,596460,9150,89802,18154,0.084756753,1,0,0,3
3468,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_20,Max,0.8194,0.8334,0.014,0.8334,0.676994282,597668,7942,91311,16645,0.073567009,1,0,0,3
3469,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_10,Max,0.8197,0.8335,0.0138,0.8335,0.676990844,597669,7941,91312,16644,0.073557746,1,0,0,3
3470,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_1,Max,0.82,0.8339,0.0139,0.8339,0.676985031,597669,7941,91313,16643,0.073557746,1,0,0,3
3479,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_50,Max,0.8186,0.8359,0.0173,0.8359,0.676913144,597678,7932,91316,16640,0.073474378,1,0,0,3
3485,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_100,Max,0.8181,0.8377,0.0196,0.8377,0.676860077,597691,7919,91341,16615,0.073353959,1,0,0,3
3490,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_200,Max,0.8182,0.8386,0.0204,0.8386,0.676812911,597720,7890,91374,16582,0.073085331,1,0,0,3
3533,BRFC_alpha_balanced_Hard_Run_0_Round_4,Prec_500,Max,0.8259,0.8494,0.0235,0.8494,0.676922347,598735,6875,92934,15022,0.063683352,1,0,0,3
4972,BRFC_alpha_balanced_Hard_Run_1,Prec_100,Min,0.817933453,0.836177725,0.018244272,0.817933453,0.657102999,595240,10370,88297,19659,0.096057653,1,0,0,3
4975,BRFC_alpha_balanced_Hard_Run_1,Prec_200,Min,0.818276521,0.836974183,0.018697662,0.818276521,0.657029722,595241,10369,88299,19657,0.09604839,1,0,0,3
4983,BRFC_alpha_balanced_Hard_Run_1,Prec_50,Min,0.819072019,0.837372498,0.01830048,0.819072019,0.657192102,595282,10328,88346,19610,0.095668606,1,0,0,3
4990,BRFC_alpha_balanced_Hard_Run_1,Prec_20,Min,0.819573363,0.839136255,0.019562891,0.819573363,0.657311848,595297,10313,88377,19579,0.09552966,1,0,0,3
4990,BRFC_alpha_balanced_Hard_Run_1,Prec_500,Min,0.819573363,0.841158508,0.021585145,0.819573363,0.65709444,595297,10313,88377,19579,0.09552966,1,0,0,3
4993,BRFC_alpha_balanced_Hard_Run_1,Prec_10,Min,0.819711472,0.839482349,0.019770876,0.819711472,0.657779228,595299,10311,88379,19577,0.095511134,1,0,0,3
4995,BRFC_alpha_balanced_Hard_Run_1,Prec_1,Min,0.82,0.839782032,0.019782032,0.82,0.664859916,596459,9151,89802,18154,0.084766016,1,0,0,3
5080,BRFC_alpha_balanced_Hard_Run_1,Prec_1000,Min,0.834922095,0.854436027,0.019513931,0.834922095,0.657077803,597647,7963,91322,16634,0.073761532,1,0,0,3
5095,BRFC_alpha_balanced_Hard_Run_1,Prec_100,Max,0.817933453,0.836177725,0.018244272,0.836177725,0.676919475,597658,7952,91329,16627,0.073659639,1,0,0,3
5101,BRFC_alpha_balanced_Hard_Run_1,Prec_200,Max,0.818276521,0.836974183,0.018697662,0.836974183,0.676872466,597667,7943,91340,16616,0.073576272,1,0,0,3
5104,BRFC_alpha_balanced_Hard_Run_1,Prec_50,Max,0.819072019,0.837372498,0.01830048,0.837372498,0.676886472,597674,7936,91350,16606,0.073511431,1,0,0,3
5117,BRFC_alpha_balanced_Hard_Run_1,Prec_20,Max,0.819573363,0.839136255,0.019562891,0.839136255,0.676627613,597705,7905,91408,16548,0.073224277,1,0,0,3
5122,BRFC_alpha_balanced_Hard_Run_1,Prec_10,Max,0.819711472,0.839482349,0.019770876,0.839482349,0.676616915,597713,7897,91436,16520,0.073150172,1,0,0,3
5126,BRFC_alpha_balanced_Hard_Run_1,Prec_1,Max,0.82,0.839782032,0.019782032,0.839782032,0.676607948,597716,7894,91440,16516,0.073122383,1,0,0,3
5135,BRFC_alpha_balanced_Hard_Run_1,Prec_500,Max,0.819573363,0.841158508,0.021585145,0.841158508,0.676922849,598732,6878,92864,15092,0.063711142,1,0,0,3
5205,BRFC_alpha_balanced_Hard_Run_1,Prec_1000,Max,0.834922095,0.854436027,0.019513931,0.854436027,0.669649514,599676,5934,94410,13546,0.054966838,1,0,0,3
3371,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_50,Min,0.8184,0.8362,0.0178,0.8184,0.657046621,595241,10369,88300,19656,0.09604839,1,0,0,3
3371,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_100,Min,0.8184,0.8365,0.0181,0.8184,0.657049305,595241,10369,88300,19656,0.09604839,1,0,0,3
3373,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_200,Min,0.8188,0.8388,0.02,0.8188,0.657150407,595276,10334,88342,19614,0.095724184,1,0,0,3
3378,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_20,Min,0.8193,0.8389,0.0196,0.8193,0.657226858,595294,10316,88367,19589,0.095557449,1,0,0,3
3381,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_10,Min,0.8197,0.8394,0.0197,0.8197,0.65778811,595299,10311,88379,19577,0.095511134,1,0,0,3
3383,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_1,Min,0.82,0.8398,0.0198,0.82,0.664859916,596459,9151,89802,18154,0.084766016,1,0,0,3
3405,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_500,Min,0.8259,0.8479,0.022,0.8259,0.657074824,596478,9132,89817,18139,0.084590018,1,0,0,3
3455,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_50,Max,0.8184,0.8362,0.0178,0.8362,0.676806267,597658,7952,91329,16627,0.073659639,1,0,0,3
3458,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_100,Max,0.8184,0.8365,0.0181,0.8365,0.676813237,597666,7944,91334,16622,0.073585535,1,0,0,3
3467,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_200,Max,0.8188,0.8388,0.02,0.8388,0.676976684,597702,7908,91404,16552,0.073252066,1,0,0,3
3468,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_20,Max,0.8193,0.8389,0.0196,0.8389,0.676627982,597703,7907,91407,16549,0.073242803,1,0,0,3
3473,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_10,Max,0.8197,0.8394,0.0197,0.8394,0.676630357,597712,7898,91436,16520,0.073159435,1,0,0,3
3477,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_1,Max,0.82,0.8398,0.0198,0.8398,0.676607948,597716,7894,91440,16516,0.073122383,1,0,0,3
3512,BRFC_alpha_balanced_Hard_Run_1_Round_4,Prec_500,Max,0.8259,0.8479,0.022,0.8479,0.676909876,598759,6851,92909,15047,0.06346104,1,0,0,3
120182,BRFC_alpha_balanced_Medium_Run_0,Prec_1,Min,0.97780413,0.990269512,0.012465382,0.97780413,0.65752286,605198,412,107165,791,0.00381637,0,1,0,2
120182,BRFC_alpha_balanced_Medium_Run_0,Prec_10,Min,0.97780413,0.984446448,0.006642319,0.97780413,0.657090668,605198,412,107165,791,0.00381637,0,1,0,2
120182,BRFC_alpha_balanced_Medium_Run_0,Prec_20,Min,0.97780413,0.984660973,0.006856843,0.97780413,0.657132182,605198,412,107165,791,0.00381637,0,1,0,2
120185,BRFC_alpha_balanced_Medium_Run_0,Prec_50,Min,0.97800246,0.984778362,0.006775902,0.97800246,0.657076231,605201,409,107165,791,0.003788581,0,1,0,2
120203,BRFC_alpha_balanced_Medium_Run_0,Prec_100,Min,0.978937829,0.984811946,0.005874117,0.978937829,0.657030198,605225,385,107198,758,0.003566268,0,1,0,2
120210,BRFC_alpha_balanced_Medium_Run_0,Prec_200,Min,0.979439127,0.982022902,0.002583774,0.979439127,0.657004113,605232,378,107219,737,0.003501427,0,1,0,2
120244,BRFC_alpha_balanced_Medium_Run_0,Prec_200,Max,0.979439127,0.982022902,0.002583774,0.982022902,0.665340241,605369,241,107487,469,0.002232391,0,1,0,2
120264,BRFC_alpha_balanced_Medium_Run_0,Prec_10,Max,0.97780413,0.984446448,0.006642319,0.984446448,0.676875733,605389,221,107493,463,0.00204713,0,1,0,2
120266,BRFC_alpha_balanced_Medium_Run_0,Prec_20,Max,0.97780413,0.984660973,0.006856843,0.984660973,0.676953672,605392,218,107497,459,0.002019341,0,1,0,2
120268,BRFC_alpha_balanced_Medium_Run_0,Prec_50,Max,0.97800246,0.984778362,0.006775902,0.984778362,0.676548187,605393,217,107499,457,0.002010078,0,1,0,2
120270,BRFC_alpha_balanced_Medium_Run_0,Prec_100,Max,0.978937829,0.984811946,0.005874117,0.984811946,0.676805786,605394,216,107501,455,0.002000815,0,1,0,2
120314,BRFC_alpha_balanced_Medium_Run_0,Prec_1,Max,0.97780413,0.990269512,0.012465382,0.990269512,0.676,605529,81,107787,169,0.000750306,0,1,0,2
9353,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_1,Min,0.9778,0.9903,0.0125,0.9778,0.658069884,605199,411,107165,791,0.003807107,0,1,0,2
9354,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_10,Min,0.9779,0.9844,0.0065,0.9779,0.657668916,605200,410,107165,791,0.003797844,0,1,0,2
9355,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_20,Min,0.978,0.9846,0.0066,0.978,0.657310678,605201,409,107165,791,0.003788581,0,1,0,2
9366,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_50,Min,0.9794,0.9847,0.0053,0.9794,0.657161593,605232,378,107219,737,0.003501427,0,1,0,2
9372,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_100,Min,0.98,0.9866,0.0066,0.98,0.657202746,605353,257,107470,486,0.0023806,0,1,0,2
9401,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_10,Max,0.9779,0.9844,0.0065,0.9844,0.676932101,605389,221,107493,463,0.00204713,0,1,0,2
9402,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_20,Max,0.978,0.9846,0.0066,0.9846,0.676438094,605392,218,107496,460,0.002019341,0,1,0,2
9403,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_50,Max,0.9794,0.9847,0.0053,0.9847,0.676732482,605392,218,107498,458,0.002019341,0,1,0,2
9412,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_100,Max,0.98,0.9866,0.0066,0.9866,0.676886109,605402,208,107507,449,0.001926711,0,1,0,2
9435,BRFC_alpha_balanced_Medium_Run_0_Round_4,Prec_1,Max,0.9778,0.9903,0.0125,0.9903,0.676,605529,81,107787,169,0.000750306,0,1,0,2
119538,BRFC_alpha_balanced_Medium_Run_1,Prec_1,Min,0.978973402,0.995404396,0.016430994,0.978973402,0.657142857,605226,384,107220,736,0.003557005,0,1,0,2
119540,BRFC_alpha_balanced_Medium_Run_1,Prec_10,Min,0.979105831,0.995404396,0.016298565,0.979105831,0.657158235,605228,382,107222,734,0.003538479,0,1,0,2
119540,BRFC_alpha_balanced_Medium_Run_1,Prec_20,Min,0.979105831,0.994608742,0.015502911,0.979105831,0.657103089,605228,382,107222,734,0.003538479,0,1,0,2
119541,BRFC_alpha_balanced_Medium_Run_1,Prec_50,Min,0.979164274,0.982346236,0.003181962,0.979164274,0.657017278,605228,382,107223,733,0.003538479,0,1,0,2
119541,BRFC_alpha_balanced_Medium_Run_1,Prec_100,Min,0.979164274,0.982746637,0.003582363,0.979164274,0.657056997,605228,382,107223,733,0.003538479,0,1,0,2
119543,BRFC_alpha_balanced_Medium_Run_1,Prec_200,Min,0.97918765,0.983416133,0.004228483,0.97918765,0.657015903,605232,378,107232,724,0.003501427,0,1,0,2
119586,BRFC_alpha_balanced_Medium_Run_1,Prec_50,Max,0.979164274,0.982346236,0.003181962,0.982346236,0.676603214,605397,213,107510,446,0.001973026,0,1,0,2
119589,BRFC_alpha_balanced_Medium_Run_1,Prec_100,Max,0.979164274,0.982746637,0.003582363,0.982746637,0.676721059,605401,209,107512,444,0.001935974,0,1,0,2
119592,BRFC_alpha_balanced_Medium_Run_1,Prec_200,Max,0.97918765,0.983416133,0.004228483,0.983416133,0.668976382,605403,207,107515,441,0.001917448,0,1,0,2
119679,BRFC_alpha_balanced_Medium_Run_1,Prec_1,Max,0.978973402,0.995404396,0.016430994,0.995404396,0.676056338,605541,69,107812,144,0.000639149,0,1,0,2
119679,BRFC_alpha_balanced_Medium_Run_1,Prec_10,Max,0.979105831,0.995404396,0.016298565,0.995404396,0.675422139,605541,69,107812,144,0.000639149,0,1,0,2
119677,BRFC_alpha_balanced_Medium_Run_1,Prec_20,Max,0.979105831,0.994608742,0.015502911,0.994608742,0.676272368,605539,71,107812,144,0.000657675,0,1,0,2
9337,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_1,Min,0.979,0.9954,0.0164,0.979,0.657730116,605227,383,107220,736,0.003547742,0,1,0,2
9337,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_20,Min,0.979,0.9946,0.0156,0.979,0.65705463,605227,383,107220,736,0.003547742,0,1,0,2
9338,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_10,Min,0.9791,0.9962,0.0171,0.9791,0.657965797,605228,382,107222,734,0.003538479,0,1,0,2
9339,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_50,Min,0.9792,0.9823,0.0031,0.9792,0.657250203,605235,375,107232,724,0.003473637,0,1,0,2
9341,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_100,Min,0.9794,0.9844,0.005,0.9794,0.657282267,605241,369,107238,718,0.003418059,0,1,0,2
9364,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_50,Max,0.9792,0.9823,0.0031,0.9823,0.676216882,605397,213,107510,446,0.001973026,0,1,0,2
9377,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_100,Max,0.9794,0.9844,0.005,0.9844,0.676600723,605415,195,107520,436,0.001806291,0,1,0,2
9427,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_1,Max,0.979,0.9954,0.0164,0.9954,0.676056338,605541,69,107812,144,0.000639149,0,1,0,2
9428,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_10,Max,0.9791,0.9962,0.0171,0.9962,0.676886792,605543,67,107812,144,0.000620623,0,1,0,2
9425,BRFC_alpha_balanced_Medium_Run_1_Round_4,Prec_20,Max,0.979,0.9946,0.0156,0.9946,0.675962203,605539,71,107812,144,0.000657675,0,1,0,2
3013,EEC_Hard_Run_0,Prec_1,Min,0.59142655,0.59142655,0,0.59142655,0.666666667,605609,1,107954,2,9.26E-06,1,0,0,3
3013,EEC_Hard_Run_0,Prec_1,Max,0.59142655,0.59142655,0,0.59142655,0.666666667,605609,1,107954,2,9.26E-06,1,0,0,3
1071,EEC_Hard_Run_0_Round_4,Prec_1,Min,0.5914,0.5914,0,0.5914,0.666666667,605609,1,107954,2,9.26E-06,1,0,0,3
1071,EEC_Hard_Run_0_Round_4,Prec_1,Max,0.5914,0.5914,0,0.5914,0.666666667,605609,1,107954,2,9.26E-06,1,0,0,3
678189,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_500,Min,0.60616434,0.6390563,0.03289196,0.60616434,0.657003218,599755,5855,96748,11208,0.054235059,1,0,0,3
678202,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_50,Min,0.6062442,0.6399893,0.0337451,0.6062442,0.657007126,599761,5849,96755,11201,0.054179481,1,0,0,3
678205,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_1,Min,0.6062789,0.6400991,0.0338202,0.6062789,0.657007098,599763,5847,96756,11200,0.054160954,1,0,0,3
678206,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_10,Min,0.6062855,0.64003885,0.03375335,0.6062855,0.65700877,599764,5846,96756,11200,0.054151691,1,0,0,3
678204,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_20,Min,0.60627407,0.64003885,0.03376478,0.60627407,0.657002082,599762,5848,96756,11200,0.054170217,1,0,0,3
678206,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_100,Min,0.6062855,0.63988173,0.03359623,0.6062855,0.657009357,599764,5846,96756,11200,0.054151691,1,0,0,3
678209,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_200,Min,0.6063184,0.63942343,0.03310503,0.6063184,0.657000323,599765,5845,96758,11198,0.054142428,1,0,0,3
678216,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_1000,Min,0.60639113,0.6389255,0.03253437,0.60639113,0.65700021,599771,5839,96759,11197,0.05408685,1,0,0,3
678265,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_2000,Min,0.60682666,0.63909537,0.03226871,0.60682666,0.657003654,599793,5817,96786,11170,0.053883063,1,0,0,3
681552,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_1000,Max,0.60639113,0.6389255,0.03253437,0.6389255,0.676996625,601193,4417,98702,9254,0.040914817,1,0,0,3
681571,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_500,Max,0.60616434,0.6390563,0.03289196,0.6390563,0.676994379,601198,4412,98716,9240,0.040868502,1,0,0,3
681573,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_2000,Max,0.60682666,0.63909537,0.03226871,0.63909537,0.676997242,601198,4412,98718,9238,0.040868502,1,0,0,3
681614,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_200,Max,0.6063184,0.63942343,0.03310503,0.63942343,0.676995805,601213,4397,98744,9212,0.040729556,1,0,0,3
681649,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_100,Max,0.6062855,0.63988173,0.03359623,0.63988173,0.676996894,601224,4386,98768,9188,0.040627663,1,0,0,3
681664,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_50,Max,0.6062442,0.6399893,0.0337451,0.6399893,0.676986118,601230,4380,98778,9178,0.040572085,1,0,0,3
681667,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_10,Max,0.6062855,0.64003885,0.03375335,0.64003885,0.676987201,601232,4378,98779,9177,0.040553559,1,0,0,3
681667,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_20,Max,0.60627407,0.64003885,0.03376478,0.64003885,0.676998266,601232,4378,98779,9177,0.040553559,1,0,0,3
681671,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,Prec_1,Max,0.6062789,0.6400991,0.0338202,0.6400991,0.676998008,601233,4377,98782,9174,0.040544296,1,0,0,3
6063,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_1,Min,0.6063,0.6399,0.0336,0.6063,0.657236765,599770,5840,96758,11198,0.054096113,1,0,0,3
6063,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_50,Min,0.6063,0.6391,0.0328,0.6063,0.657057501,599770,5840,96758,11198,0.054096113,1,0,0,3
6064,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_10,Min,0.6064,0.6398,0.0334,0.6064,0.657106295,599776,5834,96761,11195,0.054040535,1,0,0,3
6064,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_20,Min,0.6064,0.6395,0.0331,0.6064,0.657031195,599776,5834,96761,11195,0.054040535,1,0,0,3
6067,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_100,Min,0.6067,0.6389,0.0322,0.6067,0.657041247,599789,5821,96783,11173,0.053920116,1,0,0,3
6072,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_200,Min,0.6072,0.6392,0.032,0.6072,0.657049501,599805,5805,96809,11147,0.053771907,1,0,0,3
6089,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_500,Min,0.6089,0.6402,0.0313,0.6089,0.657023337,599878,5732,96910,11046,0.053095706,1,0,0,3
6135,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_1000,Min,0.6135,0.6451,0.0316,0.6135,0.657028906,600111,5499,97226,10730,0.050937419,1,0,0,3
6328,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_2000,Min,0.6328,0.6681,0.0353,0.6328,0.65701229,600941,4669,98351,9605,0.043249101,1,0,0,3
6389,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_100,Max,0.6067,0.6389,0.0322,0.6389,0.676988014,601195,4415,98706,9250,0.040896291,1,0,0,3
6391,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_50,Max,0.6063,0.6391,0.0328,0.6391,0.676999105,601204,4406,98723,9233,0.040812924,1,0,0,3
6392,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_200,Max,0.6072,0.6392,0.032,0.6392,0.676965841,601209,4401,98732,9224,0.040766609,1,0,0,3
6395,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_20,Max,0.6064,0.6395,0.0331,0.6395,0.676967675,601216,4394,98754,9202,0.040701767,1,0,0,3
6398,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_10,Max,0.6064,0.6398,0.0334,0.6398,0.67695152,601223,4387,98766,9190,0.040636926,1,0,0,3
6399,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_1,Max,0.6063,0.6399,0.0336,0.6399,0.676915137,601228,4382,98775,9181,0.040590611,1,0,0,3
6402,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_500,Max,0.6089,0.6402,0.0313,0.6402,0.676950773,601244,4366,98787,9169,0.040442402,1,0,0,3
6451,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_1000,Max,0.6135,0.6451,0.0316,0.6451,0.676994893,601440,4170,99042,8914,0.038626848,1,0,0,3
6681,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0_Round_4,Prec_2000,Max,0.6328,0.6681,0.0353,0.6681,0.676963277,602252,3358,100255,7701,0.031105265,1,0,0,3
