,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,TP_10,FP_10,Prec_10,TP_20,FP_20,Prec_20,TP_50,FP_50,Prec_50,TP_100,FP_100,Prec_100,TP_200,FP_200,Prec_200,TP_500,FP_500,Prec_500,TP_1000,FP_1000,Prec_1000,TP_2000,FP_2000,Prec_2000,mProb,Pos_1,Neg_1,mProb_1,Pos_10,Neg_10,mProb_10,Pos_20,Neg_20,mProb_20,Pos_50,Neg_50,mProb_50,Pos_100,Neg_100,mProb_100,Pos_200,Neg_200,mProb_200,Pos_500,Neg_500,mProb_500,Pos_1000,Neg_1000,mProb_1000,Pos_2000,Neg_2000,mProb_2000
0,0.4857,0,1,0,1,605609,0,107956,5.609776205120605,0.1512910526721462,107956.0,605609.0,0.1512910526721462,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,0.4858,11,202,11,203,605407,11,107945,5.607905072436918,0.15132080655833305,107945.0,605407.0,0.15132080655833305,,,,,,,,,,,,,,,,,,,,,,,,,0.051643192488262914,11.0,202.0,0.051643192488262914,,,,,,,,,,,,,,,,,,,,,,,,
2,0.4869,4,103,4,306,605304,15,107941,5.606950980028901,0.15133789931930824,107941.0,605304.0,0.15133789931930824,,,,,,,,,,,,,,,,,,,,,,,,,0.037383177570093455,4.0,103.0,0.037383177570093455,,,,,,,,,,,,,,,,,,,,,,,,
3,0.487,7,140,7,446,605164,22,107934,5.6056541553966435,0.15135928021113507,107934.0,605164.0,0.15135928021113507,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,7.0,140.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,
4,0.4871,3,110,3,556,605054,25,107931,5.604635221757012,0.1513790612705737,107931.0,605054.0,0.1513790612705737,,,,,,,,,,,,,,,,,,,,,,,,,0.02654867256637168,3.0,110.0,0.02654867256637168,,,,,,,,,,,,,,,,,,,,,,,,
5,0.4873,29,427,29,983,604627,54,107902,5.600679906628627,0.15143523982883503,107902.0,604627.0,0.15143523982883503,107883.4,604376.1,0.15146642480725073,,,,,,,,,,,,,,,,,,,,,,0.06359649122807018,29.0,427.0,0.06359649122807018,219.0,3568.0,0.05782941642461051,,,,,,,,,,,,,,,,,,,,,
6,0.4874,2,7,2,990,604620,56,107900,5.6006150653970135,0.15143434570257677,107900.0,604620.0,0.15143434570257677,107861.1,604010.1,0.15151771837377326,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,2.0,7.0,0.2222222222222222,223.0,3660.0,0.05742982230234355,,,,,,,,,,,,,,,,,,,,,
7,0.4877,51,776,51,1766,603844,107,107849,5.593426951721072,0.15153865500995514,107849.0,603844.0,0.15153865500995514,107837.9,603639.6,0.15156895334005643,,,,,,,,,,,,,,,,,,,,,,0.06166868198307134,51.0,776.0,0.06166868198307134,232.0,3705.0,0.05892811785623571,,,,,,,,,,,,,,,,,,,,,
8,0.4878,110,1754,110,3520,602090,217,107739,5.577179591685502,0.15178162627900524,107739.0,602090.0,0.15178162627900524,107814.2,603263.5,0.1516208425605247,,,,,,,,,,,,,,,,,,,,,,0.059012875536480686,110.0,1754.0,0.059012875536480686,237.0,3761.0,0.059279639819909954,,,,,,,,,,,,,,,,,,,,,
9,0.4881,2,48,2,3568,602042,219,107737,5.576734966097299,0.1517895006755624,107737.0,602042.0,0.1517895006755624,107788.7,602861.5,0.1516761692320638,,,,,,,,,,,,,,,,,,,,,,0.04,2.0,48.0,0.04,255.0,4020.0,0.05964912280701754,,,,,,,,,,,,,,,,,,,,,
10,0.4882,4,93,4,3661,601949,223,107733,5.575873504020157,0.1518046110793285,107733.0,601949.0,0.1518046110793285,107762.8,602450.5,0.15173300753449703,107734.05,601848.1,0.1518274522548235,,,,,,,,,,,,,,,,,,,0.041237113402061855,4.0,93.0,0.041237113402061855,259.0,4110.0,0.059281300068665596,525.0,9164.0,0.054185158427082256,,,,,,,,,,,,,,,,,,
11,0.4884,20,247,20,3908,601702,243,107713,5.57358553484753,0.15183355299789264,107713.0,601702.0,0.15183355299789264,107732.3,601970.1,0.1517992612114599,107707.45,601384.1,0.15189498450517427,,,,,,,,,,,,,,,,,,,0.0749063670411985,20.0,247.0,0.0749063670411985,305.0,4804.0,0.05969857114895283,532.0,9280.0,0.05421932327761924,,,,,,,,,,,,,,,,,,
12,0.4885,9,159,9,4067,601543,252,107704,5.572112712586609,0.15185682843917564,107704.0,601543.0,0.15185682843917564,107687.6,601174.5,0.1519161484299979,107679.6,600909.2,0.15196345186376078,,,,,,,,,,,,,,,,,,,0.05357142857142857,9.0,159.0,0.05357142857142857,447.0,7956.0,0.053195287397358085,557.0,9498.0,0.055395325708602686,,,,,,,,,,,,,,,,,,
13,0.4886,25,399,25,4466,601144,277,107679,5.568416762384675,0.15191239561921666,107679.0,601144.0,0.15191239561921666,107646.0,600442.7,0.15202332702103566,107651.75,600437.1,0.15203141526660108,,,,,,,,,,,,,,,,,,,0.0589622641509434,25.0,399.0,0.0589622641509434,416.0,7318.0,0.05378846651150763,557.0,9442.0,0.0557055705570557,,,,,,,,,,,,,,,,,,
14,0.4888,7,200,7,4666,600944,284,107672,5.566564155767164,0.15194689366314054,107672.0,600944.0,0.15194689366314054,107615.3,599879.7,0.1521075060601135,107623.4,599966.95,0.15209845640206937,,,,,,,,,,,,,,,,,,,0.033816425120772944,7.0,200.0,0.033816425120772944,307.0,5630.0,0.051709617652012804,567.0,9403.0,0.05687061183550652,,,,,,,,,,,,,,,,,,
15,0.4889,75,1121,75,5787,599823,359,107597,5.5561802956760165,0.15209776370472985,107597.0,599823.0,0.15209776370472985,107584.7,599320.1,0.15219121443226868,107592.4,599483.3,0.1521653197811776,,,,,,,,,,,,,,,,,,,0.06270903010033445,75.0,1121.0,0.06270903010033445,306.0,5596.0,0.0518468315825144,620.0,9673.0,0.06023511124064899,,,,,,,,,,,,,,,,,,
16,0.489,144,3159,144,8946,596664,503,107453,5.526918374152433,0.15260674007302763,107453.0,596664.0,0.15260674007302763,107553.8,598758.1,0.15227522005504934,107558.25,598941.55,0.15224101974268073,,,,,,,,,,,,,,,,,,,0.043596730245231606,144.0,3159.0,0.043596730245231606,309.0,5620.0,0.052116714454376795,683.0,10835.0,0.059298489321062686,,,,,,,,,,,,,,,,,,
17,0.4891,20,138,20,9084,596526,523,107433,5.52564007558635,0.15261258113043516,107433.0,596526.0,0.15261258113043516,107521.3,598178.8,0.15236118005368002,107523.45,598391.85,0.1523177780677087,,,,,,,,,,,,,,,,,,,0.12658227848101267,20.0,138.0,0.12658227848101267,325.0,5793.0,0.05312193527296502,696.0,10994.0,0.059538066723695465,,,,,,,,,,,,,,,,,,
