Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
51,107,AdaBoost_Hard_Run_0,0.4965591098908921,0.4966148120785684,3592,1000,0.21777003484320556,493079,112531,51505,56451,0.334065166704146,0.5229074808255215,1.0423783763755605
51,107,AdaBoost_Hard_Run_1,0.4965542013096519,0.4966065488338673,3466,1000,0.2239140170174653,492902,112708,51473,56483,0.33384163460231336,0.5232038978843232,1.0440179332320576
70,108,AdaBoost_Medium_Run_0,0.4969509316631898,0.4970015852203817,3427,1000,0.225886604924328,531508,74102,70759,37197,0.33420785451801005,0.34455704175775315,0.6864092778539405
70,108,AdaBoost_Medium_Run_1,0.4969511637634126,0.4970009413853906,3292,1000,0.23299161230195714,531204,74406,70756,37200,0.33331541314983065,0.3445848308570158,0.689225239912557
104,108,AdaBoost_Easy_Run_0,0.4983259244793062,0.4984978878068048,2218,1002,0.3111801242236025,599686,5924,104955,3001,0.3362464985994398,0.02779836229575012,0.05487420801067101
104,108,AdaBoost_Easy_Run_1,0.4983275371861443,0.4984988939612984,2186,1000,0.31387319522912743,599645,5965,104955,3001,0.3347089002899844,0.02779836229575012,0.05525399236726074
4,11,BalBag_Hard_Run_0,0.4,0.4999999999999999,78266,12232,0.13516320802669674,444876,160734,36655,71301,0.30728553881957466,0.6604635221757013,1.4888843602949349
4,11,BalBag_Hard_Run_1,0.4,0.4933333333333333,79176,12436,0.13574640876741037,444642,160968,36624,71332,0.3070684459750323,0.6607506762014154,1.4910519100374227
14,24,BalBag_Medium_Run_0,0.6,0.6499999999999999,39273,11016,0.21905386863926504,528997,76613,69299,38657,0.3353604580550013,0.35808107006558226,0.7096687539367891
14,24,BalBag_Medium_Run_1,0.6,0.6499999999999999,38808,11264,0.22495606326889278,528835,76775,69849,38107,0.33170557615640395,0.35298640186742747,0.7111693652969728
90,105,BalBag_Easy_Run_0,0.7656260228706049,0.7732174688057041,2597,1002,0.2784106696304529,577269,28341,93682,14274,0.3349524815205913,0.1322205342917485,0.26252362073437324
90,105,BalBag_Easy_Run_1,0.7649564487799781,0.7725000000000001,2645,1000,0.27434842249657065,576776,28834,93626,14330,0.33198962098044665,0.13273926414465154,0.2670902960465375
24,63,BRFC_alpha_0_5_Hard_Run_0,0.51,0.5199999999999999,9004,1715,0.15999626830861088,451988,153622,32039,75917,0.3307368246790306,0.7032216829078514,1.4230056689762496
24,63,BRFC_alpha_0_5_Hard_Run_1,0.51,0.5199999999999999,9049,1702,0.15831085480420426,452365,153245,32022,75934,0.33133053202954893,0.7033791544703397,1.4195135055022416
51,92,BRFC_alpha_0_5_Medium_Run_0,0.61,0.6172619047619049,5341,1435,0.21177685950413222,503637,101973,56698,51258,0.33451455645398126,0.4748045500018526,0.9445792730371633
50,92,BRFC_alpha_0_5_Medium_Run_1,0.6075,0.6124999999999999,3734,1006,0.21223628691983124,501205,104405,56187,51769,0.33148283325009287,0.4795379599095928,0.9671069695060951
90,108,BRFC_alpha_0_5_Easy_Run_0,0.7564404761904762,0.7632252747252747,2715,1000,0.2691790040376851,571686,33924,90854,17102,0.33516246619370516,0.15841639186335174,0.3142391344621883
90,108,BRFC_alpha_0_5_Easy_Run_1,0.7564219133566437,0.7628127705627705,2706,1000,0.26983270372369134,571523,34087,90792,17164,0.3349007824237576,0.1589906999147801,0.31574900885545965
25,65,BRFC_alpha_balanced_Hard_Run_0,0.5,0.509751666925069,8802,1645,0.15746147219297407,457450,148160,33245,74711,0.33522082280781257,0.692050465004261,1.3724109822520285
25,65,BRFC_alpha_balanced_Hard_Run_1,0.5,0.5098766500982953,8861,1798,0.1686837414391594,457541,148069,33367,74589,0.3349935775943375,0.6909203749675794,1.371568046241061
54,97,BRFC_alpha_balanced_Medium_Run_0,0.6235243709248458,0.6299991878423439,3372,1000,0.22872827081427263,507764,97846,58817,49139,0.3343130251386196,0.45517618288932526,0.9063507354848271
53,95,BRFC_alpha_balanced_Medium_Run_1,0.62,0.6284866521267669,4598,1330,0.22435897435897437,506443,99167,58537,49419,0.33259526469519335,0.45776983215384043,0.9185872021934862
92,108,BRFC_alpha_balanced_Easy_Run_0,0.9312961600692464,0.9331531463129435,2651,1002,0.2742950999178757,575667,29943,92913,15043,0.3343929222424754,0.13934380673607766,0.27736299974063505
92,108,BRFC_alpha_balanced_Easy_Run_1,0.9307498970761462,0.9329616072909316,2878,1002,0.2582474226804124,575555,30055,92851,15105,0.33447741364038974,0.13991811478750601,0.27840045944644115
52,93,EEC_Hard_Run_0,0.5104533131121032,0.5108015295352157,6914,2008,0.22506164537099305,509666,95944,60249,47707,0.33210350084579987,0.44191151950794766,0.8887324465522991
52,95,EEC_Hard_Run_1,0.510504585119964,0.5106162112199744,4372,1317,0.23149938477764107,508776,96834,59989,47967,0.3312615244369859,0.44431990811071176,0.8969765460002224
60,91,EEC_Medium_Run_0,0.5124016563592161,0.5138370637077365,3162,1016,0.24317855433221638,538992,66618,74663,33293,0.3332265716487674,0.3083941605839416,0.617084738226685
64,95,EEC_Medium_Run_1,0.5124575422866161,0.5137430151661565,3636,1139,0.23853403141361257,539716,65894,74881,33075,0.3341955561842597,0.3063748193708548,0.6103783022712957
92,95,EEC_Easy_Run_0,0.5278570553303112,0.5289284761877004,2145,1032,0.32483474976392823,601133,4477,105709,2247,0.33417608566329565,0.020814035347734263,0.0414705991329801
89,93,EEC_Easy_Run_1,0.5267592580189631,0.5278331781629149,2472,1005,0.28904227782571185,599423,6187,104858,3098,0.3336564351103931,0.02869687650524288,0.05731038571269777
41,103,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,0.18919045,0.19322306,4208,1000,0.19201228878648233,471137,134473,41191,66765,0.3317713354336656,0.6184464040905554,1.2456278483826744
40,102,KBFC_alpha_0_5_gamma_0_0_Hard_Run_1,0.18580073,0.1900611,4595,1000,0.17873100983020554,471764,133846,40906,67050,0.3337547785919083,0.6210863685205084,1.239819926636778
63,107,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0,0.22973898,0.23347583,3310,1000,0.23201856148491878,517178,88432,63998,43958,0.3320341415514767,0.40718440846270704,0.819148541998592
64,108,KBFC_alpha_0_5_gamma_0_0_Medium_Run_1,0.22938669,0.23340555,3486,1000,0.22291573785109228,517271,88339,64079,43877,0.3318584740122224,0.40643410278261516,0.8182870799214494
98,108,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0,0.30680594,0.31208327,2476,1000,0.28768699654775604,587446,18164,98954,9002,0.33137009497165576,0.08338582385416281,0.1682537330023343
98,108,KBFC_alpha_0_5_gamma_0_0_Easy_Run_1,0.3080237,0.31282845,2381,1001,0.29597871082199884,587487,18123,98944,9012,0.3321171918186844,0.08347845418503835,0.16787394864574456
41,103,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0,0.56852704,0.5754749,4460,1000,0.18315018315018314,472585,133025,41372,66584,0.3335721335210336,0.6167697951017082,1.232214976471896
41,103,KBFC_alpha_balanced_gamma_0_0_Hard_Run_1,0.56632817,0.5726128,4104,1000,0.19592476489028213,471959,133651,41264,66692,0.33288909520172905,0.6177702026751639,1.2380136351847049
65,108,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0,0.63107795,0.6361148,3310,1000,0.23201856148491878,520020,85590,65079,42877,0.3337588641440993,0.39717106969506094,0.792823001963763
64,108,KBFC_alpha_balanced_gamma_0_0_Medium_Run_1,0.62635463,0.6315509,3548,1000,0.2198768689533861,517506,88104,64292,43664,0.33137028717139216,0.4044610767349661,0.8161102671458742
98,108,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0,0.71271443,0.71801174,2337,1000,0.2996703626011388,587507,18103,98941,9015,0.3324360203554834,0.08350624328430101,0.16768868798399347
