,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,TP_10,FP_10,Prec_10,TP_20,FP_20,Prec_20,TP_50,FP_50,Prec_50,TP_100,FP_100,Prec_100,TP_200,FP_200,Prec_200,TP_500,FP_500,Prec_500,TP_1000,FP_1000,Prec_1000,TP_2000,FP_2000,Prec_2000,mProb,Pos_1,Neg_1,mProb_1,Pos_10,Neg_10,mProb_10,Pos_20,Neg_20,mProb_20,Pos_50,Neg_50,mProb_50,Pos_100,Neg_100,mProb_100,Pos_200,Neg_200,mProb_200,Pos_500,Neg_500,mProb_500,Pos_1000,Neg_1000,mProb_1000,Pos_2000,Neg_2000,mProb_2000
0,0.0,2685,54316,2685,54316,551294,2685,105271,5.106654562970099,0.16033599110522187,105271.0,551294.0,0.16033599110522187,,,,,,,,,,,,,,,,,,,,,,,,,0.047104436764267295,2685.0,54316.0,0.047104436764267295,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0083,0,2,0,54318,551292,2685,105271,5.106636036903923,0.16033647951529403,105271.0,551292.0,0.16033647951529403,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0125,0,7,0,54325,551285,2685,105271,5.106571195672311,0.16033818897397936,105271.0,551285.0,0.16033818897397936,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0143,2,15,2,54340,551270,2687,105269,5.106432250175998,0.16033929439073688,105269.0,551270.0,0.16033929439073688,,,,,,,,,,,,,,,,,,,,,,,,,0.11764705882352941,2.0,15.0,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0167,2,21,2,54361,551249,2689,105267,5.106237726481159,0.16034186524014646,105267.0,551249.0,0.16034186524014646,,,,,,,,,,,,,,,,,,,,,,,,,0.08695652173913043,2.0,21.0,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0182,0,1,0,54362,551248,2689,105267,5.106228463448072,0.16034210947198466,105267.0,551248.0,0.16034210947198466,105264.8,551195.0,0.16035224091406663,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,2707.0,54658.0,0.047189052558180074,,,,,,,,,,,,,,,,,,,,,
6,0.02,1,50,1,54412,551198,2690,105266,5.105765311793694,0.16035304296960687,105266.0,551198.0,0.16035304296960687,105262.6,551160.4,0.16035787898961493,,,,,,,,,,,,,,,,,,,,,,0.0196078431372549,1.0,50.0,0.0196078431372549,22.0,346.0,0.059782608695652176,,,,,,,,,,,,,,,,,,,,,
7,0.0222,0,3,0,54415,551195,2690,105266,5.105737522694431,0.16035377577647417,105266.0,551195.0,0.16035377577647417,105254.2,551045.5,0.16037520663197014,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,84.0,1149.0,0.0681265206812652,,,,,,,,,,,,,,,,,,,,,
8,0.025,15,228,15,54643,550967,2705,105251,5.1036255511504685,0.16039029712686942,105251.0,550967.0,0.16039029712686942,105245.8,550931.2,0.16039239412536557,,,,,,,,,,,,,,,,,,,,,,0.06172839506172839,15.0,228.0,0.06172839506172839,84.0,1143.0,0.06845965770171149,,,,,,,,,,,,,,,,,,,,,
9,0.0286,2,15,2,54658,550952,2707,105249,5.1034866056541555,0.1603914044629618,105249.0,550952.0,0.1603914044629618,105237.6,550817.8,0.16040962394334382,,,,,,,,,,,,,,,,,,,,,,0.11764705882352941,2.0,15.0,0.11764705882352941,82.0,1134.0,0.06743421052631579,,,,,,,,,,,,,,,,,,,,,
10,0.0312,0,4,0,54662,550948,2707,105249,5.103449553521805,0.16039238216572158,105249.0,550948.0,0.16039238216572158,105228.8,550696.1,0.16042812218289015,105199.2,550288.0,0.16049009042434392,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,88.0,1217.0,0.06743295019157088,3050.0,59439.0,0.04880859031189489,,,,,,,,,,,,,,,,,,
11,0.0333,62,805,62,55467,550143,2769,105187,5.095992811886324,0.16050997207513773,105187.0,550143.0,0.16050997207513773,105219.9,550573.7,0.16044667102576177,105180.9,550031.55,0.16052945880378186,,,,,,,,,,,,,,,,,,,0.07151095732410612,62.0,805.0,0.07151095732410612,89.0,1224.0,0.06778370144706779,366.0,5129.0,0.06660600545950865,,,,,,,,,,,,,,,,,,
12,0.0364,0,1,0,55468,550142,2769,105187,5.095983548853236,0.1605102170055041,105187.0,550142.0,0.1605102170055041,105211.1,550456.1,0.16046418060869908,105162.6,549775.15,0.1605688479553973,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,88.0,1176.0,0.06962025316455696,366.0,5128.0,0.06661812886785584,,,,,,,,,,,,,,,,,,
13,0.0375,0,6,0,55474,550136,2769,105187,5.095927970654711,0.16051168660340015,105187.0,550136.0,0.16051168660340015,105202.3,550338.7,0.1604816479823535,105144.3,549519.0,0.16060820883040183,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0,0.0,88.0,1174.0,0.06973058637083994,366.0,5123.0,0.06667881216979413,,,,,,,,,,,,,,,,,,
14,0.04,8,104,8,55578,550032,2777,105179,5.094964615213605,0.16052691423068294,105179.0,550032.0,0.16052691423068294,105167.9,549859.1,0.16055506108908488,105126.0,549262.15,0.16064777456621118,,,,,,,,,,,,,,,,,,,0.07142857142857142,8.0,104.0,0.07142857142857142,344.0,4796.0,0.0669260700389105,366.0,5137.0,0.06650917681264765,,,,,,,,,,,,,,,,,,
15,0.0429,1,8,1,55586,550024,2778,105178,5.094890510948905,0.16052759301711533,105178.0,550024.0,0.16052759301711533,105133.6,549381.0,0.16062834961970293,105107.75,549005.85,0.16068730263367098,,,,,,,,,,,,,,,,,,,0.1111111111111111,1.0,8.0,0.1111111111111111,343.0,4781.0,0.06693989071038252,365.0,5126.0,0.06647240939719541,,,,,,,,,,,,,,,,,,
16,0.0444,0,2,0,55588,550022,2778,105178,5.09487198488273,0.16052808302808302,105178.0,550022.0,0.16052808302808302,105099.2,548902.7,0.16070167380247674,105088.95,548741.25,0.16072819823862527,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,344.0,4783.0,0.06709576750536377,376.0,5292.0,0.06633733239237827,,,,,,,,,,,,,,,,,,
17,0.045,0,1,0,55589,550021,2778,105178,5.094862721849642,0.1605283280346887,105178.0,550021.0,0.1605283280346887,105071.0,548504.8,0.16076329631543884,105070.2,548479.0,0.1607686154309423,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,282.0,3979.0,0.06618164750058672,375.0,5245.0,0.06672597864768683,,,,,,,,,,,,,,,,,,
18,0.05,271,3850,271,59439,546171,3049,104907,5.059200044462559,0.16112815975966013,104907.0,546171.0,0.16112815975966013,105042.8,548106.8,0.160825023853647,105051.3,548216.05,0.16080904701574322,,,,,,,,,,,,,,,,,,,0.06576073768502791,271.0,3850.0,0.06576073768502791,282.0,3980.0,0.0661661191928672,378.0,5259.0,0.0670569451836083,,,,,,,,,,,,,,,,,,
19,0.0533,1,0,1,59439,546171,3050,104906,5.059200044462559,0.16112687132243958,104906.0,546171.0,0.16112687132243958,105014.4,547706.5,0.16088714180900288,105033.15,547964.4,0.1608476938389738,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,284.0,4003.0,0.066246792628878,363.0,5033.0,0.06727205337286879,,,,,,,,,,,,,,,,,,
20,0.0536,1,6,1,59445,546165,3051,104905,5.0591444662640335,0.1611270677500115,104905.0,546165.0,0.1611270677500115,104986.7,547315.6,0.16094792245865147,105015.1,547713.45,0.16088632862772742,,,,,,,,,,,,,,,,,,,0.14285714285714285,1.0,6.0,0.14285714285714285,277.0,3909.0,0.0661729574773053,361.0,5019.0,0.0671003717472119,,,,,,,,,,,,,,,,,,
21,0.0556,0,1,0,59446,546164,3051,104905,5.059135203230946,0.16112731523079735,104905.0,546164.0,0.16112731523079735,104958.0,546908.8,0.161011421351724,104997.0,547462.65,0.1609248939762022,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,287.0,4068.0,0.0659012629161883,362.0,5016.0,0.06731126812941614,,,,,,,,,,,,,,,,,,
22,0.0567,0,2,0,59448,546162,3051,104905,5.059116677164771,0.1611278101946497,104905.0,546162.0,0.1611278101946497,104929.3,546501.9,0.16107502987268646,104974.9,547155.7,0.16097220403397725,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,287.0,4069.0,0.06588613406795225,442.0,6139.0,0.06716304512991947,,,,,,,,,,,,,,,,,,
23,0.0571,2,29,2,59477,546133,3053,104903,5.058848049205232,0.16113241049650096,104903.0,546133.0,0.16113241049650096,104900.3,546093.4,0.16113873298620246,104952.8,546848.7,0.16101957421086022,,,,,,,,,,,,,,,,,,,0.06451612903225806,2.0,29.0,0.06451612903225806,290.0,4085.0,0.06628571428571428,442.0,6140.0,0.06715284108173808,,,,,,,,,,,,,,,,,,
24,0.0583,1,10,1,59487,546123,3054,104902,5.058755418874356,0.1611335970200837,104902.0,546123.0,0.1611335970200837,104898.4,546069.7,0.16114215120525874,104930.7,546541.05,0.16106715295022386,,,,,,,,,,,,,,,,,,,0.09090909090909091,1.0,10.0,0.09090909090909091,19.0,237.0,0.07421875,442.0,6153.0,0.0670204700530705,,,,,,,,,,,,,,,,,,
25,0.06,11,167,11,59654,545956,3065,104891,5.057208492348734,0.1611607643578291,104891.0,545956.0,0.1611607643578291,104896.6,546045.9,0.1611457233165756,104908.9,546237.7,0.1611141024156465,104941.16,546708.54,0.16103922091884643,,,,,,,,,,,,,,,,0.06179775280898876,11.0,167.0,0.06179775280898876,18.0,238.0,0.0703125,436.0,6067.0,0.06704597877902506,3306.0,62889.0,0.049943349195558574,,,,,,,,,,,,,,,
26,0.0619,0,3,0,59657,545953,3065,104891,5.057180703249472,0.16116150721217373,104891.0,545953.0,0.16116150721217373,104894.8,546022.6,0.16114917192258188,104887.15,545934.7,0.16116107656803472,104928.72,546536.66,0.16106568855585235,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,18.0,233.0,0.07171314741035857,435.0,6060.0,0.06697459584295612,622.0,8594.0,0.06749131944444445,,,,,,,,,,,,,,,
