,0
0.27,3807
0.33,3799
0.29,3776
0.28,3774
0.35,3744
0.3,3714
0.34,3700
0.26,3694
0.36,3694
0.32,3671
0.31,3641
0.25,3564
0.24,3563
0.23,3561
0.37,3560
0.38,3520
0.39,3507
0.4,3502
0.22,3498
0.41,3349
0.42,3335
0.21,3314
0.2,3301
0.43,3245
0.19,3189
0.44,3148
0.45,3120
0.46,3079
0.18,3055
0.47,3044
0.17,2866
0.48,2860
0.5,2840
0.49,2835
0.16,2759
0.51,2723
0.15,2717
0.52,2590
0.14,2517
0.53,2517
0.55,2499
0.54,2491
0.56,2433
0.13,2338
0.57,2310
0.59,2193
0.12,2171
0.58,2163
0.61,2041
0.11,2040
0.63,1998
0.62,1992
0.6,1988
0.64,1968
0.1,1887
0.66,1834
0.68,1823
0.65,1822
0.67,1800
0.71,1767
0.7,1758
0.69,1754
0.72,1727
0.77,1691
0.78,1675
0.76,1669
0.73,1644
0.75,1639
0.74,1632
0.79,1626
0.81,1573
0.09,1536
0.82,1524
0.8,1499
0.08,1479
0.07,1374
0.3784870915934896,1371
0.83,1370
0.3684870915934896,1365
0.3184870915934896,1359
0.3284870915934895,1355
0.3984870915934895,1352
0.3384870915934895,1341
0.2984870915934896,1331
0.3884870915934895,1327
0.2684870915934896,1325
0.3584870915934895,1321
0.3484870915934895,1316
0.3084870915934896,1314
0.85,1310
0.2884870915934896,1288
0.84,1269
0.4184870915934895,1263
0.2784870915934896,1262
0.87,1256
0.86,1250
0.2484870915934896,1244
0.4284870915934896,1227
0.2584870915934896,1223
0.4084870915934895,1212
