Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
693338,705474,AdaBoost_Hard_Run_2,0.5006283562170485,0,1,1.0,600212,5398,101131,6825,0.5583735580463062,0.05000185260661751
626419,636876,AdaBoost_Medium_Run_2,0.4998962711882205,1,0,0.0,600212,5398,102564,5392,0.49972196478220576,0.05000185260661751
142561,145182,AdaBoost_Easy_Run_2,0.4985507336458024,17,5,0.22727272727272727,600212,5398,105210,2746,0.33718074656188607,0.05000185260661751
220,240,BalBag_Hard_Run_2,0.9,8572,10458,0.5495533368365738,602057,3553,101165,6791,0.6565158546017015,0.03291155656008003
2322,2382,BalBag_Medium_Run_2,0.9308333333333332,4,1,0.2,600213,5397,102593,5363,0.49842007434944235,0.04999258957352996
48811,49711,BalBag_Easy_Run_2,0.8999999999999998,6,4,0.4,599947,5663,103890,4066,0.4179257888786103,0.05245655637481937
3495,3804,BRFC_alpha_0_5_Hard_Run_2,0.8604603174603176,0,1,1.0,600499,5111,95452,12504,0.7098495600340619,0.04734336211048946
35772,36995,BRFC_alpha_0_5_Medium_Run_2,0.89,509,602,0.5418541854185418,600415,5195,101304,6652,0.5614923609352579,0.04812145688984401
132435,136799,BRFC_alpha_0_5_Easy_Run_2,0.889161616161616,1,0,0.0,600212,5398,103733,4223,0.438935661573641,0.05000185260661751
5394,5819,BRFC_alpha_balanced_Hard_Run_2,0.86,803,1374,0.6311437758383096,600577,5033,95871,12085,0.7059820072438369,0.04662084552966023
117765,120491,BRFC_alpha_balanced_Medium_Run_2,0.9081331122945794,1,1,0.5,600212,5398,102127,5829,0.5191947982542086,0.05000185260661751
140231,143687,BRFC_alpha_balanced_Easy_Run_2,0.965364054131776,4,4,0.5,600211,5399,104007,3949,0.4224433033804022,0.05001111563970506
3026,3290,EEC_Hard_Run_2,0.5486011328039224,1,1,0.5,600028,5582,102231,5725,0.5063235164057663,0.05170625069472748
2996,3263,EEC_Medium_Run_2,0.5423919565930263,433,407,0.4845238095238095,600347,5263,103511,4445,0.45786979810465595,0.0487513431397977
930,960,EEC_Easy_Run_2,0.5285067067420591,261,97,0.2709497206703911,600326,5284,105280,2676,0.33618090452261307,0.04894586683463633
678861,694910,KBFC_alpha_0_5_gamma_0_0_Hard_Run_2,0.5927498,1,0,0.0,600212,5398,97166,10790,0.6665431183592785,0.05000185260661751
629082,640288,KBFC_alpha_0_5_gamma_0_0_Medium_Run_2,0.51897144,1,0,0.0,600212,5398,101853,6103,0.5306495087383706,0.05000185260661751
140982,144221,KBFC_alpha_0_5_gamma_0_0_Easy_Run_2,0.3652181,3,0,0.0,600213,5397,104882,3074,0.3628851375280368,0.04999258957352996
679370,694952,KBFC_alpha_balanced_gamma_0_0_Hard_Run_2,0.89851093,1,0,0.0,600212,5398,97568,10388,0.6580514379830229,0.05000185260661751
629547,640593,KBFC_alpha_balanced_gamma_0_0_Medium_Run_2,0.8511057,1,0,0.0,600212,5398,101991,5965,0.5249493971662413,0.05000185260661751
140648,143896,KBFC_alpha_balanced_gamma_0_0_Easy_Run_2,0.7650712,4,2,0.3333333333333333,600213,5397,104968,2988,0.356350626118068,0.04999258957352996
672001,688060,KBFC_alpha_0_5_gamma_1_0_Hard_Run_2,0.55822223,1,0,0.0,600212,5398,97115,10841,0.6675903688650779,0.05000185260661751
623011,634251,KBFC_alpha_0_5_gamma_1_0_Medium_Run_2,0.51034176,0,1,1.0,600212,5398,101764,6192,0.5342536669542709,0.05000185260661751
139942,143411,KBFC_alpha_0_5_gamma_1_0_Easy_Run_2,0.42612916,5,2,0.2857142857142857,600212,5398,104886,3070,0.36254133207368916,0.05000185260661751
664737,680658,KBFC_alpha_0_5_gamma_2_0_Hard_Run_2,0.54529285,1,0,0.0,600212,5398,97240,10716,0.6650117909892019,0.05000185260661751
611272,622571,KBFC_alpha_0_5_gamma_2_0_Medium_Run_2,0.5017521,1,0,0.0,600212,5398,101674,6282,0.5378424657534246,0.05000185260661751
139126,142585,KBFC_alpha_0_5_gamma_2_0_Easy_Run_2,0.4488274,9,5,0.35714285714285715,600215,5395,104832,3124,0.3667097077121728,0.04997406350735485
694193,706730,LogReg_alpha_0_5_Hard_Run_2,0.548487132547116,1,0,0.0,600212,5398,100740,7216,0.5720627873791025,0.05000185260661751
643604,654161,LogReg_alpha_0_5_Medium_Run_2,0.485306793267985,0,1,1.0,600212,5398,102491,5465,0.5030838626530424,0.05000185260661751
142535,145223,LogReg_alpha_0_5_Easy_Run_2,0.3542998099727581,1,1,0.5,600207,5403,105230,2726,0.3353426005658753,0.05004816777205528
694837,706981,LogReg_alpha_balanced_Hard_Run_2,0.8830938053809007,1,0,0.0,600212,5398,101129,6827,0.5584458077709612,0.05000185260661751
644007,654415,LogReg_alpha_balanced_Medium_Run_2,0.846477483178805,1,0,0.0,600212,5398,102637,5319,0.4963142670523467,0.05000185260661751
142425,145024,LogReg_alpha_balanced_Easy_Run_2,0.7601999238511773,1,0,0.0,600212,5398,105226,2730,0.3358759842519685,0.05000185260661751
363721,373869,RFC_Hard_Run_2,0.2620565174774359,0,1,1.0,600212,5398,102423,5533,0.5061750983441589,0.05000185260661751
134537,141541,RFC_Medium_Run_2,0.238224902227235,1,0,0.0,600212,5398,103197,4759,0.46854386137639065,0.05000185260661751
37901,38708,RFC_Easy_Run_2,0.210762484642435,5,5,0.5,600214,5396,105530,2426,0.31015085655842495,0.0499833265404424
694524,706794,RUSBoost_Hard_Run_2,0.500490859342495,1,0,0.0,600212,5398,101009,6947,0.5627379505872823,0.05000185260661751
646358,653096,RUSBoost_Medium_Run_2,0.5025553873671735,0,1,1.0,600212,5398,106028,1928,0.26317226317226317,0.05000185260661751
142062,145096,RUSBoost_Easy_Run_2,0.5060692721286277,1,1,0.5,600212,5398,106150,1806,0.250694058856191,0.05000185260661751
