,0
0.41873866,19
0.22894955,19
0.30990595,17
0.12413033,11
0.28560576,9
0.18251294,7
0.97271657,6
0.07342848,6
0.7932639,5
0.6294131,5
0.5592504,5
0.27207962,5
0.5181979,4
0.2426611,4
0.8444019,4
0.7524965,4
0.5700423,4
0.27814463,4
0.5895876,4
0.5259944,4
0.5016713,4
0.97530484,4
0.4453778,4
0.086228505,4
0.8712006,4
0.3291071,4
0.43679178,4
0.41508833,4
0.52617514,4
0.015379632,4
0.6668018,4
0.5441171,4
0.18237229,4
0.13013493,4
0.55531096,4
0.18240808,4
0.090478495,4
0.38251358,4
0.5873776,4
0.34245917,4
0.5149709,4
0.300613,4
0.32409897,4
0.018798301,4
0.41897333,4
0.30771908,4
0.36352158,4
0.6092312,4
0.3032659,4
0.38763463,4
0.040164568,4
0.11939731,4
0.12042643,4
0.10210246,4
0.59659094,4
0.5989512,4
0.74193674,4
0.5157637,4
0.7253989,3
0.388935,3
0.24757704,3
0.7249838,3
0.040111557,3
0.57375854,3
0.8407148,3
0.59961885,3
0.7836659,3
0.34320146,3
0.39244786,3
0.3166652,3
0.39179495,3
0.7161295,3
0.45627537,3
0.2324789,3
0.033533044,3
0.069267996,3
0.5021228,3
0.4142822,3
0.7673277,3
0.21782096,3
0.5714569,3
0.39980355,3
0.24292785,3
0.108436674,3
0.4048679,3
0.38716915,3
0.26888177,3
0.33286226,3
0.6412809,3
0.6972847,3
0.23327887,3
0.47867778,3
0.7159206,3
0.5211673,3
0.37307417,3
0.6352161,3
0.7793609,3
0.7566527,3
0.26120475,3
0.5450335,3
