,0
0.34,12150
0.32,12146
0.29,11921
0.33,11910
0.28,11903
0.3,11852
0.35,11839
0.36,11787
0.31,11773
0.38,11665
0.37,11654
0.39,11604
0.27,11588
0.4,11518
0.26,11453
0.25,11401
0.24,11286
0.41,11168
0.23,11030
0.42,11014
0.43,10947
0.22,10933
0.44,10776
0.21,10652
0.45,10513
0.46,10407
0.2,10370
0.19,10184
0.47,10037
0.18,9956
0.48,9826
0.49,9737
0.17,9590
0.5,9452
0.16,9221
0.51,9197
0.53,9005
0.52,8935
0.15,8787
0.54,8614
0.14,8466
0.55,8426
0.56,8178
0.13,8007
0.57,7883
0.58,7708
0.12,7369
0.59,7315
0.6,7168
0.61,6836
0.11,6730
0.62,6541
0.63,6260
0.1,6192
0.64,6004
0.65,5772
0.09,5485
0.66,5451
0.67,5268
0.68,5195
0.08,4877
0.69,4774
0.7,4542
0.71,4327
0.07,4224
0.72,4070
0.73,3873
0.74,3718
0.75,3597
0.06,3492
0.76,3296
0.77,3238
0.78,3148
0.79,2995
0.8,2839
0.05,2838
0.81,2673
0.82,2622
0.83,2441
0.84,2391
0.04,2224
0.85,2195
0.86,2177
0.87,2032
0.88,1919
0.89,1880
0.9,1680
0.03,1604
0.91,1592
0.92,1546
0.93,1243
0.94,1164
0.02,1136
0.95,974
0.01,736
0.96,729
0.97,544
0.0,475
0.3784870915934896,364
0.3884870915934895,360
