,count
0.39,14367
0.41,14354
0.37,14293
0.36,14287
0.35,14274
0.34,14233
0.38,14187
0.42,14183
0.4,14107
0.33,14019
0.43,14013
0.44,13825
0.32,13816
0.31,13807
0.46,13748
0.3,13573
0.45,13548
0.29,13344
0.47,13135
0.48,13101
0.28,13036
0.27,12849
0.49,12750
0.5,12580
0.51,12377
0.26,12361
0.52,12160
0.25,12152
0.24,11776
0.53,11687
0.23,11439
0.54,11380
0.55,11285
0.56,10937
0.22,10883
0.21,10602
0.57,10515
0.58,10137
0.2,10016
0.19,9566
0.59,9529
0.6,9416
0.18,9104
0.61,8871
0.17,8705
0.62,8665
0.63,8261
0.16,8078
0.64,7929
0.65,7454
0.15,7400
0.66,7154
0.14,7065
0.67,6762
0.13,6439
0.68,6388
0.69,6237
0.7,6089
0.12,5829
0.71,5682
0.72,5448
0.73,5222
0.11,5207
0.74,5035
0.1,4735
0.75,4685
0.76,4607
0.77,4411
0.78,4159
0.79,4024
0.09,4006
0.8,3680
0.81,3599
0.82,3378
0.08,3375
0.83,3191
0.07,2999
0.84,2825
0.85,2726
0.06,2401
0.86,2388
0.87,2085
0.88,1983
0.05,1925
0.89,1741
0.9,1503
0.04,1397
0.91,1263
0.92,1152
0.93,941
0.03,915
0.94,795
0.95,675
0.02,515
0.96,477
0.97,402
0.365,353
0.395,344
0.405,336
0.345,327
