,count
0.39,14902
0.36,14812
0.37,14703
0.4,14605
0.34,14573
0.35,14527
0.38,14491
0.42,14447
0.41,14389
0.33,14305
0.44,14210
0.45,14102
0.43,14102
0.32,14101
0.31,13938
0.46,13830
0.3,13766
0.47,13647
0.29,13642
0.28,13368
0.48,13299
0.27,13083
0.5,12829
0.26,12736
0.49,12695
0.51,12532
0.25,12444
0.52,12217
0.24,12012
0.53,11809
0.23,11713
0.54,11652
0.22,11248
0.55,11054
0.21,10913
0.56,10644
0.57,10347
0.2,10242
0.58,9988
0.19,9704
0.59,9537
0.18,9153
0.6,9049
0.17,8688
0.61,8654
0.62,8393
0.16,8212
0.63,7924
0.15,7782
0.64,7630
0.65,7172
0.14,7013
0.66,6781
0.67,6419
0.13,6392
0.68,6374
0.69,5853
0.12,5796
0.7,5727
0.71,5413
0.11,5349
0.72,5184
0.73,5118
0.74,4797
0.1,4693
0.75,4690
0.76,4441
0.77,4259
0.78,4173
0.09,4166
0.79,4042
0.8,3820
0.81,3702
0.08,3394
0.82,3360
0.83,3225
0.07,2999
0.84,2950
0.85,2740
0.86,2590
0.87,2433
0.06,2412
0.88,2192
0.05,1942
0.89,1933
0.9,1649
0.91,1459
0.04,1390
0.92,1237
0.93,1082
0.03,934
0.94,878
0.95,722
0.02,598
0.96,544
0.97,413
0.455,315
0.465,308
0.98,303
0.345,291
