,count
0.39,14752
0.35,14717
0.38,14695
0.4,14577
0.41,14472
0.37,14462
0.43,14433
0.32,14426
0.36,14413
0.42,14391
0.34,14346
0.33,14291
0.44,14166
0.31,14069
0.46,14018
0.45,13996
0.3,13901
0.29,13832
0.47,13562
0.28,13440
0.48,13403
0.27,13056
0.49,12989
0.5,12915
0.26,12740
0.51,12532
0.25,12524
0.52,12211
0.24,11972
0.53,11869
0.23,11657
0.54,11539
0.22,11161
0.55,10974
0.21,10747
0.56,10733
0.57,10199
0.2,10053
0.58,9811
0.19,9658
0.59,9476
0.6,9093
0.18,8985
0.61,8722
0.17,8573
0.62,8247
0.16,8020
0.63,7802
0.64,7698
0.15,7519
0.65,7138
0.66,6813
0.14,6776
0.67,6618
0.68,6291
0.13,6267
0.69,5931
0.7,5746
0.12,5744
0.71,5383
0.72,5277
0.73,5063
0.11,5006
0.74,4921
0.75,4699
0.1,4509
0.76,4493
0.77,4359
0.78,4088
0.79,4005
0.09,3877
0.8,3721
0.81,3638
0.82,3462
0.08,3314
0.83,3155
0.84,3000
0.07,2796
0.85,2767
0.86,2458
0.06,2333
0.87,2329
0.88,2120
0.89,1895
0.05,1874
0.9,1591
0.91,1431
0.04,1416
0.92,1221
0.93,1023
0.03,967
0.94,869
0.95,663
0.02,621
0.96,531
0.97,388
0.345,307
0.395,304
0.465,303
0.435,301
