Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
420,421,BRFC_alpha_0_5_0_1_0_1_Hard,1.0,1.0,13,129.0,0.9084507042253521,676444,0,126256.0,0.0,,0.0,0.0
2774,3171,BRFC_alpha_0_5_0_1_0_1_Medium,0.8125,0.812547619047619,65,39,0.375,656064,20380,105870,20386,0.5000735907373792,0.16146559371435812,0.16141807122037766
10870,11116,BRFC_alpha_0_5_0_1_0_1_Easy,0.9250738077282192,0.9253070818070817,23,12,0.34285714285714286,673127,3317,122934,3322,0.5003765627353517,0.026311620833861363,0.02627201875554429
8547,11595,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,0.35674006,0.35681796,30,10,0.25,635811,40633,85618,40638,0.5000307612801614,0.3218698517298188,0.3218302496515017
11177,12302,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Medium,0.43632802,0.43639728,10,10,0.5,662712,13732,112524,13732,0.5,0.10876314789000127,0.10876314789000127
11203,11207,KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Easy,0.47658905,0.48056513,14,12,0.46153846153846156,676409,35,126223,33,0.4852941176470588,0.00026137371689266255,0.00027721454821949055
220,393,BRFC_alpha_0_5_0_1_1_0_Hard,0.65,0.65,4933,2205,0.3089100588400112,618177,58267,67258,58998,0.5031168720419562,0.4672886833101001,0.46149885946014446
2707,3066,BRFC_alpha_0_5_0_1_1_0_Medium,0.8176666666666667,0.8179999999999998,23,11,0.3235294117647059,657824,18620,107639,18617,0.4999597174852969,0.14745437840577874,0.14747813965276899
10903,11146,BRFC_alpha_0_5_0_1_1_0_Easy,0.924,0.9241309523809524,10,20,0.6666666666666666,673109,3335,122920,3336,0.5000749512816669,0.026422506653149158,0.026414586237485743
11608,11609,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Hard,0.94403887,0.9889565,10,33.0,0.7674418604651163,676444,0,126256.0,0.0,,0.0,0.0
11173,12326,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Medium,0.43537688,0.4354761,13,10,0.43478260869565216,662542,13902,112357,13899,0.49994604510629115,0.1100858573057914,0.11010961855278165
11218,11220,KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Easy,0.48508358,0.49418014,15,18,0.5454545454545454,676433,11,126245,11,0.5,8.712457229755417e-05,8.712457229755417e-05
238,424,BRFC_alpha_0_5_0_1_1_1_Hard,0.66,0.6621428571428573,4946,2342,0.3213501646542261,620080,56364,69759,56497,0.5005892203684178,0.44747972373590167,0.4464263084526676
2933,3327,BRFC_alpha_0_5_0_1_1_1_Medium,0.8175752760311582,0.8179523809523808,35,10,0.2222222222222222,656475,19969,106292,19964,0.49993739513685426,0.15812317830439743,0.15816278038271447
10903,11146,BRFC_alpha_0_5_0_1_1_1_Easy,0.924,0.9241309523809524,10,20,0.6666666666666666,673109,3335,122920,3336,0.5000749512816669,0.026422506653149158,0.026414586237485743
8673,11611,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Hard,0.36747772,0.36752015,10,12,0.5454545454545454,637103,39341,86912,39344,0.5000190633538794,0.311620833861361,0.3115970726143708
11206,12305,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Medium,0.43917477,0.43929517,21,10,0.3225806451612903,662997,13447,112809,13447,0.5,0.10650582942592828,0.10650582942592828
11218,11220,KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Easy,0.48508358,0.49418014,15,18,0.5454545454545454,676433,11,126245,11,0.5,8.712457229755417e-05,8.712457229755417e-05
359,360,BRFC_alpha_0_5_1_0_0_0_Hard,0.99,1.0,26,316.0,0.9239766081871345,676444,0,126256.0,0.0,,0.0,0.0
2527,2861,BRFC_alpha_0_5_1_0_0_0_Medium,0.8166666666666665,0.8166666666666665,70,46,0.39655172413793105,658016,18428,107824,18432,0.5000542593597396,0.14598910150804714,0.14595741984539348
10917,11114,BRFC_alpha_0_5_1_0_0_0_Easy,0.931861111111111,0.932014069264069,11,13,0.5416666666666666,673675,2769,123485,2771,0.5001805054151625,0.02194747180332024,0.02193163097199341
8538,11595,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard,0.34564131,0.3456944,17,10,0.37037037037037035,635734,40710,85546,40710,0.5,0.32244012165758457,0.32244012165758457
11176,12313,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Medium,0.4414631,0.44156784,18,10,0.35714285714285715,662644,13800,112457,13799,0.4999818834015725,0.10929381573945,0.10930173615511342
11213,11215,KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Easy,0.48449406,0.49171734,24,10,0.29411764705882354,676433,11,126242,14,0.56,0.00011088581928779622,8.712457229755417e-05
228,404,BRFC_alpha_0_5_1_0_0_1_Hard,0.66,0.6609999999999999,4943,2473,0.33346817691477887,621089,55355,70492,55764,0.5018403693337773,0.4416740590546192,0.43843460904828285
2793,3182,BRFC_alpha_0_5_1_0_0_1_Medium,0.8146666666666667,0.8149999999999998,35,13,0.2708333333333333,656234,20210,106049,20207,0.4999628869040255,0.160047839310607,0.16007160055759725
10917,11114,BRFC_alpha_0_5_1_0_0_1_Easy,0.931861111111111,0.932014069264069,11,13,0.5416666666666666,673675,2769,123485,2771,0.5001805054151625,0.02194747180332024,0.02193163097199341
8588,11589,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Hard,0.34542677,0.34549043,20,10,0.3333333333333333,636232,40212,86046,40210,0.4999875655915048,0.3184799138258776,0.3184957546572044
11150,12311,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Medium,0.43499655,0.43515456,26,10,0.2777777777777778,662356,14088,112174,14082,0.4998935037273695,0.11153529337219617,0.11158281586617666
11213,11215,KBFC_alpha_0_5_gamma_0_0_1_0_0_1_Easy,0.48449406,0.49171734,24,10,0.29411764705882354,676433,11,126242,14,0.56,0.00011088581928779622,8.712457229755417e-05
202,370,BRFC_alpha_0_5_1_0_1_0_Hard,0.65,0.652,5005,2231,0.30831951354339415,618073,58371,67229,59027,0.5027939147174568,0.4675183753643391,0.4623225826891395
2731,3070,BRFC_alpha_0_5_1_0_1_0_Medium,0.8216666666666668,0.8219523809523811,37,14,0.27450980392156865,659116,17328,108927,17329,0.5000144270998644,0.13725288303130148,0.13724496261563807
10894,11099,BRFC_alpha_0_5_1_0_1_0_Easy,0.9300805322128852,0.93025,19,10,0.3448275862068966,673536,2908,123352,2904,0.49965588437715075,0.023000887086554303,0.02303256874920796
8599,11598,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Hard,0.34322706,0.34328768,29,10,0.2564102564102564,636337,40107,86151,40105,0.49998753303745075,0.3176482701812191,0.31766411101254594
11245,12320,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Medium,0.4444819,0.44452995,13,10,0.43478260869565216,663352,13092,113165,13091,0.49998090363976627,0.10368616144975289,0.1036940818654163
11216,11219,KBFC_alpha_0_5_gamma_0_0_1_0_1_0_Easy,0.4789077,0.48495686,20,10,0.3333333333333333,676416,28,126232,24,0.46153846153846156,0.0001900899759219364,0.00022177163857559244
238,419,BRFC_alpha_0_5_1_0_1_1_Hard,0.66,0.662,4975,2308,0.3169023753947549,620512,55932,69826,56430,0.5022160516900731,0.4469490558864529,0.44300468888607275
2934,3355,BRFC_alpha_0_5_1_0_1_1_Medium,0.8160000000000001,0.8163235930735928,18,10,0.35714285714285715,656329,20115,106138,20118,0.5000372828275297,0.15934292231656316,0.15931916106957292
10894,11099,BRFC_alpha_0_5_1_0_1_1_Easy,0.9300805322128852,0.93025,19,10,0.3448275862068966,673536,2908,123352,2904,0.49965588437715075,0.023000887086554303,0.02303256874920796
8684,11621,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Hard,0.3784278,0.3784807,21,10,0.3225806451612903,637176,39268,86988,39268,0.5,0.3110188822709416,0.3110188822709416
11133,12316,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Medium,0.43809178,0.4382478,30,10,0.25,662144,14300,111952,14304,0.5000699202908684,0.11329362564947408,0.11326194398682043
11216,11219,KBFC_alpha_0_5_gamma_0_0_1_0_1_1_Easy,0.4789077,0.48495686,20,10,0.3333333333333333,676416,28,126232,24,0.46153846153846156,0.0001900899759219364,0.00022177163857559244
205,363,BRFC_alpha_0_5_1_1_0_0_Hard,0.65,0.652,4932,2265,0.31471446436015005,618473,57971,67729,58527,0.5023863070610655,0.4635581675326321,0.4591544164237739
2571,2909,BRFC_alpha_0_5_1_1_0_0_Medium,0.8143333333333332,0.8146666666666665,29,10,0.2564102564102564,657537,18907,107340,18916,0.5001189752267139,0.14982258268913953,0.1497512989481688
10917,11132,BRFC_alpha_0_5_1_1_0_0_Easy,0.9287777777777776,0.9293080808080808,41,10,0.19607843137254902,673484,2960,123296,2960,0.5,0.023444430363705488,0.023444430363705488
8639,11621,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Hard,0.37596402,0.37602928,15,10,0.4,636743,39701,86562,39694,0.49995591661943445,0.3143929793435559,0.31444842225319986
11146,12311,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Medium,0.43219703,0.4323502,24,10,0.29411764705882354,662301,14143,112115,14141,0.4999646443218781,0.1120025978963376,0.11201843872766443
11216,11218,KBFC_alpha_0_5_gamma_0_0_1_1_0_0_Easy,0.48689342,0.491995,12,10,0.45454545454545453,676432,12,126245,11,0.4782608695652174,8.712457229755417e-05,9.50449879609682e-05
228,399,BRFC_alpha_0_5_1_1_0_1_Hard,0.66,0.662,4949,2364,0.323259948037741,620709,55735,70253,56003,0.5011992339222109,0.44356703839817513,0.4414443670003802
2779,3190,BRFC_alpha_0_5_1_1_0_1_Medium,0.8114285714285714,0.8116666666666664,13,10,0.43478260869565216,655974,20470,105791,20465,0.49993892756809577,0.16209130655176784,0.16213090863008492
10917,11132,BRFC_alpha_0_5_1_1_0_1_Easy,0.9287777777777776,0.9293080808080808,41,10,0.19607843137254902,673484,2960,123296,2960,0.5,0.023444430363705488,0.023444430363705488
11607,11608,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Hard,0.94929874,0.97916293,10,37.0,0.7872340425531915,676444,0,126256.0,0.0,,0.0,0.0
11156,12312,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Medium,0.44368815,0.44381788,10,11,0.5238095238095238,662421,14023,112228,14028,0.5000891233824106,0.11110759092637182,0.11106798884805474
11216,11218,KBFC_alpha_0_5_gamma_0_0_1_1_0_1_Easy,0.48689342,0.491995,12,10,0.45454545454545453,676432,12,126245,11,0.4782608695652174,8.712457229755417e-05,9.50449879609682e-05
213,374,BRFC_alpha_0_5_1_1_1_0_Hard,0.65,0.6515000000000001,4836,2247,0.31723845828038966,618384,58060,67372,58884,0.5035230537693255,0.4663857559244709,0.45985933341781776
2671,3023,BRFC_alpha_0_5_1_1_1_0_Medium,0.8175,0.8179696969696967,105,53,0.33544303797468356,657877,18567,107679,18577,0.500134611242731,0.14713756177924217,0.14705835762260802
10894,11099,BRFC_alpha_0_5_1_1_1_0_Easy,0.9300805322128852,0.93025,19,10,0.3448275862068966,673536,2908,123352,2904,0.49965588437715075,0.023000887086554303,0.02303256874920796
8663,11627,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Hard,0.3577363,0.357797,10,16,0.6153846153846154,636985,39459,86791,39465,0.5000380112513304,0.31257920415663415,0.31253168166265366
11196,12320,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Medium,0.42954728,0.42963475,19,10,0.3448275862068966,662894,13550,112704,13552,0.5000368976459302,0.10733747307058675,0.10732163223925992
11216,11219,KBFC_alpha_0_5_gamma_0_0_1_1_1_0_Easy,0.4789077,0.48495686,20,10,0.3333333333333333,676416,28,126232,24,0.46153846153846156,0.0001900899759219364,0.00022177163857559244
245,432,BRFC_alpha_0_5_1_1_1_1_Hard,0.66,0.6615000000000001,4941,2299,0.3175414364640884,620398,56046,70050,56206,0.5007126821793821,0.44517488277784817,0.44390761627170194
2918,3342,BRFC_alpha_0_5_1_1_1_1_Medium,0.8146666666666665,0.8149999999999998,29,10,0.2564102564102564,656085,20359,105931,20325,0.4995821453151116,0.16098244835888986,0.16125174249144594
10894,11099,BRFC_alpha_0_5_1_1_1_1_Easy,0.9300805322128852,0.93025,19,10,0.3448275862068966,673536,2908,123352,2904,0.49965588437715075,0.023000887086554303,0.02303256874920796
8666,11611,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Hard,0.3744985,0.37456846,27,10,0.2702702702702703,637041,39403,86847,39409,0.5000380652692483,0.31213566087948297,0.3120881383855025
11215,12318,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Medium,0.44565386,0.44575122,10,17,0.6296296296296297,663081,13363,112893,13363,0.5,0.10584051451020149,0.10584051451020149
11216,11219,KBFC_alpha_0_5_gamma_0_0_1_1_1_1_Easy,0.4789077,0.48495686,20,10,0.3333333333333333,676416,28,126232,24,0.46153846153846156,0.0001900899759219364,0.00022177163857559244
