Filename,n,nUnique,nUnique/n,95%,95%/n,90%,90%/n,80%,80%/n,B[10],B[10]/n,B[20],B[20]/n,B[100],B[100]/n,B[200],B[200],min,max,
BRFC_alpha_0_5_0_1_0_1_Hard,802700,3347,0.0042,105,0.0001,74,0.0001,57,0.0001,156317,0.1947,291250,0.3628,761315,0.9484,779343,0.9709,0.0000,1.0000
BRFC_alpha_0_5_0_1_0_1_Medium,802700,41103,0.0512,11899,0.0148,4662,0.0058,1494,0.0019,52683,0.0656,97829,0.1219,311634,0.3882,406867,0.5069,0.0000,1.0000
BRFC_alpha_0_5_0_1_0_1_Easy,802700,164169,0.2045,124034,0.1545,95724,0.1193,62473,0.0778,7652,0.0095,9458,0.0118,20708,0.0258,31794,0.0396,0.0000,1.0000
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Hard,802700,781706,0.9738,741571,0.9238,701436,0.8738,621166,0.7738,105,0.0001,145,0.0002,407,0.0005,707,0.0009,0.0001,0.9784
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Medium,802700,726893,0.9056,686758,0.8556,646623,0.8056,566353,0.7056,134,0.0002,213,0.0003,725,0.0009,1266,0.0016,0.0036,0.8956
KBFC_alpha_0_5_gamma_0_0_0_1_0_1_Easy,802700,177657,0.2213,137522,0.1713,103186,0.1285,67018,0.0835,2176,0.0027,3837,0.0048,14851,0.0185,25646,0.0319,0.0216,0.5100
BRFC_alpha_0_5_0_1_1_0_Hard,802700,3196,0.0040,93,0.0001,73,0.0001,56,0.0001,159684,0.1989,298362,0.3717,765931,0.9542,781884,0.9741,0.0000,1.0000
BRFC_alpha_0_5_0_1_1_0_Medium,802700,39349,0.0490,11079,0.0138,4259,0.0053,1315,0.0016,58623,0.0730,108547,0.1352,335431,0.4179,428238,0.5335,0.0000,1.0000
BRFC_alpha_0_5_0_1_1_0_Easy,802700,164214,0.2046,124079,0.1546,95682,0.1192,62433,0.0778,7448,0.0093,9281,0.0116,20510,0.0256,31637,0.0394,0.0000,1.0000
KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Hard,802700,781799,0.9740,741664,0.9240,701529,0.8740,621259,0.7740,103,0.0001,143,0.0002,408,0.0005,708,0.0009,0.0003,0.9890
KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Medium,802700,726628,0.9052,686493,0.8552,646358,0.8052,566088,0.7052,139,0.0002,223,0.0003,758,0.0009,1329,0.0017,0.0038,0.8874
KBFC_alpha_0_5_gamma_0_0_0_1_1_0_Easy,802700,177708,0.2214,137573,0.1714,103186,0.1285,67012,0.0835,2176,0.0027,3847,0.0048,14867,0.0185,25655,0.0320,0.0214,0.5063
BRFC_alpha_0_5_0_1_1_1_Hard,802700,3543,0.0044,113,0.0001,75,0.0001,58,0.0001,154970,0.1931,288063,0.3589,758701,0.9452,777679,0.9688,0.0000,1.0000
BRFC_alpha_0_5_0_1_1_1_Medium,802700,44839,0.0559,14006,0.0174,5442,0.0068,1682,0.0021,50585,0.0630,93937,0.1170,301086,0.3751,395602,0.4928,0.0000,1.0000
BRFC_alpha_0_5_0_1_1_1_Easy,802700,164214,0.2046,124079,0.1546,95682,0.1192,62433,0.0778,7448,0.0093,9281,0.0116,20510,0.0256,31637,0.0394,0.0000,1.0000
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Hard,802700,781110,0.9731,740975,0.9231,700840,0.8731,620570,0.7731,104,0.0001,144,0.0002,414,0.0005,714,0.0009,0.0001,0.9691
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Medium,802700,723273,0.9011,683138,0.8511,643003,0.8011,562733,0.7011,140,0.0002,226,0.0003,782,0.0010,1382,0.0017,0.0025,0.8871
KBFC_alpha_0_5_gamma_0_0_0_1_1_1_Easy,802700,177708,0.2214,137573,0.1714,103186,0.1285,67012,0.0835,2176,0.0027,3847,0.0048,14867,0.0185,25655,0.0320,0.0214,0.5063
BRFC_alpha_0_5_1_0_0_0_Hard,802700,3042,0.0038,90,0.0001,73,0.0001,56,0.0001,159475,0.1987,297445,0.3706,768439,0.9573,783713,0.9763,0.0000,1.0000
BRFC_alpha_0_5_1_0_0_0_Medium,802700,35742,0.0445,9052,0.0113,3576,0.0045,1141,0.0014,60850,0.0758,113109,0.1409,348320,0.4339,441721,0.5503,0.0000,1.0000
BRFC_alpha_0_5_1_0_0_0_Easy,802700,164405,0.2048,124270,0.1548,95834,0.1194,62514,0.0779,7788,0.0097,9543,0.0119,20878,0.0260,31936,0.0398,0.0000,1.0000
KBFC_alpha_0_5_gamma_0_0_1_0_0_0_Hard,802700,781837,0.9740,741702,0.9240,701567,0.8740,621297,0.7740,99,0.0001,139,0.0002,400,0.0005,700,0.0009,0.0001,0.9964
