Index,Filename,Roll,Min/Max,y_proba_Min,y_proba_Max,y_proba_Diff,TP(Min),TP(Max),TP_Diff,y_proba,Neg,Pos,mprob,TN,FP,FN,TP,FP/P
201,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_1,Min,0.1803,0.9612,0.7809,124806,997,123809,0.1803,0.0,1.0,1.0,80272,596172,1450,124806,4.72193004688886
2781,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_1,Max,0.1803,0.9612,0.7809,124806,997,123809,0.9612,1.0,1.0,0.5,676313,131,125259,997,0.0010375744519072361
2095,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_10,Min,0.7369,0.8833,0.14639999999999997,38712,7925,30787,0.7369,38.0,39.0,0.5064935064935064,648796,27648,87544,38712,0.21898365226207073
2631,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_10,Max,0.7369,0.8833,0.14639999999999997,38712,7925,30787,0.8833,16.0,16.0,0.5,674151,2293,118331,7925,0.01816151311620834
2163,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_20,Min,0.7522,0.8082,0.05600000000000005,33956,22496,11460,0.7522,46.0,53.0,0.5353535353535354,654227,22217,92300,33956,0.1759678747940692
2389,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_20,Max,0.7522,0.8082,0.05600000000000005,33956,22496,11460,0.8082,42.0,41.0,0.4939759036144578,665172,11272,103760,22496,0.08927892535800279
2272,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_50,Min,0.7767,0.782,0.005300000000000082,29192,27080,2112,0.7767,2263.0,2263.0,0.5,659180,17264,97064,29192,0.13673805601317957
2291,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_50,Max,0.7767,0.782,0.005300000000000082,29192,27080,2112,0.782,2282.0,2250.0,0.4964695498676081,661297,15147,99176,27080,0.1199705360537321
2267,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_100,Min,0.7756,0.7755,-9.999999999998899e-05,29215,29216,-1,0.7756,6507.0,6744.0,0.5089427213040525,659146,17298,97041,29215,0.13700735014573565
2266,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_100,Max,0.7756,0.7755,-9.999999999998899e-05,29215,29216,-1,0.7755,4677.0,4612.0,0.4965012380234686,659146,17298,97040,29216,0.13700735014573565
2253,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_200,Min,0.773,0.7729,-9.999999999998899e-05,29298,29298,0,0.773,9182.0,9263.0,0.502195716996476,659077,17367,96958,29298,0.13755385882651122
2252,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_200,Max,0.773,0.7729,-9.999999999998899e-05,29298,29298,0,0.7729,11720.0,11536.0,0.4960440316477468,659076,17368,96958,29298,0.13756177924217464
2256,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_500,Min,0.7736,0.7735,-9.999999999998899e-05,29280,29281,-1,0.7736,28614.0,29202.0,0.505085097550851,659099,17345,96976,29280,0.13737960968191612
2255,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_500,Max,0.7736,0.7735,-9.999999999998899e-05,29280,29281,-1,0.7735,27539.0,27400.0,0.4987349605926573,659099,17345,96975,29281,0.13737960968191612
2305,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_1000,Min,0.7862,0.786,-0.00019999999999997797,26991,26992,-1,0.7862,55708.0,55835.0,0.5005692871807285,661381,15063,99265,26991,0.11930522113800532
2304,BRFC_alpha_0_5_1_1_0_1_Hard_Round_4,mProb_1000,Max,0.7862,0.786,-0.00019999999999997797,26991,26992,-1,0.786,55691.0,55638.0,0.4997619667831383,661381,15063,99264,26992,0.11930522113800532
22,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_1,Min,0.0111,0.999,0.9879,126243,162,126081,0.0111,0.0,1.0,1.0,663,675781,13,126243,5.352466417437587
9063,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_1,Max,0.0111,0.999,0.9879,126243,162,126081,0.999,1.0,0.0,0.0,676379,65,126094,162,0.000514827018121911
7912,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_10,Min,0.8395,0.9967,0.1572,15969,163,15806,0.8395,963.0,1001.0,0.5096741344195519,662116,14328,110287,15969,0.11348371562539603
9059,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_10,Max,0.8395,0.9967,0.1572,15969,163,15806,0.9967,10.0,10.0,0.5,676376,68,126093,163,0.000538588265112153
7912,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_20,Min,0.8395,0.9724,0.13290000000000002,15969,820,15149,0.8395,1026.0,1030.0,0.5009727626459144,662116,14328,110287,15969,0.11348371562539603
9009,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_20,Max,0.8395,0.9724,0.13290000000000002,15969,820,15149,0.9724,38.0,38.0,0.5,676021,423,125436,820,0.003350335825624129
8185,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_50,Min,0.8678,0.9134,0.045599999999999974,11181,5093,6088,0.8678,1068.0,1079.0,0.5025617140195622,667521,8923,115075,11181,0.07067386896464327
8596,BRFC_alpha_0_5_1_1_0_1_Medium_Round_4,mProb_50,Max,0.8678,0.9134,0.045599999999999974,11181,5093,6088,0.9134,250.0,248.0,0.4979919678714859,673105,3339,121163,5093,0.0264462679001394
