,count
0.23,4504
0.27,4492
0.31,4432
0.25,4432
0.3,4411
0.26,4397
0.28,4369
0.24,4360
0.32,4357
0.29,4337
0.33,4319
0.22,4239
0.34,4186
0.2,4181
0.35,4181
0.21,4175
0.36,4152
0.37,4045
0.19,4038
0.18,3943
0.39,3895
0.38,3893
0.4,3879
0.41,3782
0.42,3758
0.17,3751
0.16,3750
0.43,3720
0.44,3591
0.15,3554
0.45,3536
0.46,3515
0.47,3476
0.48,3407
0.14,3401
0.49,3373
0.5,3341
0.13,3329
0.52,3103
0.51,3099
0.53,3044
0.12,3031
0.11,3014
0.54,2961
0.55,2895
0.58,2858
0.56,2839
0.57,2718
0.6,2664
0.59,2649
0.62,2634
0.1,2634
0.61,2598
0.63,2496
0.65,2482
0.64,2421
0.66,2420
0.09,2327
0.67,2323
0.69,2317
0.7,2285
0.71,2273
0.68,2264
0.72,2213
0.08,2204
0.75,2204
0.74,2170
0.76,2133
0.73,2097
0.77,2068
0.78,2060
0.8,1962
0.07,1950
0.81,1945
0.79,1933
0.82,1797
0.06,1689
0.83,1682
0.84,1651
0.85,1583
0.3289999999999999,1520
0.319,1507
0.359,1494
0.3389999999999999,1488
0.86,1483
0.379,1470
0.3989999999999999,1457
0.309,1456
0.349,1446
0.289,1444
0.05,1442
0.2789999999999999,1432
0.369,1429
0.87,1422
0.259,1399
0.449,1395
0.2689999999999999,1394
0.299,1391
0.389,1384
0.429,1367
