,count
0.37,14241
0.36,14206
0.32,14195
0.38,14106
0.35,14085
0.34,13928
0.31,13904
0.33,13872
0.39,13862
0.4,13858
0.3,13852
0.41,13694
0.42,13527
0.43,13482
0.29,13479
0.28,13444
0.44,13273
0.45,13126
0.27,12992
0.46,12943
0.26,12930
0.47,12718
0.48,12642
0.25,12614
0.49,12371
0.24,12193
0.5,11915
0.23,11844
0.51,11789
0.22,11519
0.52,11481
0.21,11234
0.53,11216
0.2,10938
0.54,10658
0.55,10620
0.19,10335
0.56,10113
0.18,9983
0.57,9695
0.58,9387
0.17,9344
0.59,9224
0.16,9040
0.6,9010
0.15,8388
0.61,8371
0.62,8158
0.63,7861
0.14,7652
0.64,7567
0.13,7181
0.65,7156
0.66,6816
0.12,6727
0.67,6674
0.68,6270
0.11,6122
0.69,6092
0.7,5804
0.71,5618
0.1,5421
0.72,5277
0.73,5022
0.74,4859
0.09,4663
0.75,4591
0.76,4466
0.77,4385
0.78,4099
0.08,4034
0.79,3921
0.8,3745
0.81,3606
0.07,3436
0.82,3367
0.83,3126
0.84,3058
0.85,2821
0.06,2784
0.86,2563
0.87,2260
0.05,2174
0.88,2078
0.89,1864
0.04,1684
0.9,1597
0.91,1367
0.92,1139
0.03,1069
0.93,1018
0.94,825
0.95,688
0.02,585
0.96,511
0.97,417
0.3985,346
0.4685,322
0.4185,320
0.4585,315
