,count
0.29,4313
0.28,4279
0.3,4226
0.33,4210
0.34,4165
0.36,4162
0.31,4135
0.35,4135
0.25,4124
0.32,4122
0.27,4119
0.26,4086
0.41,4075
0.23,4067
0.37,4053
0.38,4039
0.39,4027
0.4,3936
0.21,3903
0.24,3898
0.43,3829
0.44,3801
0.22,3798
0.42,3784
0.45,3671
0.2,3629
0.19,3622
0.49,3612
0.47,3593
0.46,3592
0.48,3505
0.17,3468
0.18,3447
0.5,3435
0.51,3390
0.52,3307
0.16,3251
0.53,3173
0.54,3151
0.55,3059
0.15,2988
0.56,2959
0.14,2955
0.59,2941
0.58,2931
0.57,2923
0.13,2851
0.6,2726
0.62,2712
0.12,2697
0.61,2664
0.63,2650
0.65,2612
0.64,2606
0.67,2523
0.68,2507
0.11,2500
0.66,2472
0.69,2414
0.74,2386
0.7,2346
0.72,2333
0.71,2321
0.1,2298
0.73,2293
0.75,2272
0.78,2224
0.79,2161
0.77,2148
0.76,2102
0.09,2060
0.8,2056
0.81,2016
0.82,1984
0.08,1903
0.83,1822
0.84,1779
0.86,1640
0.85,1630
0.07,1582
0.356,1525
0.346,1520
0.296,1495
0.87,1483
0.366,1482
0.376,1474
0.326,1471
0.426,1469
0.386,1468
0.88,1464
0.336,1442
0.316,1426
0.416,1424
0.396,1410
0.406,1401
0.306,1385
0.06,1381
0.436,1372
0.446,1369
0.286,1364
