,count
0.25,4509
0.28,4504
0.26,4487
0.27,4474
0.3,4462
0.32,4441
0.23,4437
0.24,4431
0.31,4398
0.29,4387
0.34,4365
0.22,4350
0.36,4284
0.19,4242
0.33,4242
0.2,4232
0.21,4227
0.37,4142
0.35,4130
0.38,4041
0.18,4013
0.17,3965
0.4,3951
0.39,3854
0.16,3845
0.41,3807
0.42,3783
0.43,3695
0.45,3647
0.44,3599
0.47,3547
0.15,3544
0.46,3532
0.14,3479
0.13,3468
0.48,3333
0.5,3234
0.49,3194
0.12,3149
0.52,3092
0.51,3041
0.53,3032
0.54,2995
0.11,2988
0.55,2955
0.56,2922
0.57,2791
0.1,2768
0.58,2711
0.59,2640
0.6,2568
0.61,2559
0.09,2542
0.62,2500
0.63,2453
0.64,2450
0.67,2418
0.66,2379
0.68,2355
0.08,2335
0.73,2314
0.71,2308
0.65,2298
0.7,2275
0.69,2261
0.72,2206
0.75,2175
0.76,2116
0.07,2113
0.77,2071
0.74,2071
0.79,1992
0.8,1979
0.78,1969
0.81,1871
0.82,1799
0.83,1770
0.06,1749
0.84,1675
0.05,1572
0.85,1540
0.2995,1527
0.3395,1527
0.3295,1496
0.86,1480
0.3495,1477
0.3895,1474
0.3195,1473
0.3695,1471
0.3095,1462
0.2495,1435
0.3595,1430
0.4095,1429
0.4195,1418
0.3795,1417
0.87,1395
0.2895,1390
0.2794999999999999,1382
0.2695,1373
0.3995,1362
