,count
0.44037837,232
0.43790495,221
0.41210106,219
0.45311406,197
0.29410395,196
0.45867616,193
0.2690075,191
0.29593754,184
0.22103195,182
0.46853742,179
0.4903006,178
0.22569369,173
0.4151386,167
0.22609133,166
0.45329887,165
0.2711757,165
0.4953289,164
0.230418,164
0.2755357,162
0.42825046,160
0.4785256,160
0.23574203,160
0.4827082,157
0.24046753,156
0.3053387,156
0.26596722,156
0.2933097,156
0.23617601,154
0.27836022,154
0.2660885,154
0.20975919,152
0.33635354,152
0.41555718,151
0.21624635,150
0.23925567,149
0.21968764,147
0.2605576,146
0.21269651,145
0.2900795,145
0.27116215,145
0.28033012,145
0.48041686,144
0.33135396,144
0.24074155,144
0.4349077,143
0.2885275,143
0.26343247,143
0.28321043,142
0.26365563,142
0.246109,142
0.24682997,141
0.21267104,141
0.32164738,139
0.2870495,139
0.42315483,139
0.26948854,138
0.4133455,138
0.29318416,136
0.47864103,136
0.44499025,136
0.32539222,136
0.2439964,136
0.5157365,136
0.4468272,135
0.24883021,135
0.27558222,134
0.30218223,134
0.32219374,134
0.27710983,134
0.2425016,133
0.30772212,133
0.22353593,133
0.31008947,132
0.4968952,132
0.22249168,132
0.23638766,132
0.21720918,132
0.26066184,132
0.26703632,131
0.299074,130
0.4314664,130
0.3183986,130
0.42116526,129
0.26559526,128
0.28378785,128
0.4482674,128
0.33905554,128
0.19919571,127
0.38717422,127
0.29554805,127
0.30332485,127
0.29399058,126
0.2751571,126
0.49171808,126
0.5260599,125
0.27870798,124
0.44972444,124
0.25347644,124
0.2828329,124
0.4267772,122
