Filename,n,nUnique,nUnique/n,95%,95%/n,90%,90%/n,80%,80%/n,B[10],B[10]/n,B[20],B[20]/n,B[100],B[100]/n,B[200],B[200],min,max,
BRFC_alpha_0_5_Hard_Run_0,802700,3304,0.0041,103,0.0001,74,0.0001,57,0.0001,156568,0.1951,292104,0.3639,761777,0.9490,779587,0.9712,0.0000,1.0000
BRFC_alpha_0_5_Medium_Run_0,802700,40636,0.0506,11517,0.0143,4534,0.0056,1456,0.0018,52940,0.0660,98213,0.1224,313930,0.3911,409176,0.5097,0.0000,1.0000
BRFC_alpha_0_5_Easy_Run_0,802700,164126,0.2045,123991,0.1545,95649,0.1192,62423,0.0778,7512,0.0094,9303,0.0116,20605,0.0257,31698,0.0395,0.0000,1.0000
BRFC_alpha_0_6_Hard_Run_0,802700,4980,0.0062,106,0.0001,74,0.0001,57,0.0001,156514,0.1950,291919,0.3637,760917,0.9479,779191,0.9707,0.0000,1.0000
BRFC_alpha_0_6_Medium_Run_0,802700,111891,0.1394,71756,0.0894,36007,0.0449,8342,0.0104,45990,0.0573,85903,0.1070,277340,0.3455,356412,0.4440,0.0000,1.0000
BRFC_alpha_0_6_Easy_Run_0,802700,175592,0.2188,135457,0.1688,101527,0.1265,65653,0.0818,7501,0.0093,9292,0.0116,20541,0.0256,31589,0.0394,0.0000,1.0000
BRFC_alpha_0_7_Hard_Run_0,802700,5116,0.0064,103,0.0001,74,0.0001,57,0.0001,157188,0.1958,291828,0.3636,762018,0.9493,779530,0.9711,0.0000,1.0000
BRFC_alpha_0_7_Medium_Run_0,802700,131415,0.1637,91280,0.1137,51145,0.0637,11818,0.0147,46661,0.0581,86934,0.1083,277804,0.3461,356118,0.4437,0.0000,1.0000
BRFC_alpha_0_7_Easy_Run_0,802700,176047,0.2193,135912,0.1693,101805,0.1268,65833,0.0820,7401,0.0092,9174,0.0114,20400,0.0254,31435,0.0392,0.0000,1.0000
BRFC_alpha_0_8_Hard_Run_0,802700,4987,0.0062,104,0.0001,75,0.0001,57,0.0001,156113,0.1945,290545,0.3620,761627,0.9488,779039,0.9705,0.0000,1.0000
BRFC_alpha_0_8_Medium_Run_0,802700,116445,0.1451,76310,0.0951,38810,0.0483,9361,0.0117,47865,0.0596,89187,0.1111,281325,0.3505,358756,0.4469,0.0000,1.0000
BRFC_alpha_0_8_Easy_Run_0,802700,175506,0.2186,135371,0.1686,101468,0.1264,65596,0.0817,7480,0.0093,9271,0.0115,20504,0.0255,31588,0.0394,0.0000,1.0000
BRFC_alpha_0_85_Hard_Run_0,802700,4939,0.0062,105,0.0001,75,0.0001,58,0.0001,154109,0.1920,286999,0.3575,761473,0.9486,779606,0.9712,0.0000,1.0000
BRFC_alpha_0_85_Medium_Run_0,802700,129043,0.1608,88908,0.1108,48773,0.0608,10695,0.0133,47915,0.0597,89080,0.1110,280182,0.3490,359390,0.4477,0.0000,1.0000
BRFC_alpha_0_85_Easy_Run_0,802700,176021,0.2193,135886,0.1693,101754,0.1268,65786,0.0820,7446,0.0093,9214,0.0115,20522,0.0256,31579,0.0393,0.0000,1.0000
BRFC_alpha_0_9_Hard_Run_0,802700,5087,0.0063,102,0.0001,75,0.0001,58,0.0001,154094,0.1920,287224,0.3578,762148,0.9495,779176,0.9707,0.0000,1.0000
BRFC_alpha_0_9_Medium_Run_0,802700,127938,0.1594,87803,0.1094,47668,0.0594,10948,0.0136,48410,0.0603,89445,0.1114,280377,0.3493,357835,0.4458,0.0000,1.0000
BRFC_alpha_0_9_Easy_Run_0,802700,175931,0.2192,135796,0.1692,101702,0.1267,65760,0.0819,7539,0.0094,9306,0.0116,20525,0.0256,31544,0.0393,0.0000,1.0000
BRFC_alpha_0_95_Hard_Run_0,802700,5243,0.0065,105,0.0001,75,0.0001,58,0.0001,152289,0.1897,283575,0.3533,761437,0.9486,779358,0.9709,0.0000,1.0000
BRFC_alpha_0_95_Medium_Run_0,802700,131654,0.1640,91519,0.1140,51384,0.0640,11596,0.0144,48895,0.0609,90798,0.1131,282798,0.3523,362065,0.4511,0.0000,1.0000
BRFC_alpha_0_95_Easy_Run_0,802700,175905,0.2191,135770,0.1691,101684,0.1267,65735,0.0819,7443,0.0093,9179,0.0114,20422,0.0254,31468,0.0392,0.0000,1.0000
BRFC_alpha_balanced_Hard_Run_0,802700,5286,0.0066,111,0.0001,75,0.0001,58,0.0001,153997,0.1918,287268,0.3579,760473,0.9474,775195,0.9657,0.0000,1.0000
BRFC_alpha_balanced_Medium_Run_0,802700,134396,0.1674,94261,0.1174,54126,0.0674,12666,0.0158,48086,0.0599,89009,0.1109,275882,0.3437,342423,0.4266,0.0000,1.0000
BRFC_alpha_balanced_Easy_Run_0,802700,176193,0.2195,136058,0.1695,101891,0.1269,65838,0.0820,7315,0.0091,9094,0.0113,20382,0.0254,31466,0.0392,0.0000,1.0000
EEC_Hard_Run_0,802700,1265,0.0016,394,0.0005,274,0.0003,164,0.0002,188139,0.2344,267804,0.3336,557236,0.6942,677066,0.8435,0.4064,0.5366
EEC_Medium_Run_0,802700,1430,0.0018,398,0.0005,261,0.0003,143,0.0002,181646,0.2263,268911,0.3350,590940,0.7362,691477,0.8614,0.4603,0.5582
EEC_Easy_Run_0,802700,120,0.0001,69,0.0001,54,0.0001,36,0.0000,279933,0.3487,465061,0.5794,796193,0.9919,802700,1.0000,0.4690,0.5363
KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,802700,781300,0.9733,741165,0.9233,701030,0.8733,620760,0.7733,105,0.0001,145,0.0002,414,0.0005,714,0.0009,0.0001,0.9741
KBFC_alpha_0_5_gamma_0_0_Medium_Run_0,802700,727334,0.9061,687199,0.8561,647064,0.8061,566794,0.7061,127,0.0002,199,0.0002,701,0.0009,1228,0.0015,0.0013,0.9326
KBFC_alpha_0_5_gamma_0_0_Easy_Run_0,802700,177660,0.2213,137525,0.1713,103156,0.1285,67007,0.0835,2176,0.0027,3837,0.0048,14856,0.0185,25665,0.0320,0.0096,0.6521
KBFC_alpha_balanced_gamma_0_0_Hard_Run_0,802700,782008,0.9742,741873,0.9242,701738,0.8742,621468,0.7742,104,0.0001,145,0.0002,410,0.0005,710,0.0009,0.0002,0.9970
KBFC_alpha_balanced_gamma_0_0_Medium_Run_0,802700,727762,0.9066,687627,0.8566,647492,0.8066,567222,0.7066,136,0.0002,222,0.0003,730,0.0009,1256,0.0016,0.0080,0.9782
KBFC_alpha_balanced_gamma_0_0_Easy_Run_0,802700,177298,0.2209,137163,0.1709,102934,0.1282,66882,0.0833,2172,0.0027,3818,0.0048,14836,0.0185,25654,0.0320,0.0425,0.9102
KBFC_alpha_0_5_gamma_1_0_Hard_Run_0,802700,774673,0.9651,734538,0.9151,694403,0.8651,614133,0.7651,106,0.0001,146,0.0002,438,0.0005,738,0.0009,0.0052,0.9869
KBFC_alpha_0_5_gamma_1_0_Medium_Run_0,802700,718723,0.8954,678588,0.8454,638453,0.7954,558183,0.6954,135,0.0002,217,0.0003,729,0.0009,1279,0.0016,0.0229,0.8619
KBFC_alpha_0_5_gamma_1_0_Easy_Run_0,802700,176555,0.2200,136420,0.1700,102481,0.1277,66600,0.0830,2180,0.0027,3811,0.0047,14864,0.0185,25699,0.0320,0.0678,0.5946
KBFC_alpha_0_5_gamma_2_0_Hard_Run_0,802700,763738,0.9515,723603,0.9015,683468,0.8515,603198,0.7515,104,0.0001,144,0.0002,464,0.0006,768,0.0010,0.0209,0.7846
KBFC_alpha_0_5_gamma_2_0_Medium_Run_0,802700,703317,0.8762,663182,0.8262,623047,0.7762,542777,0.6762,131,0.0002,212,0.0003,735,0.0009,1306,0.0016,0.0797,0.7375
KBFC_alpha_0_5_gamma_2_0_Easy_Run_0,802700,175484,0.2186,135349,0.1686,101901,0.1269,66218,0.0825,2181,0.0027,3833,0.0048,14830,0.0185,25683,0.0320,0.1089,0.5962
LogReg_alpha_0_5_Hard_Run_0,802700,797049,0.9930,756914,0.9430,716779,0.8930,636509,0.7930,104,0.0001,144,0.0002,400,0.0005,700,0.0009,0.0002,0.9769
LogReg_alpha_0_5_Medium_Run_0,802700,746892,0.9305,706757,0.8805,666622,0.8305,586352,0.7305,131,0.0002,212,0.0003,719,0.0009,1226,0.0015,0.0080,0.8073
LogReg_alpha_0_5_Easy_Run_0,802700,178860,0.2228,138725,0.1728,103935,0.1295,67542,0.0841,2161,0.0027,3815,0.0048,14816,0.0185,25626,0.0319,0.0294,0.5407
LogReg_alpha_balanced_Hard_Run_0,802700,797140,0.9931,757005,0.9431,716870,0.8931,636600,0.7931,101,0.0001,141,0.0002,392,0.0005,692,0.0009,0.0009,0.9969
LogReg_alpha_balanced_Medium_Run_0,802700,747057,0.9307,706922,0.8807,666787,0.8307,586517,0.7307,129,0.0002,205,0.0003,698,0.0009,1203,0.0015,0.0401,0.9610
LogReg_alpha_balanced_Easy_Run_0,802700,178967,0.2230,138832,0.1730,104009,0.1296,67623,0.0842,2205,0.0027,3853,0.0048,14784,0.0184,25637,0.0319,0.1407,0.8670
RFC_Hard_Run_0,802700,153535,0.1913,113400,0.1413,73265,0.0913,29791,0.0371,41470,0.0517,60035,0.0748,128509,0.1601,174218,0.2170,0.1013,0.2478
RFC_Medium_Run_0,802700,60369,0.0752,24809,0.0309,11556,0.0144,4017,0.0050,53273,0.0664,94214,0.1174,215123,0.2680,287141,0.3577,0.1235,0.2748
RFC_Easy_Run_0,802700,18547,0.0231,7499,0.0093,4869,0.0061,2531,0.0032,57898,0.0721,94047,0.1172,219817,0.2738,291559,0.3632,0.1130,0.2148
RUSBoost_Hard_Run_0,802700,797100,0.9930,756965,0.9430,716830,0.8930,636560,0.7930,99,0.0001,139,0.0002,386,0.0005,686,0.0009,0.4984,0.5013
RUSBoost_Medium_Run_0,802700,746852,0.9304,706717,0.8804,666582,0.8304,586312,0.7304,131,0.0002,212,0.0003,722,0.0009,1252,0.0016,0.4992,0.5008
RUSBoost_Easy_Run_0,802700,178670,0.2226,138535,0.1726,103945,0.1295,67554,0.0842,2177,0.0027,3840,0.0048,14830,0.0185,25672,0.0320,0.4995,0.5005
AdaBoost_Hard_Run_0,802700,669767,0.8344,629632,0.7844,589497,0.7344,509227,0.6344,271,0.0003,488,0.0006,1951,0.0024,3499,0.0044,0.4841,0.5058
AdaBoost_Medium_Run_0,802700,695172,0.8660,655037,0.8160,614902,0.7660,534632,0.6660,236,0.0003,413,0.0005,1506,0.0019,2577,0.0032,0.4882,0.5033
AdaBoost_Easy_Run_0,802700,92744,0.1155,58984,0.0735,42684,0.0532,25382,0.0316,4875,0.0061,8515,0.0106,29652,0.0369,50512,0.0629,0.4912,0.5000
BalBag_Hard_Run_0,802700,232,0.0003,9,0.0000,8,0.0000,6,0.0000,796774,0.9926,799891,0.9965,802454,0.9997,802669,1.0000,0.0000,1.0000
BalBag_Medium_Run_0,802700,2507,0.0031,56,0.0001,23,0.0000,10,0.0000,653178,0.8137,714402,0.8900,780153,0.9719,790705,0.9851,0.0000,1.0000
BalBag_Easy_Run_0,802700,56388,0.0702,38002,0.0473,30332,0.0378,20370,0.0254,67762,0.0844,81919,0.1021,126464,0.1575,149388,0.1861,0.0000,1.0000
