,count
0.2,97453
0.3,93446
0.1,89737
0.4,82614
0.5,68615
0.0,65294
0.6,54244
0.7,41104
0.8,30347
0.9,20130
1.0,10194
0.35,8848
0.25,8823
0.45,7863
0.15,7267
0.55,6588
0.65,4895
0.3666666666666666,4713
0.2666666666666666,4473
0.05,4084
0.1666666666666666,3670
0.5666666666666667,3527
0.75,3453
0.4666666666666666,3435
0.0666666666666666,2032
0.3333333333333333,2028
0.2333333333333333,1967
0.85,1949
0.275,1868
0.375,1856
0.475,1776
0.6666666666666666,1580
0.1333333333333333,1493
0.575,1456
0.175,1453
0.6666666666666667,1246
0.4333333333333333,1133
0.675,1123
0.5333333333333333,1071
0.7666666666666667,1013
0.7666666666666666,965
0.3166666666666666,937
0.0333333333333333,882
0.4666666666666667,881
0.6333333333333333,863
0.075,858
0.95,843
0.4166666666666666,793
0.3833333333333333,763
0.5166666666666666,725
0.775,724
0.2166666666666666,679
0.425,673
0.2833333333333333,652
0.38,649
0.325,617
0.4333333333333334,612
0.2799999999999999,605
0.8666666666666666,604
0.525,596
0.7333333333333333,566
0.225,558
0.48,550
0.6166666666666666,537
0.6833333333333333,515
0.8666666666666668,503
0.625,500
0.58,500
0.1833333333333333,473
0.18,471
0.875,460
0.5333333333333334,459
0.5833333333333333,439
0.4833333333333333,421
0.725,414
0.125,409
0.6166666666666667,409
0.7166666666666666,406
0.36,385
0.6799999999999999,369
0.26,369
0.7166666666666667,366
0.5166666666666667,365
0.4833333333333334,348
0.1166666666666666,346
0.6333333333333334,340
0.16,308
0.4599999999999999,298
0.8333333333333333,287
0.9666666666666666,282
0.8166666666666667,281
0.08,279
0.78,271
0.5833333333333334,263
0.0833333333333333,258
0.7833333333333333,239
0.5599999999999999,233
0.3416666666666667,224
0.4166666666666667,224
0.025,223
