,count
0.35,14242
0.34,13938
0.37,13903
0.33,13886
0.31,13857
0.3,13844
0.4,13830
0.32,13780
0.38,13716
0.36,13651
0.39,13642
0.41,13546
0.42,13458
0.28,13340
0.29,13335
0.43,13198
0.27,13126
0.26,13021
0.44,12911
0.25,12773
0.45,12578
0.46,12551
0.47,12249
0.24,12239
0.23,12099
0.48,12030
0.49,11893
0.5,11868
0.22,11720
0.21,11515
0.51,11311
0.2,10931
0.52,10912
0.53,10781
0.19,10698
0.54,10396
0.18,10331
0.55,10135
0.17,10014
0.56,9872
0.57,9488
0.58,9434
0.16,9426
0.15,9008
0.59,8821
0.6,8689
0.14,8448
0.61,8252
0.13,7971
0.62,7866
0.63,7646
0.12,7543
0.64,7161
0.65,6851
0.11,6764
0.66,6648
0.67,6459
0.1,6264
0.68,6163
0.69,5953
0.09,5628
0.7,5621
0.71,5451
0.72,5256
0.73,5064
0.08,4896
0.74,4697
0.75,4606
0.76,4294
0.77,4206
0.07,4097
0.78,4045
0.79,3913
0.8,3662
0.81,3577
0.06,3458
0.82,3266
0.83,3178
0.84,3022
0.05,2801
0.85,2734
0.86,2420
0.87,2240
0.04,2078
0.88,2076
0.89,1820
0.9,1546
0.03,1447
0.91,1379
0.92,1154
0.93,896
0.02,849
0.94,842
0.95,658
0.96,487
0.01,405
0.97,400
0.3495,326
0.4695,326
0.4295,322
