,count
0.33,14227
0.34,14214
0.35,14159
0.38,14021
0.36,14010
0.37,13977
0.3,13938
0.32,13919
0.39,13885
0.31,13873
0.4,13871
0.29,13747
0.41,13558
0.28,13529
0.42,13503
0.44,13298
0.43,13216
0.27,13212
0.26,13197
0.25,12998
0.46,12872
0.45,12864
0.24,12655
0.47,12378
0.23,12170
0.22,12126
0.48,12031
0.49,11891
0.5,11729
0.21,11672
0.51,11280
0.2,11211
0.52,11193
0.53,10982
0.19,10858
0.54,10771
0.18,10476
0.55,10051
0.56,9851
0.17,9832
0.57,9538
0.16,9454
0.58,9217
0.15,8978
0.59,8937
0.6,8548
0.14,8457
0.61,8114
0.62,7973
0.13,7890
0.63,7574
0.64,7178
0.12,7131
0.65,6903
0.66,6611
0.11,6584
0.67,6443
0.68,6078
0.1,5972
0.69,5924
0.7,5691
0.09,5305
0.71,5268
0.72,5058
0.73,4865
0.74,4689
0.08,4526
0.75,4520
0.76,4300
0.77,4167
0.78,3967
0.07,3837
0.79,3761
0.8,3616
0.81,3418
0.06,3298
0.82,3164
0.83,3067
0.84,2767
0.85,2582
0.05,2545
0.86,2411
0.87,2199
0.88,1923
0.04,1867
0.89,1758
0.9,1508
0.03,1274
0.91,1244
0.92,1180
0.93,955
0.94,801
0.02,757
0.95,585
0.96,505
0.01,392
0.97,357
0.379,339
0.369,316
0.409,309
