,count
0.5032219,16
0.4598063,16
0.37205532,16
0.41003,15
0.34099698,12
0.3729189,11
0.34653333,11
0.35920987,10
0.40370825,10
0.3719441,10
0.42350367,9
0.5954799,9
0.2860624,9
0.25161123,9
0.51103544,9
0.5261695,9
0.5467388,9
0.5358837,8
0.32526174,8
0.5291066,8
0.397156,8
0.37821895,8
0.21146707,8
0.4140092,8
0.24442248,7
0.29809654,7
0.25362033,7
0.34424475,7
0.61106294,7
0.4729587,7
0.29141358,7
0.4707219,7
0.41780746,7
0.55560404,7
0.30685842,7
0.50916755,7
0.5332178,7
0.46257433,7
0.34882987,7
0.2485359,7
0.6343757,7
0.55202544,7
0.63067967,7
0.2273558,7
0.4413472,7
0.5426815,7
0.49621773,6
0.5303102,6
0.4443031,6
0.718933,6
0.39003932,6
0.5449082,6
0.2880548,6
0.16644052,6
0.5502047,6
0.4126912,6
0.3374178,6
0.20800757,6
0.30554745,6
0.38220143,6
0.40599668,6
0.1730256,6
0.27887097,6
0.17232655,6
0.5521202,6
0.65370816,6
0.49454337,6
0.27050886,6
0.55686706,6
0.5944897,6
0.5616017,6
0.2567433,6
0.4288843,6
0.18485117,6
0.52568066,6
0.26970437,6
0.72146255,6
0.61534274,6
0.23682268,6
0.5781548,6
0.44655493,6
0.5723897,6
0.29732594,6
0.5463165,6
0.26188177,6
0.4245159,6
0.46510503,6
0.35294122,6
0.305939,6
0.20469987,6
0.46253124,6
0.251253,6
0.107304335,6
0.29900962,6
0.5428792,6
0.32164577,6
0.17361073,6
0.41361505,6
0.43179664,6
0.682064,6
