,0
0.33,13369
0.34,13270
0.36,13225
0.37,13221
0.32,13186
0.35,13077
0.38,13058
0.29,13047
0.3,13042
0.31,13041
0.4,12978
0.28,12965
0.39,12853
0.41,12738
0.27,12684
0.42,12658
0.25,12538
0.26,12496
0.44,12398
0.24,12372
0.43,12368
0.45,12327
0.23,12257
0.22,11851
0.46,11807
0.21,11691
0.48,11659
0.2,11617
0.47,11595
0.49,11433
0.19,11303
0.5,11112
0.51,11087
0.18,10785
0.52,10736
0.17,10625
0.53,10577
0.54,10340
0.55,10192
0.16,10178
0.15,9786
0.56,9617
0.57,9570
0.58,9478
0.14,9364
0.13,9049
0.59,8908
0.6,8643
0.12,8482
0.61,8452
0.62,8133
0.11,8095
0.63,7602
0.64,7544
0.1,7501
0.65,7164
0.09,7137
0.66,7023
0.67,6534
0.08,6463
0.68,6282
0.69,6134
0.7,5876
0.07,5660
0.71,5590
0.72,5319
0.73,5054
0.74,4985
0.06,4801
0.75,4597
0.05,4231
0.76,4209
0.77,4119
0.78,4023
0.79,3742
0.04,3581
0.8,3393
0.81,3300
0.82,3259
0.83,3073
0.85,2869
0.84,2858
0.86,2749
0.87,2665
0.88,2630
0.03,2627
0.89,2583
0.9,2480
0.91,2437
0.92,2311
0.93,2225
0.94,1998
0.02,1895
0.95,1792
0.96,1541
0.97,1159
0.01,1152
0.98,838
0.0,517
0.99,426
