,count
0.0,37758
0.1,8405
0.2,4179
0.3,2901
0.05,2890
1.0,2330
0.4,2232
0.15,1895
0.5,1877
0.6,1656
0.0666666666666666,1639
0.7,1596
0.25,1570
0.9,1561
0.35,1490
0.8,1488
0.0333333333333333,1390
0.45,1373
0.55,1317
0.1666666666666666,1229
0.1333333333333333,1143
0.65,1137
0.2666666666666666,1056
0.5666666666666667,1025
0.75,982
0.075,960
0.3666666666666666,954
0.85,896
0.3333333333333333,875
0.2333333333333333,852
0.3833333333333333,801
0.175,784
0.025,767
0.275,719
0.4666666666666666,718
0.2833333333333333,712
0.3166666666666666,709
0.4333333333333333,706
0.425,692
0.475,688
0.4166666666666666,683
0.95,672
0.375,665
0.325,660
0.1833333333333333,659
0.125,631
0.02,630
0.6833333333333333,619
0.06,601
0.0833333333333333,600
0.575,576
0.6333333333333333,574
0.225,573
0.5166666666666666,567
0.08,566
0.1166666666666666,558
0.4833333333333333,558
0.5333333333333333,556
0.525,552
0.5833333333333333,550
0.7333333333333333,537
0.675,536
0.04,535
0.6666666666666667,521
0.2166666666666666,515
0.3416666666666667,487
0.6166666666666666,480
0.3083333333333333,480
0.4583333333333333,449
0.6666666666666666,448
0.2916666666666666,447
0.725,446
0.7666666666666666,421
0.625,421
0.775,414
0.7666666666666667,411
0.6166666666666667,410
0.5583333333333333,402
0.7166666666666667,395
0.7833333333333333,394
0.2583333333333333,390
0.3583333333333333,382
0.8666666666666666,378
0.7166666666666666,375
0.825,370
0.12,368
0.875,367
0.16,358
0.8333333333333333,351
0.24,348
0.6916666666666667,342
0.18,339
0.3916666666666666,333
0.975,331
0.5083333333333333,330
0.9333333333333332,330
0.5166666666666667,327
0.1399999999999999,326
0.36,325
0.4916666666666666,325
