,count
0.39,14422
0.38,14383
0.42,14310
0.34,14305
0.36,14303
0.41,14275
0.4,14228
0.37,14165
0.35,14165
0.33,14022
0.43,13990
0.44,13903
0.32,13821
0.31,13783
0.46,13660
0.47,13613
0.45,13612
0.3,13541
0.29,13344
0.28,13137
0.48,13122
0.49,12915
0.27,12728
0.5,12511
0.26,12477
0.51,12342
0.25,12242
0.52,12082
0.53,11957
0.24,11788
0.54,11508
0.23,11274
0.55,11194
0.22,11050
0.56,10769
0.57,10469
0.21,10345
0.2,10053
0.58,9957
0.59,9768
0.19,9448
0.6,9392
0.61,9098
0.18,9009
0.62,8664
0.17,8481
0.16,8272
0.63,8044
0.64,7928
0.15,7645
0.65,7467
0.66,7232
0.14,6924
0.67,6884
0.68,6503
0.13,6458
0.69,6249
0.7,5987
0.71,5908
0.12,5699
0.72,5353
0.11,5209
0.73,5198
0.74,4966
0.75,4854
0.1,4663
0.76,4492
0.77,4413
0.78,4156
0.09,4090
0.79,3945
0.8,3835
0.81,3600
0.08,3420
0.82,3297
0.83,3104
0.07,2934
0.84,2853
0.85,2606
0.06,2376
0.86,2375
0.87,2157
0.88,1932
0.05,1797
0.89,1760
0.9,1548
0.91,1338
0.04,1274
0.92,1119
0.93,941
0.03,860
0.94,707
0.95,614
0.96,527
0.02,507
0.97,414
0.395,374
0.375,347
0.445,336
0.355,331
