,count
0.36,4322
0.32,4311
0.34,4298
0.3,4293
0.28,4246
0.27,4225
0.33,4223
0.35,4191
0.31,4188
0.25,4186
0.29,4178
0.24,4148
0.38,4123
0.22,4108
0.23,4081
0.37,4066
0.26,4051
0.4,3999
0.39,3987
0.2,3867
0.21,3843
0.41,3834
0.42,3810
0.43,3794
0.44,3753
0.19,3735
0.18,3678
0.45,3635
0.17,3611
0.46,3609
0.47,3449
0.49,3409
0.48,3401
0.16,3397
0.5,3308
0.51,3212
0.53,3182
0.52,3152
0.15,3147
0.55,3124
0.14,3108
0.54,3039
0.56,2934
0.58,2900
0.13,2884
0.57,2876
0.59,2871
0.6,2749
0.61,2705
0.12,2671
0.62,2655
0.64,2620
0.66,2559
0.65,2548
0.11,2530
0.63,2501
0.68,2391
0.67,2388
0.7,2382
0.69,2381
0.1,2366
0.71,2340
0.72,2296
0.74,2222
0.76,2216
0.77,2203
0.75,2203
0.73,2199
0.09,2174
0.78,2163
0.08,2087
0.8,2067
0.79,2039
0.81,1964
0.83,1875
0.82,1846
0.07,1720
0.84,1678
0.85,1625
0.357,1552
0.06,1521
0.86,1515
0.87,1492
0.317,1489
0.297,1478
0.367,1467
0.287,1457
0.407,1454
0.387,1451
0.327,1450
0.377,1440
0.347,1437
0.397,1421
0.437,1414
0.337,1398
0.307,1391
0.457,1381
0.2769999999999999,1372
0.267,1365
0.88,1359
