,count
0.27,4466
0.28,4400
0.26,4390
0.34,4386
0.24,4356
0.3,4355
0.25,4337
0.32,4318
0.29,4312
0.31,4291
0.23,4254
0.33,4245
0.37,4201
0.22,4197
0.35,4183
0.38,4172
0.36,4168
0.21,4154
0.2,4079
0.4,3966
0.39,3957
0.19,3939
0.41,3843
0.42,3804
0.43,3736
0.18,3735
0.16,3708
0.44,3676
0.45,3641
0.17,3586
0.47,3474
0.46,3460
0.49,3455
0.48,3450
0.15,3380
0.5,3334
0.52,3277
0.51,3184
0.14,3180
0.55,3133
0.53,3074
0.13,3059
0.54,3055
0.57,2919
0.12,2916
0.56,2900
0.58,2818
0.59,2817
0.6,2727
0.62,2694
0.11,2688
0.63,2661
0.61,2661
0.64,2531
0.1,2510
0.66,2497
0.65,2449
0.67,2420
0.68,2414
0.69,2368
0.72,2360
0.09,2335
0.7,2287
0.71,2282
0.73,2272
0.74,2189
0.76,2188
0.75,2170
0.77,2101
0.8,2075
0.08,2032
0.78,2019
0.79,1972
0.81,1913
0.07,1863
0.82,1846
0.83,1800
0.84,1659
0.85,1640
0.06,1595
0.3379999999999999,1594
0.318,1554
0.3879999999999999,1503
0.348,1494
0.86,1493
0.358,1484
0.368,1474
0.288,1473
0.3279999999999999,1463
0.3779999999999999,1453
0.298,1448
0.418,1442
0.3979999999999999,1432
0.308,1422
0.408,1413
0.87,1405
0.428,1380
0.268,1376
0.278,1362
0.258,1353
