,count
0.28,4512
0.26,4444
0.32,4428
0.3,4391
0.27,4390
0.24,4369
0.29,4335
0.25,4334
0.31,4326
0.34,4310
0.23,4247
0.35,4230
0.33,4203
0.37,4113
0.21,4108
0.36,4106
0.39,4099
0.22,4076
0.38,4060
0.2,3982
0.4,3946
0.18,3929
0.41,3879
0.19,3847
0.42,3829
0.43,3786
0.17,3725
0.45,3649
0.44,3627
0.16,3562
0.46,3529
0.47,3459
0.15,3422
0.48,3375
0.49,3317
0.14,3292
0.5,3264
0.52,3181
0.53,3121
0.13,3105
0.51,3090
0.12,2924
0.54,2904
0.57,2841
0.55,2837
0.58,2832
0.56,2829
0.11,2736
0.6,2705
0.59,2672
0.61,2607
0.1,2551
0.64,2545
0.62,2544
0.63,2485
0.65,2479
0.68,2411
0.69,2385
0.66,2369
0.7,2295
0.74,2289
0.67,2285
0.72,2275
0.09,2260
0.71,2238
0.75,2195
0.73,2193
0.76,2100
0.77,2088
0.78,2083
0.08,2027
0.79,1997
0.8,1969
0.07,1951
0.81,1943
0.82,1916
0.83,1821
0.84,1758
0.85,1672
0.06,1617
0.86,1577
0.2984271085087828,1546
0.3084271085087828,1472
0.87,1447
0.3184271085087828,1420
0.88,1420
0.2584271085087828,1369
0.05,1319
0.2484271085087828,1319
0.89,1277
0.2384271085087828,1214
0.2184271085087828,1186
0.2284271085087828,1169
0.9,1129
0.04,1109
0.2084271085087828,1099
0.1884271085087828,1083
0.1984271085087828,1079
0.91,1054
0.5684271085087829,1012
