,count
0.36,14375
0.41,14345
0.35,14344
0.38,14337
0.34,14319
0.33,14227
0.4,14201
0.39,14195
0.42,14147
0.37,14050
0.44,13974
0.32,13907
0.43,13790
0.45,13760
0.31,13705
0.46,13650
0.29,13424
0.3,13407
0.47,13357
0.48,13230
0.28,13175
0.27,12877
0.49,12729
0.5,12605
0.51,12460
0.26,12236
0.25,11948
0.52,11883
0.24,11786
0.53,11681
0.54,11475
0.23,11157
0.22,10956
0.55,10938
0.21,10599
0.56,10527
0.57,10375
0.2,10134
0.58,10116
0.59,9591
0.19,9442
0.6,9255
0.18,8987
0.61,8870
0.62,8622
0.17,8461
0.63,8303
0.16,7982
0.64,7743
0.65,7526
0.15,7418
0.66,7100
0.14,6976
0.67,6917
0.68,6608
0.13,6410
0.69,6235
0.7,5989
0.12,5729
0.71,5722
0.72,5446
0.11,5301
0.73,5276
0.74,4931
0.75,4924
0.1,4593
0.76,4553
0.77,4361
0.78,4114
0.79,4078
0.09,4032
0.8,3770
0.81,3696
0.08,3427
0.82,3416
0.83,3212
0.84,2968
0.07,2871
0.85,2748
0.86,2562
0.87,2362
0.06,2332
0.88,2052
0.89,1841
0.05,1798
0.9,1554
0.91,1379
0.04,1342
0.92,1216
0.93,988
0.03,891
0.94,867
0.95,681
0.96,530
0.02,520
0.97,383
0.426,340
0.376,329
0.406,321
0.396,315
