Index,len,Filename,p,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,FP/P
2913,3304,BRFC_alpha_0_5_Hard_Run_0,0.8397857142857141,1,0,0.0,669746,6698,110124,16132,0.7066141042487954,0.05305094411354708
39169,40636,BRFC_alpha_0_5_Medium_Run_0,0.8849999999999999,1,2,0.6666666666666666,670081,6363,117448,8808,0.5805813723551513,0.05039760486630338
158691,164126,BRFC_alpha_0_5_Easy_Run_0,0.8947527709218887,3,2,0.4,670132,6312,120801,5455,0.46358460100280446,0.04999366366746927
4466,4980,BRFC_alpha_0_6_Hard_Run_0,0.84,1156,1812,0.610512129380054,670260,6184,111219,15037,0.7085905470995711,0.04897985046255227
109554,111891,BRFC_alpha_0_6_Medium_Run_0,0.8899786766381194,0,1,1.0,670125,6319,117664,8592,0.5762188987995439,0.050049106577113166
169891,175592,BRFC_alpha_0_6_Easy_Run_0,0.9149218893970974,1,1,0.5,670131,6313,120769,5487,0.465,0.05000158408313268
4546,5116,BRFC_alpha_0_7_Hard_Run_0,0.84,1144,1803,0.6118086189345097,670340,6104,111635,14621,0.7054764776839566,0.04834621720947915
128476,131415,BRFC_alpha_0_7_Medium_Run_0,0.89,530,755,0.5875486381322957,670247,6197,118251,8005,0.563653006618786,0.04908281586617666
170684,176047,BRFC_alpha_0_7_Easy_Run_0,0.9354847497105524,3,1,0.25,670130,6314,120794,5462,0.46382472826086957,0.0500095044987961
4446,4987,BRFC_alpha_0_8_Hard_Run_0,0.84,1092,1760,0.6171107994389902,670546,5898,111809,14447,0.7101007618579503,0.04671461158281587
113478,116445,BRFC_alpha_0_8_Medium_Run_0,0.8975018315018315,2,1,0.3333333333333333,670132,6312,118501,7755,0.5512902537854554,0.04999366366746927
170701,175506,BRFC_alpha_0_8_Easy_Run_0,0.95622452281868,1,0,0.0,670130,6314,120994,5262,0.4545611610228058,0.0500095044987961
4389,4939,BRFC_alpha_0_85_Hard_Run_0,0.847,1,1,0.5,670129,6315,111374,14882,0.7020804830872294,0.05001742491445951
125738,129043,BRFC_alpha_0_85_Medium_Run_0,0.9,468,650,0.5813953488372093,670334,6110,119159,7097,0.5373665480427047,0.048393739703459636
171513,176021,BRFC_alpha_0_85_Easy_Run_0,0.9665227528196746,2,4,0.6666666666666666,670130,6314,121063,5193,0.45129051881463456,0.0500095044987961
4488,5087,BRFC_alpha_0_9_Hard_Run_0,0.84,1092,1675,0.6053487531622697,670533,5911,112096,14160,0.7054954910069254,0.04681757698644025
124404,127938,BRFC_alpha_0_9_Medium_Run_0,0.902923076923077,0,1,1.0,670131,6313,119170,7086,0.5288454362265841,0.05000158408313268
171783,175931,BRFC_alpha_0_9_Easy_Run_0,0.9771443517115146,6,3,0.3333333333333333,670134,6310,121280,4976,0.44090023037391457,0.04997782283614244
4645,5243,BRFC_alpha_0_95_Hard_Run_0,0.84,1189,1833,0.6065519523494375,670281,6163,111763,14493,0.7016363284275755,0.04881352173362058
128132,131654,BRFC_alpha_0_95_Medium_Run_0,0.9095,77,85,0.5246913580246914,670167,6277,119381,6875,0.5227341849148418,0.04971644911924978
172165,175905,BRFC_alpha_0_95_Easy_Run_0,0.9882346082799852,3,2,0.4,670131,6313,121447,4809,0.4323862614637655,0.05000158408313268
4693,5286,BRFC_alpha_balanced_Hard_Run_0,0.84,1199,1857,0.6076570680628273,670156,6288,111481,14775,0.7014670274889617,0.04980357369154733
131080,134396,BRFC_alpha_balanced_Medium_Run_0,0.9,441,688,0.6093888396811338,670321,6123,119252,7004,0.5335567913460806,0.048496705107084016
171619,176193,BRFC_alpha_balanced_Easy_Run_0,0.965053633849178,2,0,0.0,670129,6315,121164,5092,0.4463925659682651,0.05001742491445951
1262,1265,EEC_Hard_Run_0,0.5351735788807432,4145,3244,0.43903099201515766,669124,7320,120514,5742,0.4395957740009187,0.0579774426561906
1280,1430,EEC_Medium_Run_0,0.5377836767025502,4,2,0.3333333333333333,670131,6313,120827,5429,0.46235734968489184,0.05000158408313268
109,120,EEC_Easy_Run_0,0.5246772127816562,650,263,0.28806133625410735,670168,6276,122870,3386,0.3504450424342786,0.049708528703586365
761674,781300,KBFC_alpha_0_5_gamma_0_0_Hard_Run_0,0.61148846,1,0,0.0,670131,6313,112802,13454,0.6806293317144736,0.05000158408313268
713618,727334,KBFC_alpha_0_5_gamma_0_0_Medium_Run_0,0.5114443,1,0,0.0,670131,6313,118528,7728,0.550388148992237,0.05000158408313268
172479,177660,KBFC_alpha_0_5_gamma_0_0_Easy_Run_0,0.39014456,5,3,0.375,670132,6312,122097,4159,0.3971922452487823,0.04999366366746927
762552,782008,KBFC_alpha_balanced_gamma_0_0_Hard_Run_0,0.89451617,0,1,1.0,670131,6313,112915,13341,0.678793120993182,0.05000158408313268
714399,727762,KBFC_alpha_balanced_gamma_0_0_Medium_Run_0,0.8547106,1,0,0.0,670131,6313,118841,7415,0.5401369463869464,0.05000158408313268
172138,177298,KBFC_alpha_balanced_gamma_0_0_Easy_Run_0,0.7656799,2,0,0.0,670131,6313,122075,4181,0.3984181437011626,0.05000158408313268
755064,774673,KBFC_alpha_0_5_gamma_1_0_Hard_Run_0,0.5677043,1,0,0.0,670131,6313,112773,13483,0.6810971913517883,0.05000158408313268
705212,718723,KBFC_alpha_0_5_gamma_1_0_Medium_Run_0,0.51440835,0,2,1.0,670131,6313,118698,7558,0.5448778026097614,0.05000158408313268
171431,176555,KBFC_alpha_0_5_gamma_1_0_Easy_Run_0,0.4328078,1,0,0.0,670131,6313,122049,4207,0.39990494296577944,0.05000158408313268
744382,763738,KBFC_alpha_0_5_gamma_2_0_Hard_Run_0,0.5490095,1,0,0.0,670131,6313,112991,13265,0.6775462253549903,0.05000158408313268
689911,703317,KBFC_alpha_0_5_gamma_2_0_Medium_Run_0,0.5130195,1,0,0.0,670131,6313,118821,7435,0.5408059354087867,0.05000158408313268
170228,175484,KBFC_alpha_0_5_gamma_2_0_Easy_Run_0,0.4586717,0,1,1.0,670131,6313,122098,4158,0.39709674338649603,0.05000158408313268
777728,797049,LogReg_alpha_0_5_Hard_Run_0,0.5763540526069818,1,0,0.0,670131,6313,113206,13050,0.6739658110829934,0.05000158408313268
734157,746892,LogReg_alpha_0_5_Medium_Run_0,0.4984523300503606,1,0,0.0,670131,6313,119578,6678,0.5140481872065276,0.05000158408313268
173776,178860,LogReg_alpha_0_5_Easy_Run_0,0.3767396598826236,7,3,0.3,670133,6311,122538,3718,0.37072489779639045,0.04998574325180585
778195,797140,LogReg_alpha_balanced_Hard_Run_0,0.89059362853935,1,0,0.0,670131,6313,113574,12682,0.6676493814161621,0.05000158408313268
734466,747057,LogReg_alpha_balanced_Medium_Run_0,0.8488998395578756,1,0,0.0,670131,6313,119718,6538,0.5087541825538868,0.05000158408313268
173936,178967,LogReg_alpha_balanced_Easy_Run_0,0.768116110401189,10,4,0.2857142857142857,670135,6309,122584,3672,0.3678990081154193,0.04996990242047903
146595,153535,RFC_Hard_Run_0,0.2120942793959186,0,1,1.0,670131,6313,121702,4554,0.41906689978835004,0.05000158408313268
53575,60369,RFC_Medium_Run_0,0.2324247429251366,1,0,0.0,670131,6313,122076,4180,0.3983608119698847,0.05000158408313268
