,count
0.10233534,18
0.095629275,15
0.08094673,15
0.06517083,15
0.027966887,11
0.065847926,6
0.09642371,5
0.06389907,5
0.032505892,5
0.07412756,5
0.0973632,5
0.30258933,4
0.0110069765,4
0.04037443,4
0.025958158,4
0.004237177,4
0.07286908,4
0.18025783,4
0.07651927,4
0.12675942,4
0.55614454,4
0.026793,4
0.23111221,4
0.19466114,4
0.16114788,4
0.14852005,4
0.17943074,4
0.11120104,4
0.32953295,4
0.056658145,4
0.064012416,4
0.15767933,4
0.22875214,4
0.12049214,4
0.08295202,4
0.12374491,4
0.034831617,4
0.26121536,4
0.14646825,4
0.16152234,4
0.2508626,4
0.07404899,4
0.21131314,4
0.06569377,4
0.042514227,4
0.017308608,4
0.24196215,4
0.12200866,4
0.02641291,4
0.08757433,4
0.09159414,3
0.32380155,3
0.15213636,3
0.047241192,3
0.006317501,3
0.096448414,3
0.005631731,3
0.11448648,3
0.10849106,3
0.14101142,3
0.23576501,3
0.0465124,3
0.0616733,3
0.20654483,3
0.17650133,3
0.050700236,3
0.0049591223,3
0.31023365,3
0.16471462,3
0.012800753,3
0.35002548,3
0.054276012,3
0.08893737,3
0.021057153,3
0.1587392,3
0.012870604,3
0.050885268,3
0.23393853,3
0.16678429,3
0.016379355,3
0.13315487,3
0.31095895,3
0.2033496,3
0.09291807,3
0.07141283,3
0.019275766,3
0.041313265,3
0.1339056,3
0.21916369,3
0.10055555,3
0.02619287,3
0.020564219,3
0.048939712,3
0.033032637,3
0.022604166,3
0.0408776,3
0.09469393,3
0.037479777,3
0.13263808,3
0.092342414,3
