,count
0.35,4893
0.34,4846
0.3,4809
0.33,4766
0.36,4737
0.29,4727
0.31,4706
0.26,4699
0.28,4692
0.37,4689
0.32,4687
0.38,4673
0.4,4656
0.39,4609
0.27,4564
0.43,4562
0.42,4561
0.41,4533
0.24,4472
0.25,4470
0.44,4394
0.22,4347
0.45,4285
0.23,4283
0.21,4211
0.47,4198
0.46,4083
0.48,4037
0.19,4022
0.49,4006
0.5,3992
0.2,3955
0.51,3897
0.52,3781
0.53,3710
0.18,3704
0.54,3661
0.55,3629
0.17,3572
0.56,3521
0.16,3474
0.15,3430
0.57,3391
0.58,3358
0.59,3317
0.6,3230
0.61,3218
0.14,3125
0.64,2991
0.62,2956
0.63,2911
0.68,2861
0.66,2840
0.12,2826
0.13,2819
0.67,2819
0.65,2814
0.69,2694
0.72,2668
0.7,2660
0.11,2598
0.71,2559
0.1,2520
0.75,2516
0.74,2479
0.73,2463
0.76,2463
0.77,2413
0.78,2332
0.09,2294
0.8,2187
0.79,2181
0.81,2149
0.82,2035
0.08,1922
0.83,1881
0.345,1873
0.84,1861
0.385,1833
0.375,1811
0.355,1798
0.365,1784
0.335,1779
0.85,1778
0.325,1748
0.315,1742
0.07,1721
0.415,1721
0.395,1708
0.305,1701
0.285,1680
0.425,1680
0.405,1679
0.86,1661
0.265,1648
0.445,1646
0.435,1639
0.295,1624
0.455,1624
0.275,1612
