Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
51,64,BRFC_alpha_0_5_1_0_1_1_Hard.csv,0.77,0.7796666666666667,2361,2391,0.5031565656565656,659036,17408,96683,29573,0.629467231433984,0.2342304524141427,0.13787859586871118
107,114,BRFC_alpha_0_5_1_0_1_1_Medium.csv,0.88,0.8899999999999999,1306,1353,0.5088379089883415,670159,6285,117758,8498,0.574849489278225,0.0673076923076923,0.04977981244455709
124,126,BRFC_alpha_0_5_1_0_1_1_Easy.csv,0.9410833333333334,0.962452380952381,1138,1000,0.4677268475210477,675444,1000,124964,1292,0.5636998254799301,0.010233177037130909,0.007920415663414017
